GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2798
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LIHDPOLN_00001	nanT_1	Cluster_140235
Operon908	LIHDPOLN_01455	Unknown_Gene	Cluster_83358
Operon908	LIHDPOLN_01456	Unknown_Gene	Cluster_83358
Operon908	LIHDPOLN_01457	lnrL	Cluster_83358
Operon908	LIHDPOLN_01458	Unknown_Gene	Cluster_83358
Operon909	LIHDPOLN_01459	Unknown_Gene	Cluster_77380
Operon910	LIHDPOLN_01460	degU_1	Cluster_152419
Operon911	LIHDPOLN_01461	rcsC_10	Cluster_89392
Operon911	LIHDPOLN_01462	Unknown_Gene	Cluster_89392
Operon912	LIHDPOLN_01463	Unknown_Gene	Cluster_41947
Operon913	LIHDPOLN_01464	Unknown_Gene	Cluster_121033
Operon913	LIHDPOLN_01465	Unknown_Gene	Cluster_121033
Operon914	LIHDPOLN_01466	pstB3	Cluster_153628
Operon915	LIHDPOLN_01467	pstA	Cluster_138066
Operon915	LIHDPOLN_01468	pstC	Cluster_138066
Operon916	LIHDPOLN_01469	pstS_1	Cluster_64542
Operon917	LIHDPOLN_01470	Unknown_Gene	Cluster_64542
Operon918	LIHDPOLN_01471	Unknown_Gene	Cluster_71920
Operon919	LIHDPOLN_01472	Unknown_Gene	Cluster_111981
Operon920	LIHDPOLN_01473	Unknown_Gene	Cluster_111981
Operon921	LIHDPOLN_01474	mhpD	Cluster_38194
Operon922	LIHDPOLN_01475	lgoT	Cluster_157541
Operon922	LIHDPOLN_01476	dhaT	Cluster_157541
Operon923	LIHDPOLN_01477	gbpR_3	Cluster_87827
Operon924	LIHDPOLN_01478	lrp_2	Cluster_104021
Operon925	LIHDPOLN_01479	Unknown_Gene	Cluster_104021
Operon925	LIHDPOLN_01480	Unknown_Gene	Cluster_104021
Operon926	LIHDPOLN_01481	Unknown_Gene	Cluster_81173
Operon927	LIHDPOLN_01482	Unknown_Gene	Cluster_101530
Operon928	LIHDPOLN_01483	rutR_1	Cluster_101530
Operon929	LIHDPOLN_01484	nepI_1	Cluster_66323
Operon930	LIHDPOLN_01485	Unknown_Gene	Cluster_2903
Operon930	LIHDPOLN_01486	mgtB	Cluster_2903
Operon931	LIHDPOLN_01487	Unknown_Gene	Cluster_80298
Operon932	LIHDPOLN_01488	rutD_2	Cluster_49958
Operon933	LIHDPOLN_01489	Unknown_Gene	Cluster_49958
Operon934	LIHDPOLN_01490	gabR_1	Cluster_130842
Operon935	LIHDPOLN_01491	nqrF	Cluster_130842
Operon935	LIHDPOLN_01492	Unknown_Gene	Cluster_130842
Operon936	LIHDPOLN_01493	ndvB	Cluster_48754
Operon937	LIHDPOLN_01494	Unknown_Gene	Cluster_130832
Operon938	LIHDPOLN_01495	fpvA_3	Cluster_136621
Operon939	LIHDPOLN_01496	fecR_4	Cluster_34955
Operon939	LIHDPOLN_01497	fecI_5	Cluster_34955
Operon940	LIHDPOLN_01498	Unknown_Gene	Cluster_136620
Operon941	LIHDPOLN_01499	Unknown_Gene	Cluster_129383
Operon942	LIHDPOLN_01500	Unknown_Gene	Cluster_55131
Operon943	LIHDPOLN_01501	dapA_1	Cluster_22665
Operon944	LIHDPOLN_01502	Unknown_Gene	Cluster_22665
Operon945	LIHDPOLN_01503	pcaR_2	Cluster_81740
Operon946	LIHDPOLN_01504	aroE_1	Cluster_81740
Operon946	LIHDPOLN_01505	kstD_2	Cluster_81740
Operon946	LIHDPOLN_01506	Unknown_Gene	Cluster_81740
Operon946	LIHDPOLN_01507	ksdD	Cluster_81740
Operon947	LIHDPOLN_01508	Unknown_Gene	Cluster_27288
Operon947	LIHDPOLN_01509	Unknown_Gene	Cluster_27288
Operon947	LIHDPOLN_01510	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01511	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01512	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01513	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01514	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01515	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01516	Unknown_Gene	Cluster_27288
Operon948	LIHDPOLN_01517	Unknown_Gene	Cluster_27288
Operon949	LIHDPOLN_01518	Unknown_Gene	Cluster_150064
Operon949	LIHDPOLN_01519	Unknown_Gene	Cluster_150064
Operon950	LIHDPOLN_01520	hcpA	Cluster_95237
Operon951	LIHDPOLN_01521	Unknown_Gene	Cluster_137490
Operon951	LIHDPOLN_01522	Unknown_Gene	Cluster_137490
Operon952	LIHDPOLN_01523	copA_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon952	LIHDPOLN_01524	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon952	LIHDPOLN_01525	copB_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon952	LIHDPOLN_01526	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon952	LIHDPOLN_01527	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon953	LIHDPOLN_01528	Unknown_Gene	Cluster_136518
Operon954	LIHDPOLN_01529	Unknown_Gene	Cluster_136518
Operon955	LIHDPOLN_01530	Unknown_Gene	Cluster_149291
Operon956	LIHDPOLN_01531	Unknown_Gene	Cluster_134275
Operon957	LIHDPOLN_01532	Unknown_Gene	Cluster_1646
Operon957	LIHDPOLN_01533	Unknown_Gene	Cluster_1646
Operon957	LIHDPOLN_01534	Unknown_Gene	Cluster_1646
Operon958	LIHDPOLN_01535	gyrB	Cluster_7260
Operon958	LIHDPOLN_01536	recF_1	Cluster_7260
Operon958	LIHDPOLN_01537	dnaN	Cluster_7260
Operon958	LIHDPOLN_01538	dnaA	Cluster_7260
Operon959	LIHDPOLN_01539	rpmH	Cluster_7260
Operon959	LIHDPOLN_01540	rnpA	Cluster_7260
Operon960	LIHDPOLN_01541	yidC	Cluster_45519
Operon961	LIHDPOLN_01542	mnmE	Cluster_124059
Operon962	LIHDPOLN_01543	mnmG	Cluster_6032
Operon962	LIHDPOLN_01544	rsmG	Cluster_6032
Operon962	LIHDPOLN_01545	parA_1	Cluster_6032
Operon962	LIHDPOLN_01546	parB	Cluster_6032
Operon963	LIHDPOLN_01547	Unknown_Gene	Cluster_83980
Operon963	LIHDPOLN_01548	atpB	Cluster_83980
Operon964	LIHDPOLN_01549	atpH_1	Cluster_85917
Operon965	LIHDPOLN_01550	atpF	Cluster_148869
Operon965	LIHDPOLN_01551	atpH_2	Cluster_148869
Operon965	LIHDPOLN_01552	atpA	Cluster_148869
Operon965	LIHDPOLN_01553	atpG	Cluster_148869
Operon965	LIHDPOLN_01554	atpD	Cluster_148869
Operon965	LIHDPOLN_01555	atpC	Cluster_148869
Operon966	LIHDPOLN_01556	glmU_1	Cluster_74600
Operon967	LIHDPOLN_01557	srlR	Cluster_65163
Operon967	LIHDPOLN_01558	glmS	Cluster_65163
Operon968	LIHDPOLN_01559	lpd3	Cluster_56486
Operon969	LIHDPOLN_01560	COQ3_2	Cluster_56486
Operon970	LIHDPOLN_01561	clsA_2	Cluster_93721
Operon971	LIHDPOLN_01562	Unknown_Gene	Cluster_93721
Operon972	LIHDPOLN_01563	folE2	Cluster_106339
Operon972	LIHDPOLN_01564	Unknown_Gene	Cluster_106339
Operon973	LIHDPOLN_01565	yciC	Cluster_106339
Operon973	LIHDPOLN_01566	Unknown_Gene	Cluster_106339
Operon973	LIHDPOLN_01567	yeiR	Cluster_106339
Operon974	LIHDPOLN_01568	Unknown_Gene	Cluster_102158
Operon975	LIHDPOLN_01569	pdxY	Cluster_102158
Operon976	LIHDPOLN_01570	Unknown_Gene	Cluster_25258
Operon977	LIHDPOLN_01571	kefB	Cluster_25258
Operon978	LIHDPOLN_01572	Unknown_Gene	Cluster_106279
Operon979	LIHDPOLN_01573	Unknown_Gene	Cluster_93024
Operon980	LIHDPOLN_01574	uvrD	Cluster_74817
Operon981	LIHDPOLN_01575	Unknown_Gene	Cluster_125317
Operon982	LIHDPOLN_01576	zwf_1	Cluster_114092
Operon983	LIHDPOLN_01577	hexR_1	Cluster_114092
Operon984	LIHDPOLN_01578	Unknown_Gene	Cluster_55469
Operon985	LIHDPOLN_01579	cmpR_3	Cluster_63619
Operon986	LIHDPOLN_01580	cfiB	Cluster_63619
Operon986	LIHDPOLN_01581	oadA	Cluster_63619
Operon987	LIHDPOLN_01582	Unknown_Gene	Cluster_123889
Operon987	LIHDPOLN_01583	Unknown_Gene	Cluster_123889
Operon987	LIHDPOLN_01584	paiB	Cluster_123889
Operon988	LIHDPOLN_01585	gabR_2	Cluster_123889
Operon989	LIHDPOLN_01586	spuD_1	Cluster_50332
Operon989	LIHDPOLN_01587	aphA_1	Cluster_50332
Operon990	LIHDPOLN_01588	Unknown_Gene	Cluster_67697
Operon991	LIHDPOLN_01589	aspA	Cluster_83973
Operon992	LIHDPOLN_01590	yjiE	Cluster_83973
Operon993	LIHDPOLN_01591	purE	Cluster_72206
Operon993	LIHDPOLN_01592	purK	Cluster_72206
Operon994	LIHDPOLN_01593	Unknown_Gene	Cluster_111151
Operon994	LIHDPOLN_01594	Unknown_Gene	Cluster_111151
Operon995	LIHDPOLN_01595	yeaD_1	Cluster_133635
Operon996	LIHDPOLN_01596	Unknown_Gene	Cluster_22769
Operon997	LIHDPOLN_01597	abaF_2	Cluster_22769
Operon998	LIHDPOLN_01598	pstS_2	Cluster_52668
Operon999	LIHDPOLN_01599	Unknown_Gene	Cluster_89774
Operon999	LIHDPOLN_01600	Unknown_Gene	Cluster_89774
Operon1000	LIHDPOLN_01601	pstB	Cluster_135803
Operon1001	LIHDPOLN_01602	phoU	Cluster_135870
Operon1002	LIHDPOLN_01603	cheB_1	Cluster_75804
Operon1003	LIHDPOLN_01604	Unknown_Gene	Cluster_69307
Operon1004	LIHDPOLN_01605	Unknown_Gene	Cluster_71107
Operon1005	LIHDPOLN_01606	phoR	Cluster_155300
Operon1005	LIHDPOLN_01607	phoB	Cluster_155300
Operon1006	LIHDPOLN_01608	Unknown_Gene	Cluster_71041
Operon1007	LIHDPOLN_01609	ubiA	Cluster_96057
Operon1007	LIHDPOLN_01610	ubiC	Cluster_96057
Operon1008	LIHDPOLN_01611	rubA1	Cluster_96057
Operon1008	LIHDPOLN_01612	alkT	Cluster_96057
Operon1009	LIHDPOLN_01613	hupB_2	Cluster_64933
Operon1010	LIHDPOLN_01614	Unknown_Gene	Cluster_85093
Operon1011	LIHDPOLN_01615	Unknown_Gene	Cluster_132121
Operon1012	LIHDPOLN_01616	recG	Cluster_120981
Operon1012	LIHDPOLN_01617	oxyR	Cluster_120981
Operon1013	LIHDPOLN_01618	Unknown_Gene	Cluster_63240
Operon1013	LIHDPOLN_01619	exbD_1	Cluster_63240
Operon1013	LIHDPOLN_01620	tolQ_1	Cluster_63240
Operon1014	LIHDPOLN_01621	Unknown_Gene	Cluster_63240
Operon1015	LIHDPOLN_01622	Unknown_Gene	Cluster_149410
Operon1016	LIHDPOLN_01623	yabJ_2	Cluster_146836
Operon1016	LIHDPOLN_01624	spoT	Cluster_146836
Operon1017	LIHDPOLN_01625	rpoZ	Cluster_45818
Operon1018	LIHDPOLN_01626	hdfR_2	Cluster_56874
Operon1019	LIHDPOLN_01627	puuA_2	Cluster_56874
Operon1019	LIHDPOLN_01628	puuD_2	Cluster_56874
Operon1020	LIHDPOLN_01629	Unknown_Gene	Cluster_107064
Operon1021	LIHDPOLN_01630	gmk	Cluster_49625
Operon1021	LIHDPOLN_01631	Unknown_Gene	Cluster_49625
Operon1022	LIHDPOLN_01632	rph	Cluster_49625
Operon1023	LIHDPOLN_01633	Unknown_Gene	Cluster_147528
Operon1024	LIHDPOLN_01634	exoA	Cluster_129573
Operon1025	LIHDPOLN_01635	pyrE	Cluster_129573
Operon1026	LIHDPOLN_01636	argB	Cluster_168429
Operon1026	LIHDPOLN_01637	algC_1	Cluster_168429
Operon1027	LIHDPOLN_01638	dut	Cluster_96727
Operon1027	LIHDPOLN_01639	coaBC	Cluster_96727
Operon1028	LIHDPOLN_01640	Unknown_Gene	Cluster_96727
Operon1029	LIHDPOLN_01641	dppA_1	Cluster_22519
Operon1030	LIHDPOLN_01642	rpmB	Cluster_22519
Operon1030	LIHDPOLN_01643	rpmG	Cluster_22519
Operon1031	LIHDPOLN_01644	Unknown_Gene	Cluster_61090
Operon1032	LIHDPOLN_01645	puuC_1	Cluster_61090
Operon1033	LIHDPOLN_01646	ycaD_2	Cluster_58837
Operon1034	LIHDPOLN_01647	clsC	Cluster_145185
Operon1035	LIHDPOLN_01648	norG_2	Cluster_104142
Operon1036	LIHDPOLN_01649	Unknown_Gene	Cluster_104142
Operon1037	LIHDPOLN_01650	puuB_2	Cluster_85172
Operon1038	LIHDPOLN_01651	Unknown_Gene	Cluster_85172
Operon1039	LIHDPOLN_01652	lrp_3	Cluster_80004
Operon1040	LIHDPOLN_01653	dadA1_1	Cluster_80004
Operon1041	LIHDPOLN_01654	alr_1	Cluster_84671
Operon1042	LIHDPOLN_01655	puuR_1	Cluster_108871
Operon1043	LIHDPOLN_01656	Unknown_Gene	Cluster_91587
Operon1043	LIHDPOLN_01657	Unknown_Gene	Cluster_91587
Operon1043	LIHDPOLN_01658	Unknown_Gene	Cluster_91587
Operon1044	LIHDPOLN_01659	xpt	Cluster_142002
Operon1045	LIHDPOLN_01660	rep_1	Cluster_81743
Operon1046	LIHDPOLN_01661	Unknown_Gene	Cluster_81743
Operon1047	LIHDPOLN_01662	mdtK	Cluster_114277
Operon1048	LIHDPOLN_01663	gcvA_4	Cluster_114277
Operon1049	LIHDPOLN_01664	Unknown_Gene	Cluster_50243
Operon1050	LIHDPOLN_01665	gcvA_5	Cluster_91741
Operon1051	LIHDPOLN_01666	gabD_1	Cluster_91741
Operon1052	LIHDPOLN_01667	puuB_3	Cluster_76840
Operon1053	LIHDPOLN_01668	Unknown_Gene	Cluster_28766
Operon1054	LIHDPOLN_01669	ycaC_1	Cluster_28766
Operon1055	LIHDPOLN_01670	Unknown_Gene	Cluster_102749
Operon1056	LIHDPOLN_01671	nfdA	Cluster_114086
Operon1057	LIHDPOLN_01672	dmlR_6	Cluster_146941
Operon1058	LIHDPOLN_01673	Unknown_Gene	Cluster_146941
Operon1059	LIHDPOLN_01674	Unknown_Gene	Cluster_2436
Operon1060	LIHDPOLN_01675	kefC	Cluster_59926
Operon1061	LIHDPOLN_01676	comM	Cluster_41169
Operon1062	LIHDPOLN_01677	Unknown_Gene	Cluster_41169
Operon1063	LIHDPOLN_01678	mopA	Cluster_162645
Operon1063	LIHDPOLN_01679	Unknown_Gene	Cluster_162645
Operon1063	LIHDPOLN_01680	ubiK	Cluster_162645
Operon1064	LIHDPOLN_01681	glnK	Cluster_22925
Operon1064	LIHDPOLN_01682	amtB_1	Cluster_22925
Operon1065	LIHDPOLN_01683	Unknown_Gene	Cluster_16297
Operon1066	LIHDPOLN_01684	yigB	Cluster_63618
Operon1066	LIHDPOLN_01685	xerC_3	Cluster_63618
Operon1066	LIHDPOLN_01686	Unknown_Gene	Cluster_63618
Operon1066	LIHDPOLN_01687	dapF	Cluster_63618
Operon1066	LIHDPOLN_01688	lysA_1	Cluster_63618
Operon1066	LIHDPOLN_01689	Unknown_Gene	Cluster_63618
Operon1067	LIHDPOLN_01690	cyaY	Cluster_63618
Operon1067	LIHDPOLN_01691	Unknown_Gene	Cluster_63618
Operon1068	LIHDPOLN_01692	rnk	Cluster_85170
Operon1069	LIHDPOLN_01693	Unknown_Gene	Cluster_74349
Operon1070	LIHDPOLN_01694	Unknown_Gene	Cluster_74349
Operon1071	LIHDPOLN_01695	elbB	Cluster_108253
Operon1072	LIHDPOLN_01696	Unknown_Gene	Cluster_108253
Operon1073	LIHDPOLN_01697	Unknown_Gene	Cluster_54726
Operon1074	LIHDPOLN_01698	ppk	Cluster_54726
Operon1075	LIHDPOLN_01699	ppx	Cluster_41673
Operon1076	LIHDPOLN_01700	trxA	Cluster_41673
Operon1077	LIHDPOLN_01701	rho	Cluster_48867
Operon1078	LIHDPOLN_01702	Unknown_Gene	Cluster_54647
Operon1079	LIHDPOLN_01703	ubiD	Cluster_8633
Operon1079	LIHDPOLN_01704	ascD	Cluster_8633
Operon1080	LIHDPOLN_01705	chaC	Cluster_44299
Operon1081	LIHDPOLN_01706	qorA_2	Cluster_71103
Operon1082	LIHDPOLN_01707	Unknown_Gene	Cluster_71103
Operon1083	LIHDPOLN_01708	yhhJ	Cluster_120429
Operon1083	LIHDPOLN_01709	rbbA	Cluster_120429
Operon1083	LIHDPOLN_01710	Unknown_Gene	Cluster_120429
Operon1084	LIHDPOLN_01711	Unknown_Gene	Cluster_68574
Operon1085	LIHDPOLN_01712	Unknown_Gene	Cluster_68574
Operon1086	LIHDPOLN_01713	ygfA	Cluster_35186
Operon1087	LIHDPOLN_01714	zapA	Cluster_85864
Operon1087	LIHDPOLN_01715	Unknown_Gene	Cluster_85864
Operon1088	LIHDPOLN_01716	Unknown_Gene	Cluster_85864
Operon1088	LIHDPOLN_01717	pepP	Cluster_85864
Operon1088	LIHDPOLN_01718	ubiH	Cluster_85864
Operon1088	LIHDPOLN_01719	Unknown_Gene	Cluster_85864
Operon1088	LIHDPOLN_01720	ubiI	Cluster_85864
Operon1089	LIHDPOLN_01721	Unknown_Gene	Cluster_102795
Operon1090	LIHDPOLN_01722	Unknown_Gene	Cluster_126045
Operon1091	LIHDPOLN_01723	gcvT_1	Cluster_94565
Operon1092	LIHDPOLN_01724	gcvH_2	Cluster_153039
Operon1093	LIHDPOLN_01725	gcvP_2	Cluster_96656
Operon1094	LIHDPOLN_01726	Unknown_Gene	Cluster_125227
Operon1095	LIHDPOLN_01727	Unknown_Gene	Cluster_102106
Operon1096	LIHDPOLN_01728	Unknown_Gene	Cluster_98729
Operon1097	LIHDPOLN_01729	decR_3	Cluster_98729
Operon1098	LIHDPOLN_01730	Unknown_Gene	Cluster_104842
Operon1099	LIHDPOLN_01731	argE_2	Cluster_104842
Operon1100	LIHDPOLN_01732	argA	Cluster_99998
Operon1101	LIHDPOLN_01733	puuA_3	Cluster_7998
Operon1102	LIHDPOLN_01734	puuA_4	Cluster_7998
Operon1102	LIHDPOLN_01735	spuC_1	Cluster_7998
Operon1103	LIHDPOLN_01736	spuD_2	Cluster_72798
Operon1104	LIHDPOLN_01737	spuE_3	Cluster_78479
Operon1105	LIHDPOLN_01738	potA_2	Cluster_145963
Operon1105	LIHDPOLN_01739	potH	Cluster_145963
Operon1105	LIHDPOLN_01740	ydcV_2	Cluster_145963
Operon1106	LIHDPOLN_01741	nhaB	Cluster_82824
Operon1107	LIHDPOLN_01742	crt	Cluster_82824
Operon1107	LIHDPOLN_01743	nudC_1	Cluster_82824
Operon1108	LIHDPOLN_01744	yfcA_1	Cluster_58303
Operon1109	LIHDPOLN_01745	cpo	Cluster_130804
Operon1110	LIHDPOLN_01746	puuB_4	Cluster_81742
Operon1111	LIHDPOLN_01747	topB_1	Cluster_90623
Operon1112	LIHDPOLN_01748	Unknown_Gene	Cluster_128204
Operon1112	LIHDPOLN_01749	roxA	Cluster_128204
Operon1113	LIHDPOLN_01750	purB	Cluster_53703
Operon1114	LIHDPOLN_01751	hflD	Cluster_148549
Operon1114	LIHDPOLN_01752	mnmA	Cluster_148549
Operon1115	LIHDPOLN_01753	nudJ	Cluster_100377
Operon1116	LIHDPOLN_01754	icd_1	Cluster_16504
Operon1117	LIHDPOLN_01755	icd_2	Cluster_16504
Operon1118	LIHDPOLN_01756	cspD	Cluster_48829
Operon1119	LIHDPOLN_01757	clpS	Cluster_48829
Operon1119	LIHDPOLN_01758	clpA	Cluster_48829
Operon1120	LIHDPOLN_01759	infA	Cluster_116249
Operon1121	LIHDPOLN_01760	bpt	Cluster_148598
Operon1122	LIHDPOLN_01761	aat	Cluster_10146
Operon1123	LIHDPOLN_01762	ftsK	Cluster_10146
Operon1124	LIHDPOLN_01763	lolA	Cluster_143735
Operon1124	LIHDPOLN_01764	rarA	Cluster_143735
Operon1124	LIHDPOLN_01765	crcB	Cluster_143735
Operon1124	LIHDPOLN_01766	serS	Cluster_143735
Operon1124	LIHDPOLN_01767	cysG_2	Cluster_143735
Operon1125	LIHDPOLN_01768	yqjG	Cluster_114708
Operon1126	LIHDPOLN_01769	trpD_2	Cluster_70132
Operon1126	LIHDPOLN_01770	tusE	Cluster_70132
Operon1126	LIHDPOLN_01771	tusB	Cluster_70132
Operon1126	LIHDPOLN_01772	dsrF	Cluster_70132
Operon1126	LIHDPOLN_01773	dsrE	Cluster_70132
Operon1127	LIHDPOLN_01774	xanP	Cluster_28475
Operon1128	LIHDPOLN_01775	yccA	Cluster_92625
Operon1129	LIHDPOLN_01776	Unknown_Gene	Cluster_92625
Operon1130	LIHDPOLN_01777	Unknown_Gene	Cluster_78549
Operon1131	LIHDPOLN_01778	Unknown_Gene	Cluster_78549
Operon1132	LIHDPOLN_01779	Unknown_Gene	Cluster_151872
Operon1133	LIHDPOLN_01780	Unknown_Gene	Cluster_9363
Operon1134	LIHDPOLN_01781	Unknown_Gene	Cluster_24265
Operon1135	LIHDPOLN_01782	folE_1	Cluster_36897
Operon1135	LIHDPOLN_01783	Unknown_Gene	Cluster_36897
Operon1136	LIHDPOLN_01784	tdh	Cluster_36897
Operon1137	LIHDPOLN_01785	gltC_4	Cluster_151017
Operon1138	LIHDPOLN_01786	ligJ	Cluster_40064
Operon1138	LIHDPOLN_01787	Unknown_Gene	Cluster_40064
Operon1139	LIHDPOLN_01788	Unknown_Gene	Cluster_18278
Operon1139	LIHDPOLN_01789	actIII	Cluster_18278
Operon1140	LIHDPOLN_01790	Unknown_Gene	Cluster_18278
Operon1140	LIHDPOLN_01791	Unknown_Gene	Cluster_18278
Operon1141	LIHDPOLN_01792	hcf136_2	Cluster_94644
Operon1141	LIHDPOLN_01793	Unknown_Gene	Cluster_94644
Operon1141	LIHDPOLN_01794	Unknown_Gene	Cluster_94644
Operon1141	LIHDPOLN_01795	Unknown_Gene	Cluster_94644
Operon1141	LIHDPOLN_01796	lvr_2	Cluster_94644
Operon1142	LIHDPOLN_01797	crtI	Cluster_147896
Operon1143	LIHDPOLN_01798	nicS_2	Cluster_58090
Operon1144	LIHDPOLN_01799	Unknown_Gene	Cluster_58090
Operon1145	LIHDPOLN_01800	Unknown_Gene	Cluster_148632
Operon1146	LIHDPOLN_01801	fabG_6	Cluster_129453
Operon1146	LIHDPOLN_01802	Unknown_Gene	Cluster_129453
Operon1146	LIHDPOLN_01803	Unknown_Gene	Cluster_129453
Operon1147	LIHDPOLN_01804	hcaB_4	Cluster_132367
Operon1148	LIHDPOLN_01805	thcD	Cluster_30894
Operon1148	LIHDPOLN_01806	fdxE	Cluster_30894
Operon1148	LIHDPOLN_01807	Unknown_Gene	Cluster_30894
Operon1149	LIHDPOLN_01808	Unknown_Gene	Cluster_30894
Operon1150	LIHDPOLN_01809	cpnA_1	Cluster_153266
Operon1151	LIHDPOLN_01810	hsaC_2	Cluster_141278
Operon1151	LIHDPOLN_01811	Unknown_Gene	Cluster_141278
Operon1151	LIHDPOLN_01812	entS_1	Cluster_141278
Operon1152	LIHDPOLN_01813	Unknown_Gene	Cluster_122571
Operon1153	LIHDPOLN_01814	Unknown_Gene	Cluster_92548
Operon1153	LIHDPOLN_01815	Unknown_Gene	Cluster_92548
Operon1154	LIHDPOLN_01816	bacC_2	Cluster_92548
Operon1154	LIHDPOLN_01817	yisK	Cluster_92548
Operon1155	LIHDPOLN_01818	bphA1	Cluster_107884
Operon1156	LIHDPOLN_01819	bphE	Cluster_120684
Operon1157	LIHDPOLN_01820	Unknown_Gene	Cluster_117059
Operon1158	LIHDPOLN_01821	linC_1	Cluster_117059
Operon1159	LIHDPOLN_01822	fadD_1	Cluster_66804
Operon1160	LIHDPOLN_01823	Unknown_Gene	Cluster_66804
Operon1161	LIHDPOLN_01824	Unknown_Gene	Cluster_28623
Operon1161	LIHDPOLN_01825	Unknown_Gene	Cluster_28623
Operon1161	LIHDPOLN_01826	mmgB	Cluster_28623
Operon1161	LIHDPOLN_01827	pcaF_2	Cluster_28623
Operon1161	LIHDPOLN_01828	Unknown_Gene	Cluster_28623
Operon1162	LIHDPOLN_01829	yjiB	Cluster_90124
Operon1163	LIHDPOLN_01830	Unknown_Gene	Cluster_93916
Operon1164	LIHDPOLN_01831	Unknown_Gene	Cluster_109947
Operon1164	LIHDPOLN_01832	Unknown_Gene	Cluster_109947
Operon1164	LIHDPOLN_01833	Unknown_Gene	Cluster_109947
Operon1164	LIHDPOLN_01834	acdA_1	Cluster_109947
Operon1165	LIHDPOLN_01835	Unknown_Gene	Cluster_147897
Operon1165	LIHDPOLN_01836	yhhS_1	Cluster_147897
Operon1165	LIHDPOLN_01837	btuE_1	Cluster_147897
Operon1165	LIHDPOLN_01838	panC_1	Cluster_147897
Operon1166	LIHDPOLN_01839	Unknown_Gene	Cluster_157697
Operon1166	LIHDPOLN_01840	Unknown_Gene	Cluster_157697
Operon1167	LIHDPOLN_01841	Unknown_Gene	Cluster_91329
Operon1168	LIHDPOLN_01842	Unknown_Gene	Cluster_124774
Operon1168	LIHDPOLN_01843	Unknown_Gene	Cluster_124774
Operon1169	LIHDPOLN_01844	Unknown_Gene	Cluster_134545
Operon1170	LIHDPOLN_01845	Unknown_Gene	Cluster_108216
Operon1171	LIHDPOLN_01846	Unknown_Gene	Cluster_108216
Operon1172	LIHDPOLN_01847	Unknown_Gene	Cluster_36805
Operon1173	LIHDPOLN_01848	Unknown_Gene	Cluster_95330
Operon1173	LIHDPOLN_01849	Unknown_Gene	Cluster_95330
Operon1174	LIHDPOLN_01850	Unknown_Gene	Cluster_95330
Operon1174	LIHDPOLN_01851	Unknown_Gene	Cluster_95330
Operon1175	LIHDPOLN_01852	Unknown_Gene	Cluster_43248
Operon1176	LIHDPOLN_01853	intA_2	Cluster_42978
Operon1177	LIHDPOLN_01854	Unknown_Gene	Cluster_42978
Operon1178	LIHDPOLN_01855	abaF_3	Cluster_162719
Operon1178	LIHDPOLN_01856	fabG_7	Cluster_162719
Operon1178	LIHDPOLN_01857	Unknown_Gene	Cluster_162719
Operon1179	LIHDPOLN_01858	gltC_5	Cluster_98726
Operon1180	LIHDPOLN_01859	Unknown_Gene	Cluster_18269
Operon1180	LIHDPOLN_01860	Unknown_Gene	Cluster_18269
Operon1181	LIHDPOLN_01861	arfB	Cluster_18269
Operon1182	LIHDPOLN_01862	pcaJ	Cluster_13264
Operon1182	LIHDPOLN_01863	pcaI	Cluster_13264
Operon1183	LIHDPOLN_01864	Unknown_Gene	Cluster_13264
Operon1184	LIHDPOLN_01865	hdfR_3	Cluster_96653
Operon1185	LIHDPOLN_01866	atzC	Cluster_35739
Operon1186	LIHDPOLN_01867	Unknown_Gene	Cluster_35739
Operon1187	LIHDPOLN_01868	Unknown_Gene	Cluster_135136
Operon1187	LIHDPOLN_01869	udh_1	Cluster_135136
Operon1188	LIHDPOLN_01870	kdgM	Cluster_25416
Operon1189	LIHDPOLN_01871	Unknown_Gene	Cluster_25416
Operon1190	LIHDPOLN_01872	ddpA_1	Cluster_138816
Operon1191	LIHDPOLN_01873	dppB_1	Cluster_141189
Operon1192	LIHDPOLN_01874	ddpA_2	Cluster_150181
Operon1193	LIHDPOLN_01875	ddpC_1	Cluster_144501
Operon1193	LIHDPOLN_01876	oppD	Cluster_144501
Operon1193	LIHDPOLN_01877	oppF_1	Cluster_144501
Operon1194	LIHDPOLN_01878	Unknown_Gene	Cluster_135164
Operon1195	LIHDPOLN_01879	pehX	Cluster_143621
Operon1196	LIHDPOLN_01880	lutR_2	Cluster_119711
Operon1197	LIHDPOLN_01881	lutR_3	Cluster_119711
