GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2523
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	CPKLKDOD_00001	nanT_1	Cluster_140235
Operon1157	CPKLKDOD_01850	fecI_7	Cluster_52046
Operon1158	CPKLKDOD_01851	cynR_3	Cluster_108451
Operon1159	CPKLKDOD_01852	cynT_2	Cluster_108451
Operon1159	CPKLKDOD_01853	cynS	Cluster_108451
Operon1160	CPKLKDOD_01854	Unknown_Gene	Cluster_141215
Operon1160	CPKLKDOD_01855	codA_2	Cluster_141215
Operon1161	CPKLKDOD_01856	namA_1	Cluster_80620
Operon1162	CPKLKDOD_01857	Unknown_Gene	Cluster_119445
Operon1163	CPKLKDOD_01858	Unknown_Gene	Cluster_67675
Operon1163	CPKLKDOD_01859	sigK	Cluster_67675
Operon1164	CPKLKDOD_01860	Unknown_Gene	Cluster_22349
Operon1165	CPKLKDOD_01861	Unknown_Gene	Cluster_22349
Operon1166	CPKLKDOD_01862	rhaS_6	Cluster_96678
Operon1167	CPKLKDOD_01863	gcvA_6	Cluster_155422
Operon1168	CPKLKDOD_01864	kefG	Cluster_155422
Operon1168	CPKLKDOD_01865	Unknown_Gene	Cluster_155422
Operon1169	CPKLKDOD_01866	dusA	Cluster_12823
Operon1170	CPKLKDOD_01867	talB	Cluster_58474
Operon1171	CPKLKDOD_01868	Unknown_Gene	Cluster_56911
Operon1172	CPKLKDOD_01869	Unknown_Gene	Cluster_35787
Operon1172	CPKLKDOD_01870	rssB_3	Cluster_35787
Operon1173	CPKLKDOD_01871	Unknown_Gene	Cluster_35787
Operon1174	CPKLKDOD_01872	mlaA_1	Cluster_59226
Operon1175	CPKLKDOD_01873	phnX_1	Cluster_59226
Operon1176	CPKLKDOD_01874	Unknown_Gene	Cluster_101371
Operon1177	CPKLKDOD_01875	queF	Cluster_139620
Operon1178	CPKLKDOD_01876	Unknown_Gene	Cluster_67186
Operon1179	CPKLKDOD_01877	copR_2	Cluster_67186
Operon1179	CPKLKDOD_01878	cusS_1	Cluster_67186
Operon1180	CPKLKDOD_01879	lolE_1	Cluster_145153
Operon1181	CPKLKDOD_01880	lolD_1	Cluster_121700
Operon1181	CPKLKDOD_01881	lolE_2	Cluster_121700
Operon1182	CPKLKDOD_01882	Unknown_Gene	Cluster_121700
Operon1182	CPKLKDOD_01883	ugpQ	Cluster_121700
Operon1183	CPKLKDOD_01884	sthA	Cluster_57985
Operon1184	CPKLKDOD_01885	apbE	Cluster_55467
Operon1185	CPKLKDOD_01886	gap2	Cluster_63233
Operon1186	CPKLKDOD_01887	mfd	Cluster_63233
Operon1186	CPKLKDOD_01888	Unknown_Gene	Cluster_63233
Operon1186	CPKLKDOD_01889	Unknown_Gene	Cluster_63233
Operon1187	CPKLKDOD_01890	nagZ	Cluster_53718
Operon1187	CPKLKDOD_01891	Unknown_Gene	Cluster_53718
Operon1187	CPKLKDOD_01892	Unknown_Gene	Cluster_53718
Operon1188	CPKLKDOD_01893	lexA_2	Cluster_53718
Operon1188	CPKLKDOD_01894	sulA_2	Cluster_53718
Operon1189	CPKLKDOD_01895	Unknown_Gene	Cluster_153805
Operon1190	CPKLKDOD_01896	Unknown_Gene	Cluster_71858
Operon1191	CPKLKDOD_01897	topA	Cluster_116220
Operon1192	CPKLKDOD_01898	Unknown_Gene	Cluster_133684
Operon1193	CPKLKDOD_01899	fadA_2	Cluster_167849
Operon1193	CPKLKDOD_01900	fadB_1	Cluster_167849
Operon1194	CPKLKDOD_01901	Unknown_Gene	Cluster_109747
Operon1195	CPKLKDOD_01902	uspA2	Cluster_109747
Operon1196	CPKLKDOD_01903	uup	Cluster_51665
Operon1197	CPKLKDOD_01904	slt	Cluster_51665
Operon1198	CPKLKDOD_01905	ycbX	Cluster_150201
Operon1199	CPKLKDOD_01906	cheV_2	Cluster_38920
Operon1200	CPKLKDOD_01907	Unknown_Gene	Cluster_38920
Operon1201	CPKLKDOD_01908	Unknown_Gene	Cluster_22346
Operon1201	CPKLKDOD_01909	degU_2	Cluster_22346
Operon1202	CPKLKDOD_01910	yegS	Cluster_30116
Operon1203	CPKLKDOD_01911	Unknown_Gene	Cluster_30116
Operon1204	CPKLKDOD_01912	Unknown_Gene	Cluster_64851
Operon1204	CPKLKDOD_01913	moaB_1	Cluster_64851
Operon1205	CPKLKDOD_01914	Unknown_Gene	Cluster_64851
Operon1206	CPKLKDOD_01915	Unknown_Gene	Cluster_130824
Operon1207	CPKLKDOD_01916	ctpH	Cluster_95941
Operon1208	CPKLKDOD_01917	Unknown_Gene	Cluster_56174
Operon1209	CPKLKDOD_01918	Unknown_Gene	Cluster_56174
Operon1210	CPKLKDOD_01919	pdxB	Cluster_145948
Operon1211	CPKLKDOD_01920	tusA_1	Cluster_33939
Operon1212	CPKLKDOD_01921	Unknown_Gene	Cluster_104515
Operon1213	CPKLKDOD_01922	rlmM	Cluster_50927
Operon1214	CPKLKDOD_01923	acnA	Cluster_50927
Operon1215	CPKLKDOD_01924	aer_2	Cluster_62465
Operon1216	CPKLKDOD_01925	Unknown_Gene	Cluster_149341
Operon1217	CPKLKDOD_01926	Unknown_Gene	Cluster_141928
Operon1218	CPKLKDOD_01927	Unknown_Gene	Cluster_110522
Operon1219	CPKLKDOD_01928	Unknown_Gene	Cluster_135765
Operon1220	CPKLKDOD_01929	amtB_2	Cluster_29719
Operon1221	CPKLKDOD_01930	yqjD_2	Cluster_29719
Operon1221	CPKLKDOD_01931	Unknown_Gene	Cluster_29719
Operon1221	CPKLKDOD_01932	Unknown_Gene	Cluster_29719
Operon1222	CPKLKDOD_01933	dgt	Cluster_85263
Operon1223	CPKLKDOD_01934	bvgA_2	Cluster_34926
Operon1223	CPKLKDOD_01935	bvgS	Cluster_34926
Operon1223	CPKLKDOD_01936	Unknown_Gene	Cluster_34926
Operon1224	CPKLKDOD_01937	dacC_1	Cluster_65442
Operon1225	CPKLKDOD_01938	Unknown_Gene	Cluster_119477
Operon1226	CPKLKDOD_01939	rlmL_1	Cluster_8523
Operon1227	CPKLKDOD_01940	rmf	Cluster_8523
Operon1228	CPKLKDOD_01941	pyrD	Cluster_85870
Operon1229	CPKLKDOD_01942	nrtA	Cluster_85870
Operon1229	CPKLKDOD_01943	pdtaR	Cluster_85870
Operon1230	CPKLKDOD_01944	nasA	Cluster_61258
Operon1230	CPKLKDOD_01945	pknD_1	Cluster_61258
Operon1230	CPKLKDOD_01946	sumT	Cluster_61258
Operon1231	CPKLKDOD_01947	oprF	Cluster_108399
Operon1232	CPKLKDOD_01948	Unknown_Gene	Cluster_103412
Operon1233	CPKLKDOD_01949	Unknown_Gene	Cluster_125945
Operon1233	CPKLKDOD_01950	Unknown_Gene	Cluster_125945
Operon1234	CPKLKDOD_01951	zntB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1234	CPKLKDOD_01952	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01953	ccmA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01954	ccmB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01955	ccmC	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01956	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01957	ccmE	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01958	ccmF	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01959	dsbE	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01960	ccmH	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01961	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1235	CPKLKDOD_01962	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1236	CPKLKDOD_01963	Unknown_Gene	Cluster_52005
Operon1236	CPKLKDOD_01964	Unknown_Gene	Cluster_52005
Operon1237	CPKLKDOD_01965	Unknown_Gene	Cluster_131526
Operon1238	CPKLKDOD_01966	fbp_2	Cluster_129386
Operon1239	CPKLKDOD_01967	Unknown_Gene	Cluster_118310
Operon1239	CPKLKDOD_01968	Unknown_Gene	Cluster_118310
Operon1240	CPKLKDOD_01969	Unknown_Gene	Cluster_48181
Operon1240	CPKLKDOD_01970	dadA1_1	Cluster_48181
Operon1241	CPKLKDOD_01971	hyuE	Cluster_11953
Operon1241	CPKLKDOD_01972	pucI_2	Cluster_11953
Operon1242	CPKLKDOD_01973	lrpC	Cluster_93804
Operon1243	CPKLKDOD_01974	Unknown_Gene	Cluster_93804
Operon1244	CPKLKDOD_01975	rlmL_2	Cluster_86063
Operon1245	CPKLKDOD_01976	Unknown_Gene	Cluster_71458
Operon1246	CPKLKDOD_01977	sbp_1	Cluster_54766
Operon1247	CPKLKDOD_01978	Unknown_Gene	Cluster_157464
Operon1247	CPKLKDOD_01979	Unknown_Gene	Cluster_157464
Operon1248	CPKLKDOD_01980	ttuE	Cluster_67940
Operon1248	CPKLKDOD_01981	ttuD	Cluster_67940
Operon1249	CPKLKDOD_01982	glxR	Cluster_75645
Operon1250	CPKLKDOD_01983	hyi	Cluster_150757
Operon1251	CPKLKDOD_01984	gcl	Cluster_41363
Operon1252	CPKLKDOD_01985	Unknown_Gene	Cluster_41363
Operon1253	CPKLKDOD_01986	rutR_1	Cluster_94425
Operon1254	CPKLKDOD_01987	yedI	Cluster_94425
Operon1255	CPKLKDOD_01988	Unknown_Gene	Cluster_21674
Operon1256	CPKLKDOD_01989	Unknown_Gene	Cluster_137486
Operon1257	CPKLKDOD_01990	uacT_1	Cluster_54767
Operon1258	CPKLKDOD_01991	Unknown_Gene	Cluster_157478
Operon1258	CPKLKDOD_01992	allA	Cluster_157478
Operon1258	CPKLKDOD_01993	uao	Cluster_157478
Operon1258	CPKLKDOD_01994	Unknown_Gene	Cluster_157478
Operon1259	CPKLKDOD_01995	pucM	Cluster_18692
Operon1260	CPKLKDOD_01996	adeP_1	Cluster_35034
Operon1261	CPKLKDOD_01997	rspR_1	Cluster_35034
Operon1262	CPKLKDOD_01998	aqpZ	Cluster_47287
Operon1263	CPKLKDOD_01999	guaD	Cluster_75915
Operon1263	CPKLKDOD_02000	Unknown_Gene	Cluster_75915
Operon1264	CPKLKDOD_02001	pucD	Cluster_38655
Operon1264	CPKLKDOD_02002	Unknown_Gene	Cluster_38655
Operon1265	CPKLKDOD_02003	rspR_2	Cluster_38655
Operon1265	CPKLKDOD_02004	smc_2	Cluster_38655
Operon1266	CPKLKDOD_02005	zipA	Cluster_50292
Operon1267	CPKLKDOD_02006	ligA_1	Cluster_48318
Operon1268	CPKLKDOD_02007	cueR_1	Cluster_128024
Operon1269	CPKLKDOD_02008	Unknown_Gene	Cluster_128024
Operon1270	CPKLKDOD_02009	Unknown_Gene	Cluster_3878
Operon1271	CPKLKDOD_02010	Unknown_Gene	Cluster_100007
Operon1272	CPKLKDOD_02011	ruvB_1	Cluster_100007
Operon1272	CPKLKDOD_02012	ybaB	Cluster_100007
Operon1273	CPKLKDOD_02013	recR	Cluster_52071
Operon1274	CPKLKDOD_02014	apt	Cluster_150113
Operon1275	CPKLKDOD_02015	anr	Cluster_65353
Operon1276	CPKLKDOD_02016	hemN	Cluster_113419
Operon1277	CPKLKDOD_02017	Unknown_Gene	Cluster_80139
Operon1277	CPKLKDOD_02018	Unknown_Gene	Cluster_80139
Operon1277	CPKLKDOD_02019	copA_2	Cluster_80139
Operon1278	CPKLKDOD_02020	Unknown_Gene	Cluster_28927
Operon1278	CPKLKDOD_02021	Unknown_Gene	Cluster_28927
Operon1279	CPKLKDOD_02022	ccoP2_1	Cluster_14743
Operon1279	CPKLKDOD_02023	Unknown_Gene	Cluster_14743
Operon1279	CPKLKDOD_02024	Unknown_Gene	Cluster_14743
Operon1279	CPKLKDOD_02025	ccoN1_1	Cluster_14743
Operon1280	CPKLKDOD_02026	ccoP2_2	Cluster_152862
Operon1280	CPKLKDOD_02027	Unknown_Gene	Cluster_152862
Operon1280	CPKLKDOD_02028	Unknown_Gene	Cluster_152862
Operon1280	CPKLKDOD_02029	ccoN1_2	Cluster_152862
Operon1281	CPKLKDOD_02030	Unknown_Gene	Cluster_152862
Operon1282	CPKLKDOD_02031	ppnP	Cluster_133329
Operon1283	CPKLKDOD_02032	dinG_4	Cluster_72398
Operon1284	CPKLKDOD_02033	Unknown_Gene	Cluster_72398
Operon1285	CPKLKDOD_02034	Unknown_Gene	Cluster_143519
Operon1286	CPKLKDOD_02035	Unknown_Gene	Cluster_31042
Operon1287	CPKLKDOD_02036	lgrB_1	Cluster_31042
Operon1288	CPKLKDOD_02037	Unknown_Gene	Cluster_87695
Operon1289	CPKLKDOD_02038	Unknown_Gene	Cluster_26456
Operon1290	CPKLKDOD_02039	dsbG	Cluster_43221
Operon1290	CPKLKDOD_02040	resA_1	Cluster_43221
Operon1290	CPKLKDOD_02041	dsbD_2	Cluster_43221
Operon1291	CPKLKDOD_02042	Unknown_Gene	Cluster_43221
Operon1291	CPKLKDOD_02043	hcrC	Cluster_43221
Operon1291	CPKLKDOD_02044	Unknown_Gene	Cluster_43221
Operon1291	CPKLKDOD_02045	pucA_1	Cluster_43221
Operon1291	CPKLKDOD_02046	pucB	Cluster_43221
Operon1292	CPKLKDOD_02047	qseB_1	Cluster_62510
Operon1292	CPKLKDOD_02048	qseC_1	Cluster_62510
Operon1293	CPKLKDOD_02049	dat	Cluster_20653
Operon1294	CPKLKDOD_02050	Unknown_Gene	Cluster_70622
Operon1295	CPKLKDOD_02051	lgrD	Cluster_70622
Operon1296	CPKLKDOD_02052	lgrB_2	Cluster_75370
Operon1297	CPKLKDOD_02053	aes	Cluster_152508
Operon1298	CPKLKDOD_02054	fpvA_5	Cluster_107144
Operon1299	CPKLKDOD_02055	aldHT_2	Cluster_59645
Operon1299	CPKLKDOD_02056	Unknown_Gene	Cluster_59645
Operon1299	CPKLKDOD_02057	puuB_2	Cluster_59645
Operon1300	CPKLKDOD_02058	cdhR_6	Cluster_59645
Operon1301	CPKLKDOD_02059	yabJ_2	Cluster_31394
Operon1301	CPKLKDOD_02060	Unknown_Gene	Cluster_31394
Operon1301	CPKLKDOD_02061	ygcS_1	Cluster_31394
Operon1302	CPKLKDOD_02062	Unknown_Gene	Cluster_31394
Operon1303	CPKLKDOD_02063	proC_1	Cluster_74843
Operon1303	CPKLKDOD_02064	puuB_3	Cluster_74843
Operon1304	CPKLKDOD_02065	Unknown_Gene	Cluster_74843
Operon1305	CPKLKDOD_02066	sfnR_1	Cluster_43205
Operon1305	CPKLKDOD_02067	sfnC	Cluster_43205
Operon1305	CPKLKDOD_02068	sfnE	Cluster_43205
Operon1306	CPKLKDOD_02069	Unknown_Gene	Cluster_127633
Operon1307	CPKLKDOD_02070	cpnA	Cluster_127633
Operon1307	CPKLKDOD_02071	isfD2	Cluster_127633
Operon1308	CPKLKDOD_02072	apc3_2	Cluster_61648
Operon1308	CPKLKDOD_02073	apc4_2	Cluster_61648
Operon1308	CPKLKDOD_02074	aatB	Cluster_61648
Operon1308	CPKLKDOD_02075	udh_1	Cluster_61648
Operon1309	CPKLKDOD_02076	soxB_4	Cluster_91804
Operon1309	CPKLKDOD_02077	ilvG	Cluster_91804
Operon1310	CPKLKDOD_02078	gabD_1	Cluster_141970
Operon1311	CPKLKDOD_02079	lutR_1	Cluster_27039
Operon1312	CPKLKDOD_02080	braC_2	Cluster_27039
Operon1313	CPKLKDOD_02081	livH_2	Cluster_95886
Operon1313	CPKLKDOD_02082	Unknown_Gene	Cluster_95886
Operon1313	CPKLKDOD_02083	lptB_2	Cluster_95886
Operon1313	CPKLKDOD_02084	livF_2	Cluster_95886
Operon1314	CPKLKDOD_02085	mrdA_1	Cluster_8481
Operon1315	CPKLKDOD_02086	pcaK_2	Cluster_8481
Operon1316	CPKLKDOD_02087	pcpR_4	Cluster_104949
Operon1317	CPKLKDOD_02088	mdlC	Cluster_104949
Operon1318	CPKLKDOD_02089	genK_3	Cluster_150200
Operon1318	CPKLKDOD_02090	pchA	Cluster_150200
Operon1319	CPKLKDOD_02091	nicP_5	Cluster_102962
Operon1320	CPKLKDOD_02092	Unknown_Gene	Cluster_14485
Operon1321	CPKLKDOD_02093	pht2	Cluster_10198
Operon1321	CPKLKDOD_02094	tsaM1	Cluster_10198
Operon1322	CPKLKDOD_02095	Unknown_Gene	Cluster_10198
Operon1323	CPKLKDOD_02096	Unknown_Gene	Cluster_100768
Operon1323	CPKLKDOD_02097	Unknown_Gene	Cluster_100768
Operon1323	CPKLKDOD_02098	Unknown_Gene	Cluster_100768
Operon1324	CPKLKDOD_02099	Unknown_Gene	Cluster_115561
Operon1325	CPKLKDOD_02100	betI_1	Cluster_115561
Operon1326	CPKLKDOD_02101	arcA_1	Cluster_135165
Operon1326	CPKLKDOD_02102	Unknown_Gene	Cluster_135165
Operon1326	CPKLKDOD_02103	rcsC_10	Cluster_135165
Operon1327	CPKLKDOD_02104	rocE	Cluster_60275
Operon1328	CPKLKDOD_02105	Unknown_Gene	Cluster_45820
Operon1328	CPKLKDOD_02106	acdA_2	Cluster_45820
Operon1328	CPKLKDOD_02107	FCS1	Cluster_45820
Operon1328	CPKLKDOD_02108	aruI_2	Cluster_45820
Operon1328	CPKLKDOD_02109	alr	Cluster_45820
Operon1328	CPKLKDOD_02110	aruH	Cluster_45820
Operon1328	CPKLKDOD_02111	ald	Cluster_45820
Operon1328	CPKLKDOD_02112	kefF_1	Cluster_45820
Operon1329	CPKLKDOD_02113	spuD_2	Cluster_41166
Operon1329	CPKLKDOD_02114	spuC_2	Cluster_41166
Operon1329	CPKLKDOD_02115	Unknown_Gene	Cluster_41166
Operon1330	CPKLKDOD_02116	Unknown_Gene	Cluster_46899
Operon1331	CPKLKDOD_02117	yeaX	Cluster_131464
Operon1332	CPKLKDOD_02118	cntA	Cluster_102002
Operon1333	CPKLKDOD_02119	betL	Cluster_62015
Operon1334	CPKLKDOD_02120	Unknown_Gene	Cluster_118933
Operon1335	CPKLKDOD_02121	dmlR_12	Cluster_118933
Operon1336	CPKLKDOD_02122	decR_2	Cluster_100769
Operon1337	CPKLKDOD_02123	aphB	Cluster_100769
Operon1338	CPKLKDOD_02124	cycA_4	Cluster_126150
Operon1339	CPKLKDOD_02125	benM_3	Cluster_92403
Operon1340	CPKLKDOD_02126	catB	Cluster_92403
Operon1340	CPKLKDOD_02127	catC	Cluster_92403
Operon1340	CPKLKDOD_02128	catA_2	Cluster_92403
Operon1341	CPKLKDOD_02129	Unknown_Gene	Cluster_46419
Operon1342	CPKLKDOD_02130	Unknown_Gene	Cluster_75867
Operon1343	CPKLKDOD_02131	dkgB_1	Cluster_44021
Operon1344	CPKLKDOD_02132	ribN	Cluster_44021
Operon1345	CPKLKDOD_02133	leuO_1	Cluster_22122
Operon1346	CPKLKDOD_02134	katG	Cluster_22122
Operon1347	CPKLKDOD_02135	Unknown_Gene	Cluster_41840
Operon1348	CPKLKDOD_02136	proP_4	Cluster_67671
Operon1349	CPKLKDOD_02137	cdhR_7	Cluster_61597
Operon1350	CPKLKDOD_02138	pssA	Cluster_61597
Operon1351	CPKLKDOD_02139	Unknown_Gene	Cluster_116267
Operon1352	CPKLKDOD_02140	argP_2	Cluster_116267
Operon1353	CPKLKDOD_02141	Unknown_Gene	Cluster_87023
Operon1354	CPKLKDOD_02142	ppnN	Cluster_62464
Operon1355	CPKLKDOD_02143	Unknown_Gene	Cluster_108343
Operon1356	CPKLKDOD_02144	cmpR_2	Cluster_108343
Operon1357	CPKLKDOD_02145	pncB2_1	Cluster_90637
Operon1357	CPKLKDOD_02146	pncA	Cluster_90637
Operon1358	CPKLKDOD_02147	Unknown_Gene	Cluster_90637
Operon1359	CPKLKDOD_02148	Unknown_Gene	Cluster_122492
Operon1360	CPKLKDOD_02149	Unknown_Gene	Cluster_35004
Operon1361	CPKLKDOD_02150	Unknown_Gene	Cluster_120621
Operon1362	CPKLKDOD_02151	rssB_4	Cluster_39911
Operon1363	CPKLKDOD_02152	Unknown_Gene	Cluster_39911
Operon1364	CPKLKDOD_02153	dmoA_2	Cluster_164928
Operon1364	CPKLKDOD_02154	Unknown_Gene	Cluster_164928
Operon1364	CPKLKDOD_02155	fliY_2	Cluster_164928
Operon1365	CPKLKDOD_02156	Unknown_Gene	Cluster_32831
Operon1366	CPKLKDOD_02157	puuR_3	Cluster_24721
Operon1367	CPKLKDOD_02158	Unknown_Gene	Cluster_24721
Operon1368	CPKLKDOD_02159	purF_2	Cluster_141211
Operon1368	CPKLKDOD_02160	Unknown_Gene	Cluster_141211
Operon1368	CPKLKDOD_02161	fni_2	Cluster_141211
Operon1369	CPKLKDOD_02162	amtB_3	Cluster_74825
Operon1370	CPKLKDOD_02163	pgi_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon1371	CPKLKDOD_02164	acsA_1	Cluster_60057
Operon1371	CPKLKDOD_02165	Unknown_Gene	Cluster_60057
Operon1372	CPKLKDOD_02166	Unknown_Gene	Cluster_131972
Operon1373	CPKLKDOD_02167	Unknown_Gene	Cluster_145852
Operon1374	CPKLKDOD_02168	lsrG	Cluster_145852
Operon1375	CPKLKDOD_02169	Unknown_Gene	Cluster_40092
Operon1376	CPKLKDOD_02170	pnp	Cluster_43468
Operon1377	CPKLKDOD_02171	rpsO	Cluster_84675
Operon1378	CPKLKDOD_02172	truB	Cluster_105378
Operon1378	CPKLKDOD_02173	rbfA	Cluster_105378
Operon1379	CPKLKDOD_02174	infB	Cluster_143575
Operon1379	CPKLKDOD_02175	nusA	Cluster_143575
Operon1380	CPKLKDOD_02176	rimP	Cluster_130485
Operon1381	CPKLKDOD_02177	Unknown_Gene	Cluster_116272
Operon1382	CPKLKDOD_02178	Unknown_Gene	Cluster_16870
Operon1383	CPKLKDOD_02179	tpiA	Cluster_141178
Operon1384	CPKLKDOD_02180	glmM	Cluster_60789
Operon1384	CPKLKDOD_02181	folP	Cluster_60789
Operon1384	CPKLKDOD_02182	ftsH_1	Cluster_60789
Operon1385	CPKLKDOD_02183	rlmE	Cluster_115448
Operon1386	CPKLKDOD_02184	yhbY	Cluster_115448
Operon1387	CPKLKDOD_02185	Unknown_Gene	Cluster_112274
Operon1387	CPKLKDOD_02186	greA	Cluster_112274
Operon1387	CPKLKDOD_02187	carB	Cluster_112274
Operon1388	CPKLKDOD_02188	carA	Cluster_27625
Operon1389	CPKLKDOD_02189	dapB	Cluster_53434
Operon1389	CPKLKDOD_02190	dnaJ	Cluster_53434
Operon1390	CPKLKDOD_02191	dnaK_1	Cluster_115597
Operon1391	CPKLKDOD_02192	grpE	Cluster_62115
Operon1392	CPKLKDOD_02193	recN	Cluster_62115
Operon1393	CPKLKDOD_02194	fur	Cluster_118568
Operon1394	CPKLKDOD_02195	bamE	Cluster_118568
Operon1395	CPKLKDOD_02196	ratA	Cluster_76262
Operon1396	CPKLKDOD_02197	smpB	Cluster_76262
Operon1397	CPKLKDOD_02198	pdhR_1	Cluster_41376
Operon1398	CPKLKDOD_02199	glcA	Cluster_41376
Operon1399	CPKLKDOD_02200	lldD	Cluster_143523
Operon1400	CPKLKDOD_02201	Unknown_Gene	Cluster_134284
Operon1401	CPKLKDOD_02202	Unknown_Gene	Cluster_28765
Operon1402	CPKLKDOD_02203	ssrA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1403	CPKLKDOD_02204	Unknown_Gene	Cluster_875
Operon1404	CPKLKDOD_02205	Unknown_Gene	Cluster_137676
Operon1405	CPKLKDOD_02206	Unknown_Gene	Cluster_9905
Operon1405	CPKLKDOD_02207	Unknown_Gene	Cluster_9905
Operon1406	CPKLKDOD_02208	Unknown_Gene	Cluster_9905
Operon1406	CPKLKDOD_02209	Unknown_Gene	Cluster_9905
Operon1407	CPKLKDOD_02210	Unknown_Gene	Cluster_13304
Operon1407	CPKLKDOD_02211	ftsH_2	Cluster_13304
Operon1408	CPKLKDOD_02212	Unknown_Gene	Cluster_13304
Operon1408	CPKLKDOD_02213	Unknown_Gene	Cluster_13304
Operon1409	CPKLKDOD_02214	dpkA_1	Cluster_49112
Operon1410	CPKLKDOD_02215	Unknown_Gene	Cluster_147767
Operon1411	CPKLKDOD_02216	artQ_2	Cluster_98752
Operon1411	CPKLKDOD_02217	tcyB	Cluster_98752
Operon1411	CPKLKDOD_02218	tcyC_1	Cluster_98752
Operon1411	CPKLKDOD_02219	dddP	Cluster_98752
Operon1412	CPKLKDOD_02220	stcD_2	Cluster_100655
Operon1413	CPKLKDOD_02221	Unknown_Gene	Cluster_100655
Operon1414	CPKLKDOD_02222	fhuA_2	Cluster_90037
Operon1415	CPKLKDOD_02223	Unknown_Gene	Cluster_64136
Operon1416	CPKLKDOD_02224	stp	Cluster_36013
Operon1417	CPKLKDOD_02225	hcaR_2	Cluster_36013
Operon1418	CPKLKDOD_02226	bauD	Cluster_11549
Operon1419	CPKLKDOD_02227	gudD	Cluster_40398
Operon1419	CPKLKDOD_02228	ttuB_3	Cluster_40398
Operon1420	CPKLKDOD_02229	lutR_2	Cluster_40398
Operon1421	CPKLKDOD_02230	adh_3	Cluster_95236
Operon1422	CPKLKDOD_02231	gph_1	Cluster_118964
Operon1422	CPKLKDOD_02232	tesB	Cluster_118964
Operon1423	CPKLKDOD_02233	Unknown_Gene	Cluster_68098
Operon1424	CPKLKDOD_02234	ais	Cluster_68098
Operon1425	CPKLKDOD_02235	Unknown_Gene	Cluster_67205
Operon1426	CPKLKDOD_02236	baiN	Cluster_84571
Operon1427	CPKLKDOD_02237	rhlE_2	Cluster_148352
Operon1428	CPKLKDOD_02238	yedA	Cluster_93719
Operon1429	CPKLKDOD_02239	polC	Cluster_78429
Operon1429	CPKLKDOD_02240	Unknown_Gene	Cluster_78429
Operon1430	CPKLKDOD_02241	Unknown_Gene	Cluster_73947
Operon1431	CPKLKDOD_02242	Unknown_Gene	Cluster_73947
Operon1432	CPKLKDOD_02243	hrpB	Cluster_98669
Operon1433	CPKLKDOD_02244	Unknown_Gene	Cluster_98669
Operon1433	CPKLKDOD_02245	fieF	Cluster_98669
Operon1434	CPKLKDOD_02246	Unknown_Gene	Cluster_19236
Operon1435	CPKLKDOD_02247	lrp_1	Cluster_19236
Operon1436	CPKLKDOD_02248	Unknown_Gene	Cluster_150775
Operon1437	CPKLKDOD_02249	rluE	Cluster_76945
Operon1437	CPKLKDOD_02250	amn	Cluster_76945
Operon1438	CPKLKDOD_02251	aidB	Cluster_66236
Operon1439	CPKLKDOD_02252	rcsC_11	Cluster_35576
Operon1440	CPKLKDOD_02253	thiD	Cluster_35576
Operon1440	CPKLKDOD_02254	thiE_1	Cluster_35576
Operon1440	CPKLKDOD_02255	hemL	Cluster_35576
Operon1441	CPKLKDOD_02256	Unknown_Gene	Cluster_35210
Operon1442	CPKLKDOD_02257	Unknown_Gene	Cluster_36450
Operon1443	CPKLKDOD_02258	ybeZ	Cluster_36450
Operon1443	CPKLKDOD_02259	ybeY	Cluster_36450
Operon1443	CPKLKDOD_02260	corC	Cluster_36450
Operon1443	CPKLKDOD_02261	lnt	Cluster_36450
Operon1444	CPKLKDOD_02262	Unknown_Gene	Cluster_87620
Operon1445	CPKLKDOD_02263	Unknown_Gene	Cluster_49307
Operon1446	CPKLKDOD_02264	leuS	Cluster_49307
Operon1447	CPKLKDOD_02265	lptE	Cluster_145144
Operon1447	CPKLKDOD_02266	holA	Cluster_145144
Operon1448	CPKLKDOD_02267	Unknown_Gene	Cluster_105102
Operon1449	CPKLKDOD_02268	Unknown_Gene	Cluster_145953
Operon1450	CPKLKDOD_02269	ykfA	Cluster_126152
Operon1451	CPKLKDOD_02270	lipA_3	Cluster_135669
