GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	1963
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BCBAIBPD_00001	maeB	Cluster_69611
Operon1017	BCBAIBPD_01511	rcsC_6	Cluster_107793
Operon1018	BCBAIBPD_01512	nudC_2	Cluster_123199
Operon1018	BCBAIBPD_01513	Unknown_Gene	Cluster_123199
Operon1019	BCBAIBPD_01514	Unknown_Gene	Cluster_136402
Operon1020	BCBAIBPD_01515	hsaB_1	Cluster_140444
Operon1020	BCBAIBPD_01516	tgnC	Cluster_140444
Operon1020	BCBAIBPD_01517	tgnD	Cluster_140444
Operon1021	BCBAIBPD_01518	Unknown_Gene	Cluster_43390
Operon1022	BCBAIBPD_01519	tgnB_1	Cluster_117436
Operon1023	BCBAIBPD_01520	hsaB_2	Cluster_29347
Operon1024	BCBAIBPD_01521	Unknown_Gene	Cluster_29347
Operon1025	BCBAIBPD_01522	Unknown_Gene	Cluster_54675
Operon1026	BCBAIBPD_01523	rclR	Cluster_115574
Operon1027	BCBAIBPD_01524	Unknown_Gene	Cluster_115574
Operon1028	BCBAIBPD_01525	Unknown_Gene	Cluster_116956
Operon1028	BCBAIBPD_01526	nrtD	Cluster_116956
Operon1028	BCBAIBPD_01527	Unknown_Gene	Cluster_116956
Operon1028	BCBAIBPD_01528	cmpB	Cluster_116956
Operon1029	BCBAIBPD_01529	Unknown_Gene	Cluster_145283
Operon1030	BCBAIBPD_01530	argC_1	Cluster_94310
Operon1031	BCBAIBPD_01531	cmpR_4	Cluster_94310
Operon1032	BCBAIBPD_01532	Unknown_Gene	Cluster_70881
Operon1033	BCBAIBPD_01533	Unknown_Gene	Cluster_104741
Operon1034	BCBAIBPD_01534	betP	Cluster_30229
Operon1035	BCBAIBPD_01535	Unknown_Gene	Cluster_30229
Operon1036	BCBAIBPD_01536	Unknown_Gene	Cluster_140223
Operon1037	BCBAIBPD_01537	adhB_1	Cluster_40553
Operon1037	BCBAIBPD_01538	iorB	Cluster_40553
Operon1037	BCBAIBPD_01539	iorA	Cluster_40553
Operon1038	BCBAIBPD_01540	ycaO	Cluster_40553
Operon1039	BCBAIBPD_01541	Unknown_Gene	Cluster_61953
Operon1039	BCBAIBPD_01542	Unknown_Gene	Cluster_61953
Operon1040	BCBAIBPD_01543	Unknown_Gene	Cluster_64000
Operon1041	BCBAIBPD_01544	pcpR_1	Cluster_91644
Operon1042	BCBAIBPD_01545	Unknown_Gene	Cluster_91644
Operon1043	BCBAIBPD_01546	Unknown_Gene	Cluster_135643
Operon1044	BCBAIBPD_01547	Unknown_Gene	Cluster_56168
Operon1045	BCBAIBPD_01548	lutR	Cluster_56168
Operon1046	BCBAIBPD_01549	Unknown_Gene	Cluster_134170
Operon1046	BCBAIBPD_01550	garD	Cluster_134170
Operon1047	BCBAIBPD_01551	gudP	Cluster_115575
Operon1048	BCBAIBPD_01552	Unknown_Gene	Cluster_34503
Operon1049	BCBAIBPD_01553	puuD	Cluster_16554
Operon1050	BCBAIBPD_01554	dpkA	Cluster_16554
Operon1051	BCBAIBPD_01555	tyrB_1	Cluster_84999
Operon1052	BCBAIBPD_01556	sdaC	Cluster_30007
Operon1053	BCBAIBPD_01557	tpx	Cluster_82135
Operon1054	BCBAIBPD_01558	mdtA_2	Cluster_53027
Operon1054	BCBAIBPD_01559	mdtB	Cluster_53027
Operon1054	BCBAIBPD_01560	mdtC	Cluster_53027
Operon1054	BCBAIBPD_01561	oprM_1	Cluster_53027
Operon1055	BCBAIBPD_01562	Unknown_Gene	Cluster_86425
Operon1056	BCBAIBPD_01563	Unknown_Gene	Cluster_30991
Operon1057	BCBAIBPD_01564	Unknown_Gene	Cluster_49244
Operon1058	BCBAIBPD_01565	pgm	Cluster_49244
Operon1059	BCBAIBPD_01566	fecI_1	Cluster_132257
Operon1059	BCBAIBPD_01567	fecR_1	Cluster_132257
Operon1060	BCBAIBPD_01568	fcuA_1	Cluster_96482
Operon1061	BCBAIBPD_01569	Unknown_Gene	Cluster_43962
Operon1062	BCBAIBPD_01570	Unknown_Gene	Cluster_124456
Operon1063	BCBAIBPD_01571	opuAB_1	Cluster_138940
Operon1063	BCBAIBPD_01572	Unknown_Gene	Cluster_138940
Operon1064	BCBAIBPD_01573	mcpU	Cluster_53720
Operon1065	BCBAIBPD_01574	Unknown_Gene	Cluster_53720
Operon1066	BCBAIBPD_01575	Unknown_Gene	Cluster_46729
Operon1067	BCBAIBPD_01576	marR	Cluster_46729
Operon1067	BCBAIBPD_01577	emrA_2	Cluster_46729
Operon1067	BCBAIBPD_01578	emrB_1	Cluster_46729
Operon1068	BCBAIBPD_01579	Unknown_Gene	Cluster_24672
Operon1069	BCBAIBPD_01580	ygfF	Cluster_24672
Operon1070	BCBAIBPD_01581	sasA_6	Cluster_140446
Operon1071	BCBAIBPD_01582	norG_2	Cluster_154672
Operon1071	BCBAIBPD_01583	Unknown_Gene	Cluster_154672
Operon1072	BCBAIBPD_01584	Unknown_Gene	Cluster_36395
Operon1073	BCBAIBPD_01585	Unknown_Gene	Cluster_36395
Operon1074	BCBAIBPD_01586	liuE	Cluster_50855
Operon1074	BCBAIBPD_01587	cueR_2	Cluster_50855
Operon1075	BCBAIBPD_01588	ggt_2	Cluster_50855
Operon1076	BCBAIBPD_01589	argP	Cluster_138944
Operon1077	BCBAIBPD_01590	sodC1	Cluster_117650
Operon1078	BCBAIBPD_01591	allE	Cluster_112704
Operon1079	BCBAIBPD_01592	dmoA_1	Cluster_61664
Operon1079	BCBAIBPD_01593	ssuA_4	Cluster_61664
Operon1080	BCBAIBPD_01594	Unknown_Gene	Cluster_61664
Operon1081	BCBAIBPD_01595	cdhR_4	Cluster_52343
Operon1082	BCBAIBPD_01596	Unknown_Gene	Cluster_52343
Operon1083	BCBAIBPD_01597	Unknown_Gene	Cluster_87451
Operon1084	BCBAIBPD_01598	Unknown_Gene	Cluster_125354
Operon1085	BCBAIBPD_01599	Unknown_Gene	Cluster_76698
Operon1086	BCBAIBPD_01600	ilvE	Cluster_120931
Operon1087	BCBAIBPD_01601	yheS_1	Cluster_6994
Operon1088	BCBAIBPD_01602	Unknown_Gene	Cluster_6994
Operon1088	BCBAIBPD_01603	cobN	Cluster_6994
Operon1088	BCBAIBPD_01604	Unknown_Gene	Cluster_6994
Operon1089	BCBAIBPD_01605	Unknown_Gene	Cluster_17809
Operon1090	BCBAIBPD_01606	Unknown_Gene	Cluster_25561
Operon1091	BCBAIBPD_01607	atoC_2	Cluster_25561
Operon1092	BCBAIBPD_01608	rlhA_2	Cluster_51570
Operon1093	BCBAIBPD_01609	rutC	Cluster_98767
Operon1094	BCBAIBPD_01610	trmK	Cluster_98767
Operon1094	BCBAIBPD_01611	dmlR_5	Cluster_98767
Operon1095	BCBAIBPD_01612	mmgC_3	Cluster_9022
Operon1095	BCBAIBPD_01613	menB_2	Cluster_9022
Operon1096	BCBAIBPD_01614	Unknown_Gene	Cluster_9022
Operon1097	BCBAIBPD_01615	Unknown_Gene	Cluster_10182
Operon1097	BCBAIBPD_01616	Unknown_Gene	Cluster_10182
Operon1098	BCBAIBPD_01617	Unknown_Gene	Cluster_155997
Operon1098	BCBAIBPD_01618	Unknown_Gene	Cluster_155997
Operon1099	BCBAIBPD_01619	Unknown_Gene	Cluster_155997
Operon1100	BCBAIBPD_01620	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1101	BCBAIBPD_01621	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1102	BCBAIBPD_01622	sasA_7	Cluster_62848
Operon1102	BCBAIBPD_01623	cusR	Cluster_62848
Operon1103	BCBAIBPD_01624	Unknown_Gene	Cluster_62848
Operon1104	BCBAIBPD_01625	hemB	Cluster_72864
Operon1105	BCBAIBPD_01626	proP_2	Cluster_78273
Operon1106	BCBAIBPD_01627	Unknown_Gene	Cluster_133694
Operon1106	BCBAIBPD_01628	ribC	Cluster_133694
Operon1107	BCBAIBPD_01629	Unknown_Gene	Cluster_34705
Operon1108	BCBAIBPD_01630	Unknown_Gene	Cluster_53614
Operon1108	BCBAIBPD_01631	Unknown_Gene	Cluster_53614
Operon1109	BCBAIBPD_01632	Unknown_Gene	Cluster_132224
Operon1110	BCBAIBPD_01633	nspC	Cluster_62475
Operon1111	BCBAIBPD_01634	Unknown_Gene	Cluster_62475
Operon1112	BCBAIBPD_01635	psdht	Cluster_131309
Operon1112	BCBAIBPD_01636	dauR_1	Cluster_131309
Operon1113	BCBAIBPD_01637	QRSL1	Cluster_24399
Operon1114	BCBAIBPD_01638	yghU	Cluster_63994
Operon1115	BCBAIBPD_01639	Unknown_Gene	Cluster_63994
Operon1116	BCBAIBPD_01640	ybiT	Cluster_165046
Operon1116	BCBAIBPD_01641	intQ	Cluster_165046
Operon1117	BCBAIBPD_01642	Unknown_Gene	Cluster_134919
Operon1118	BCBAIBPD_01643	Unknown_Gene	Cluster_134919
Operon1119	BCBAIBPD_01644	Unknown_Gene	Cluster_159454
Operon1119	BCBAIBPD_01645	Unknown_Gene	Cluster_159454
Operon1119	BCBAIBPD_01646	Unknown_Gene	Cluster_159454
Operon1119	BCBAIBPD_01647	Unknown_Gene	Cluster_159454
Operon1119	BCBAIBPD_01648	Unknown_Gene	Cluster_159454
Operon1119	BCBAIBPD_01649	Unknown_Gene	Cluster_159454
Operon1120	BCBAIBPD_01650	Unknown_Gene	Cluster_152927
Operon1121	BCBAIBPD_01651	Unknown_Gene	Cluster_152927
Operon1122	BCBAIBPD_01652	Unknown_Gene	Cluster_45152
Operon1123	BCBAIBPD_01653	Unknown_Gene	Cluster_45152
Operon1124	BCBAIBPD_01654	Unknown_Gene	Cluster_125849
Operon1124	BCBAIBPD_01655	Unknown_Gene	Cluster_125849
Operon1125	BCBAIBPD_01656	Unknown_Gene	Cluster_31833
Operon1125	BCBAIBPD_01657	Unknown_Gene	Cluster_31833
Operon1125	BCBAIBPD_01658	Unknown_Gene	Cluster_31833
Operon1126	BCBAIBPD_01659	Unknown_Gene	Cluster_141000
Operon1127	BCBAIBPD_01660	csrA_1	Cluster_29027
Operon1127	BCBAIBPD_01661	Unknown_Gene	Cluster_29027
Operon1128	BCBAIBPD_01662	Unknown_Gene	Cluster_87453
Operon1129	BCBAIBPD_01663	lexA_2	Cluster_169204
Operon1130	BCBAIBPD_01664	Unknown_Gene	Cluster_169204
Operon1131	BCBAIBPD_01665	Unknown_Gene	Cluster_94318
Operon1131	BCBAIBPD_01666	Unknown_Gene	Cluster_94318
Operon1131	BCBAIBPD_01667	Unknown_Gene	Cluster_94318
Operon1132	BCBAIBPD_01668	ybcO	Cluster_94319
Operon1132	BCBAIBPD_01669	Unknown_Gene	Cluster_94319
Operon1132	BCBAIBPD_01670	Unknown_Gene	Cluster_94319
Operon1132	BCBAIBPD_01671	Unknown_Gene	Cluster_94319
Operon1132	BCBAIBPD_01672	Unknown_Gene	Cluster_94319
Operon1132	BCBAIBPD_01673	Unknown_Gene	Cluster_94319
Operon1133	BCBAIBPD_01674	pagL_1	Cluster_45153
Operon1134	BCBAIBPD_01675	Unknown_Gene	Cluster_101275
Operon1135	BCBAIBPD_01676	Unknown_Gene	Cluster_101275
Operon1135	BCBAIBPD_01677	Unknown_Gene	Cluster_101275
Operon1135	BCBAIBPD_01678	Unknown_Gene	Cluster_101275
Operon1136	BCBAIBPD_01679	Unknown_Gene	Cluster_44840
Operon1136	BCBAIBPD_01680	Unknown_Gene	Cluster_44840
Operon1137	BCBAIBPD_01681	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01682	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01683	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01684	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01685	clpP_1	Cluster_81008
Operon1137	BCBAIBPD_01686	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01687	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01688	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01689	Unknown_Gene	Cluster_81008
Operon1137	BCBAIBPD_01690	Unknown_Gene	Cluster_81008
Operon1138	BCBAIBPD_01691	Unknown_Gene	Cluster_121610
Operon1138	BCBAIBPD_01692	Unknown_Gene	Cluster_121610
Operon1139	BCBAIBPD_01693	Unknown_Gene	Cluster_150216
Operon1140	BCBAIBPD_01694	Unknown_Gene	Cluster_139740
Operon1141	BCBAIBPD_01695	Unknown_Gene	Cluster_44639
Operon1141	BCBAIBPD_01696	Unknown_Gene	Cluster_44639
Operon1141	BCBAIBPD_01697	Unknown_Gene	Cluster_44639
Operon1141	BCBAIBPD_01698	Unknown_Gene	Cluster_44639
Operon1142	BCBAIBPD_01699	Unknown_Gene	Cluster_146723
Operon1143	BCBAIBPD_01700	Unknown_Gene	Cluster_37438
Operon1144	BCBAIBPD_01701	Unknown_Gene	Cluster_37438
Operon1145	BCBAIBPD_01702	Unknown_Gene	Cluster_111801
Operon1145	BCBAIBPD_01703	Unknown_Gene	Cluster_111801
Operon1145	BCBAIBPD_01704	Unknown_Gene	Cluster_111801
Operon1146	BCBAIBPD_01705	Unknown_Gene	Cluster_32765
Operon1147	BCBAIBPD_01706	Unknown_Gene	Cluster_32765
Operon1148	BCBAIBPD_01707	umuD_1	Cluster_129881
Operon1149	BCBAIBPD_01708	Unknown_Gene	Cluster_70453
Operon1150	BCBAIBPD_01709	Unknown_Gene	Cluster_70453
Operon1151	BCBAIBPD_01710	Unknown_Gene	Cluster_102130
Operon1152	BCBAIBPD_01711	Unknown_Gene	Cluster_125843
Operon1153	BCBAIBPD_01712	yjaB_1	Cluster_75698
Operon1154	BCBAIBPD_01713	Unknown_Gene	Cluster_75698
Operon1154	BCBAIBPD_01714	Unknown_Gene	Cluster_75698
Operon1155	BCBAIBPD_01715	Unknown_Gene	Cluster_90476
Operon1155	BCBAIBPD_01716	Unknown_Gene	Cluster_90476
Operon1156	BCBAIBPD_01717	Unknown_Gene	Cluster_146721
Operon1157	BCBAIBPD_01718	Unknown_Gene	Cluster_118839
Operon1158	BCBAIBPD_01719	Unknown_Gene	Cluster_61138
Operon1159	BCBAIBPD_01720	Unknown_Gene	Cluster_61138
Operon1160	BCBAIBPD_01721	Unknown_Gene	Cluster_138690
Operon1161	BCBAIBPD_01722	Unknown_Gene	Cluster_116721
Operon1162	BCBAIBPD_01723	Unknown_Gene	Cluster_33936
Operon1163	BCBAIBPD_01724	Unknown_Gene	Cluster_33936
Operon1164	BCBAIBPD_01725	Unknown_Gene	Cluster_92306
Operon1165	BCBAIBPD_01726	Unknown_Gene	Cluster_105482
Operon1166	BCBAIBPD_01727	Unknown_Gene	Cluster_55021
Operon1167	BCBAIBPD_01728	Unknown_Gene	Cluster_55021
Operon1168	BCBAIBPD_01729	Unknown_Gene	Cluster_91665
Operon1169	BCBAIBPD_01730	ogt	Cluster_91665
Operon1170	BCBAIBPD_01731	Unknown_Gene	Cluster_107788
Operon1170	BCBAIBPD_01732	nadE_1	Cluster_107788
Operon1171	BCBAIBPD_01733	pphB	Cluster_107788
Operon1172	BCBAIBPD_01734	rhtC	Cluster_119034
Operon1173	BCBAIBPD_01735	btr	Cluster_97179
Operon1174	BCBAIBPD_01736	leuE	Cluster_97179
Operon1175	BCBAIBPD_01737	Unknown_Gene	Cluster_94547
Operon1176	BCBAIBPD_01738	ppiC_1	Cluster_134915
Operon1177	BCBAIBPD_01739	bdhA	Cluster_69111
Operon1178	BCBAIBPD_01740	ppiC_2	Cluster_164155
Operon1178	BCBAIBPD_01741	aroF_1	Cluster_164155
Operon1179	BCBAIBPD_01742	Unknown_Gene	Cluster_118331
Operon1180	BCBAIBPD_01743	ycaD_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon1181	BCBAIBPD_01744	mrcA	Cluster_71028
Operon1182	BCBAIBPD_01745	Unknown_Gene	Cluster_71028
Operon1182	BCBAIBPD_01746	Unknown_Gene	Cluster_71028
Operon1182	BCBAIBPD_01747	Unknown_Gene	Cluster_71028
Operon1182	BCBAIBPD_01748	pilQ	Cluster_71028
Operon1182	BCBAIBPD_01749	aroK	Cluster_71028
Operon1183	BCBAIBPD_01750	aroB	Cluster_117640
Operon1183	BCBAIBPD_01751	damX	Cluster_117640
Operon1184	BCBAIBPD_01752	gltB	Cluster_21649
Operon1185	BCBAIBPD_01753	gltD	Cluster_101922
Operon1186	BCBAIBPD_01754	hemE	Cluster_69950
Operon1187	BCBAIBPD_01755	ygiW	Cluster_95975
Operon1188	BCBAIBPD_01756	ynfM	Cluster_111271
Operon1189	BCBAIBPD_01757	benM	Cluster_111271
Operon1190	BCBAIBPD_01758	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01759	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01760	fabF_1	Cluster_38857
Operon1190	BCBAIBPD_01761	fabG_3	Cluster_38857
Operon1190	BCBAIBPD_01762	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01763	fabF_2	Cluster_38857
Operon1190	BCBAIBPD_01764	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01765	COQ5	Cluster_38857
Operon1190	BCBAIBPD_01766	ctcP	Cluster_38857
Operon1190	BCBAIBPD_01767	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01768	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01769	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01770	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01771	cmdF	Cluster_38857
Operon1190	BCBAIBPD_01772	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01773	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01774	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01775	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01776	acpP_1	Cluster_38857
Operon1190	BCBAIBPD_01777	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01778	Unknown_Gene	Cluster_38857
Operon1190	BCBAIBPD_01779	Unknown_Gene	Cluster_38857
Operon1191	BCBAIBPD_01780	soj_2	Cluster_38857
Operon1192	BCBAIBPD_01781	Unknown_Gene	Cluster_145833
Operon1192	BCBAIBPD_01782	Unknown_Gene	Cluster_145833
Operon1193	BCBAIBPD_01783	trxC	Cluster_102127
Operon1193	BCBAIBPD_01784	selO	Cluster_102127
Operon1194	BCBAIBPD_01785	mscK	Cluster_164365
Operon1194	BCBAIBPD_01786	nhaP2	Cluster_164365
Operon1195	BCBAIBPD_01787	btuD_1	Cluster_127408
Operon1195	BCBAIBPD_01788	opuAB_2	Cluster_127408
Operon1196	BCBAIBPD_01789	Unknown_Gene	Cluster_15661
Operon1197	BCBAIBPD_01790	tdcG_1	Cluster_15661
Operon1198	BCBAIBPD_01791	cdhR_5	Cluster_15114
Operon1199	BCBAIBPD_01792	Unknown_Gene	Cluster_17311
Operon1200	BCBAIBPD_01793	Unknown_Gene	Cluster_17311
Operon1201	BCBAIBPD_01794	lcdH_1	Cluster_104040
Operon1201	BCBAIBPD_01795	lcdH_2	Cluster_104040
Operon1201	BCBAIBPD_01796	kce	Cluster_104040
Operon1202	BCBAIBPD_01797	Unknown_Gene	Cluster_88218
Operon1203	BCBAIBPD_01798	cdhR_6	Cluster_88218
Operon1204	BCBAIBPD_01799	Unknown_Gene	Cluster_145051
Operon1205	BCBAIBPD_01800	Unknown_Gene	Cluster_105478
Operon1206	BCBAIBPD_01801	Unknown_Gene	Cluster_34962
Operon1207	BCBAIBPD_01802	Unknown_Gene	Cluster_34962
Operon1208	BCBAIBPD_01803	Unknown_Gene	Cluster_133020
Operon1208	BCBAIBPD_01804	stcD	Cluster_133020
Operon1209	BCBAIBPD_01805	Unknown_Gene	Cluster_56923
Operon1209	BCBAIBPD_01806	fixB	Cluster_56923
Operon1209	BCBAIBPD_01807	Unknown_Gene	Cluster_56923
Operon1209	BCBAIBPD_01808	Unknown_Gene	Cluster_56923
Operon1210	BCBAIBPD_01809	Unknown_Gene	Cluster_33013
Operon1211	BCBAIBPD_01810	hcr_2	Cluster_33013
Operon1212	BCBAIBPD_01811	Unknown_Gene	Cluster_68021
Operon1212	BCBAIBPD_01812	Unknown_Gene	Cluster_68021
Operon1213	BCBAIBPD_01813	Unknown_Gene	Cluster_26244
Operon1214	BCBAIBPD_01814	ltaE	Cluster_20650
Operon1215	BCBAIBPD_01815	glyA_3	Cluster_20650
Operon1215	BCBAIBPD_01816	soxB	Cluster_20650
Operon1215	BCBAIBPD_01817	soxD	Cluster_20650
Operon1215	BCBAIBPD_01818	soxA	Cluster_20650
Operon1216	BCBAIBPD_01819	soxG	Cluster_66632
Operon1216	BCBAIBPD_01820	purU_2	Cluster_66632
Operon1217	BCBAIBPD_01821	Unknown_Gene	Cluster_8318
Operon1218	BCBAIBPD_01822	fdhA	Cluster_8318
Operon1219	BCBAIBPD_01823	Unknown_Gene	Cluster_8838
Operon1220	BCBAIBPD_01824	Unknown_Gene	Cluster_30671
Operon1221	BCBAIBPD_01825	puuP_1	Cluster_53619
Operon1222	BCBAIBPD_01826	yihG	Cluster_67208
Operon1223	BCBAIBPD_01827	Unknown_Gene	Cluster_67208
Operon1224	BCBAIBPD_01828	yibF	Cluster_83280
Operon1224	BCBAIBPD_01829	msrA	Cluster_83280
Operon1225	BCBAIBPD_01830	Unknown_Gene	Cluster_28261
Operon1226	BCBAIBPD_01831	aceF	Cluster_17665
Operon1226	BCBAIBPD_01832	aceE	Cluster_17665
Operon1227	BCBAIBPD_01833	glnE	Cluster_17665
Operon1228	BCBAIBPD_01834	rfaF	Cluster_80626
Operon1228	BCBAIBPD_01835	rfaC	Cluster_80626
Operon1228	BCBAIBPD_01836	rfaG	Cluster_80626
Operon1228	BCBAIBPD_01837	rfaP	Cluster_80626
Operon1228	BCBAIBPD_01838	kdkA_1	Cluster_80626
Operon1228	BCBAIBPD_01839	Unknown_Gene	Cluster_80626
Operon1228	BCBAIBPD_01840	kdkA_2	Cluster_80626
Operon1229	BCBAIBPD_01841	Unknown_Gene	Cluster_106830
Operon1230	BCBAIBPD_01842	dinG_3	Cluster_56411
Operon1230	BCBAIBPD_01843	Unknown_Gene	Cluster_56411
Operon1231	BCBAIBPD_01844	rssB_2	Cluster_56411
Operon1232	BCBAIBPD_01845	glcB	Cluster_15327
Operon1233	BCBAIBPD_01846	Unknown_Gene	Cluster_15327
Operon1234	BCBAIBPD_01847	rarD_1	Cluster_144527
Operon1235	BCBAIBPD_01848	srkA	Cluster_120933
Operon1236	BCBAIBPD_01849	modE	Cluster_129411
Operon1237	BCBAIBPD_01850	Unknown_Gene	Cluster_126067
Operon1238	BCBAIBPD_01851	bioB	Cluster_126067
Operon1238	BCBAIBPD_01852	bioF	Cluster_126067
Operon1238	BCBAIBPD_01853	bioH	Cluster_126067
Operon1238	BCBAIBPD_01854	bioC	Cluster_126067
Operon1238	BCBAIBPD_01855	bioD1	Cluster_126067
Operon1239	BCBAIBPD_01856	Unknown_Gene	Cluster_72708
Operon1240	BCBAIBPD_01857	dmdC_1	Cluster_39826
Operon1241	BCBAIBPD_01858	Unknown_Gene	Cluster_82308
Operon1242	BCBAIBPD_01859	dmdC_2	Cluster_101462
Operon1243	BCBAIBPD_01860	hdfR_4	Cluster_27007
Operon1244	BCBAIBPD_01861	aruC_2	Cluster_27007
Operon1245	BCBAIBPD_01862	Unknown_Gene	Cluster_88047
Operon1246	BCBAIBPD_01863	Unknown_Gene	Cluster_35551
Operon1246	BCBAIBPD_01864	pqqE	Cluster_35551
Operon1246	BCBAIBPD_01865	pqqD_1	Cluster_35551
Operon1246	BCBAIBPD_01866	pqqC	Cluster_35551
Operon1246	BCBAIBPD_01867	pqqB	Cluster_35551
Operon1247	BCBAIBPD_01868	Unknown_Gene	Cluster_156222
Operon1247	BCBAIBPD_01869	ramA	Cluster_156222
Operon1247	BCBAIBPD_01870	iaaM	Cluster_156222
Operon1248	BCBAIBPD_01871	decR_3	Cluster_127190
Operon1249	BCBAIBPD_01872	Unknown_Gene	Cluster_35552
Operon1250	BCBAIBPD_01873	Unknown_Gene	Cluster_35552
Operon1251	BCBAIBPD_01874	Unknown_Gene	Cluster_76861
Operon1251	BCBAIBPD_01875	Unknown_Gene	Cluster_76861
Operon1252	BCBAIBPD_01876	rpoD	Cluster_140056
Operon1253	BCBAIBPD_01877	dnaG	Cluster_31832
Operon1254	BCBAIBPD_01878	rpsU	Cluster_57307
Operon1255	BCBAIBPD_01879	tsaD	Cluster_57307
Operon1256	BCBAIBPD_01880	plsY	Cluster_134634
Operon1257	BCBAIBPD_01881	folB	Cluster_134634
Operon1257	BCBAIBPD_01882	Unknown_Gene	Cluster_134634
Operon1258	BCBAIBPD_01883	cca	Cluster_150715
Operon1259	BCBAIBPD_01884	Unknown_Gene	Cluster_90643
Operon1259	BCBAIBPD_01885	Unknown_Gene	Cluster_90643
Operon1260	BCBAIBPD_01886	Unknown_Gene	Cluster_35611
Operon1261	BCBAIBPD_01887	glpE_3	Cluster_75154
Operon1261	BCBAIBPD_01888	apaH_1	Cluster_75154
Operon1261	BCBAIBPD_01889	apaG	Cluster_75154
Operon1262	BCBAIBPD_01890	rsmA	Cluster_95408
Operon1262	BCBAIBPD_01891	pdxA	Cluster_95408
Operon1262	BCBAIBPD_01892	surA	Cluster_95408
Operon1262	BCBAIBPD_01893	lptD	Cluster_95408
Operon1263	BCBAIBPD_01894	amgK	Cluster_95408
Operon1263	BCBAIBPD_01895	murU	Cluster_95408
Operon1263	BCBAIBPD_01896	djlA	Cluster_95408
Operon1264	BCBAIBPD_01897	Unknown_Gene	Cluster_120456
Operon1265	BCBAIBPD_01898	Unknown_Gene	Cluster_120456
Operon1265	BCBAIBPD_01899	uvrY	Cluster_120456
Operon1266	BCBAIBPD_01900	potA_2	Cluster_31658
Operon1266	BCBAIBPD_01901	potD_1	Cluster_31658
Operon1267	BCBAIBPD_01902	Unknown_Gene	Cluster_146106
Operon1267	BCBAIBPD_01903	Unknown_Gene	Cluster_146106
Operon1268	BCBAIBPD_01904	rpe	Cluster_104251
Operon1268	BCBAIBPD_01905	gph_2	Cluster_104251
Operon1269	BCBAIBPD_01906	trpE	Cluster_138930
Operon1270	BCBAIBPD_01907	estP	Cluster_22114
Operon1271	BCBAIBPD_01908	trpG	Cluster_22114
Operon1271	BCBAIBPD_01909	trpD_1	Cluster_22114
Operon1271	BCBAIBPD_01910	trpC	Cluster_22114
Operon1272	BCBAIBPD_01911	Unknown_Gene	Cluster_88219
Operon1273	BCBAIBPD_01912	vfr	Cluster_129872
Operon1274	BCBAIBPD_01913	yhfA	Cluster_129872
Operon1275	BCBAIBPD_01914	Unknown_Gene	Cluster_142047
Operon1275	BCBAIBPD_01915	coq7	Cluster_142047
Operon1276	BCBAIBPD_01916	Unknown_Gene	Cluster_143380
Operon1277	BCBAIBPD_01917	isfD	Cluster_69945
Operon1278	BCBAIBPD_01918	Unknown_Gene	Cluster_88637
Operon1279	BCBAIBPD_01919	argC_2	Cluster_88637
Operon1280	BCBAIBPD_01920	erpA	Cluster_96453
Operon1281	BCBAIBPD_01921	anmK	Cluster_54404
Operon1281	BCBAIBPD_01922	mepM	Cluster_54404
Operon1282	BCBAIBPD_01923	tyrS	Cluster_54404
Operon1283	BCBAIBPD_01924	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1284	BCBAIBPD_01925	Unknown_Gene	Cluster_88051
Operon1285	BCBAIBPD_01926	mcpA	Cluster_89418
Operon1286	BCBAIBPD_01927	yhaJ_1	Cluster_118102
Operon1287	BCBAIBPD_01928	Unknown_Gene	Cluster_118102
