GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2222
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	JLPMBEPE_00001	xerC_1	Cluster_29991
Operon1196	JLPMBEPE_01867	glnQ_5	Cluster_131266
Operon1197	JLPMBEPE_01868	mcpQ_1	Cluster_169267
Operon1197	JLPMBEPE_01869	Unknown_Gene	Cluster_169267
Operon1198	JLPMBEPE_01870	mcpQ_2	Cluster_108818
Operon1199	JLPMBEPE_01871	Unknown_Gene	Cluster_135995
Operon1199	JLPMBEPE_01872	tatC_1	Cluster_135995
Operon1199	JLPMBEPE_01873	tatB_1	Cluster_135995
Operon1199	JLPMBEPE_01874	tatA_1	Cluster_135995
Operon1199	JLPMBEPE_01875	hisE	Cluster_135995
Operon1199	JLPMBEPE_01876	hisI	Cluster_135995
Operon1200	JLPMBEPE_01877	ubiB	Cluster_99387
Operon1200	JLPMBEPE_01878	ubiJ	Cluster_99387
Operon1200	JLPMBEPE_01879	ubiE	Cluster_99387
Operon1201	JLPMBEPE_01880	Unknown_Gene	Cluster_99387
Operon1202	JLPMBEPE_01881	Unknown_Gene	Cluster_50655
Operon1203	JLPMBEPE_01882	Unknown_Gene	Cluster_50655
Operon1203	JLPMBEPE_01883	Unknown_Gene	Cluster_50655
Operon1204	JLPMBEPE_01884	Unknown_Gene	Cluster_144505
Operon1204	JLPMBEPE_01885	phaC_1	Cluster_144505
Operon1204	JLPMBEPE_01886	catD_2	Cluster_144505
Operon1205	JLPMBEPE_01887	phaC_2	Cluster_37965
Operon1206	JLPMBEPE_01888	Unknown_Gene	Cluster_64138
Operon1207	JLPMBEPE_01889	hslU	Cluster_134083
Operon1208	JLPMBEPE_01890	hslV	Cluster_75872
Operon1209	JLPMBEPE_01891	pyrC'	Cluster_69236
Operon1209	JLPMBEPE_01892	pyrB	Cluster_69236
Operon1209	JLPMBEPE_01893	pyrR	Cluster_69236
Operon1209	JLPMBEPE_01894	yqgF	Cluster_69236
Operon1209	JLPMBEPE_01895	Unknown_Gene	Cluster_69236
Operon1210	JLPMBEPE_01896	Unknown_Gene	Cluster_123089
Operon1211	JLPMBEPE_01897	gshB	Cluster_81083
Operon1212	JLPMBEPE_01898	phoP_1	Cluster_81083
Operon1212	JLPMBEPE_01899	pleD_2	Cluster_81083
Operon1212	JLPMBEPE_01900	Unknown_Gene	Cluster_81083
Operon1212	JLPMBEPE_01901	Unknown_Gene	Cluster_81083
Operon1212	JLPMBEPE_01902	rcsC_7	Cluster_81083
Operon1212	JLPMBEPE_01903	Unknown_Gene	Cluster_81083
Operon1213	JLPMBEPE_01904	Unknown_Gene	Cluster_54290
Operon1214	JLPMBEPE_01905	rsmE	Cluster_84336
Operon1215	JLPMBEPE_01906	bioA	Cluster_131428
Operon1216	JLPMBEPE_01907	Unknown_Gene	Cluster_55455
Operon1217	JLPMBEPE_01908	mnmC_1	Cluster_55455
Operon1218	JLPMBEPE_01909	yceJ	Cluster_41436
Operon1218	JLPMBEPE_01910	yceI	Cluster_41436
Operon1219	JLPMBEPE_01911	rhlE_1	Cluster_52646
Operon1220	JLPMBEPE_01912	Unknown_Gene	Cluster_53920
Operon1221	JLPMBEPE_01913	Unknown_Gene	Cluster_121708
Operon1222	JLPMBEPE_01914	metF	Cluster_110544
Operon1223	JLPMBEPE_01915	ahcY	Cluster_32604
Operon1224	JLPMBEPE_01916	Unknown_Gene	Cluster_32604
Operon1225	JLPMBEPE_01917	nhaP	Cluster_33617
Operon1226	JLPMBEPE_01918	Unknown_Gene	Cluster_33617
Operon1226	JLPMBEPE_01919	Unknown_Gene	Cluster_33617
Operon1227	JLPMBEPE_01920	mltA	Cluster_103596
Operon1228	JLPMBEPE_01921	cycA_3	Cluster_103596
Operon1229	JLPMBEPE_01922	yqjC	Cluster_94542
Operon1230	JLPMBEPE_01923	ligB	Cluster_86340
Operon1231	JLPMBEPE_01924	metK	Cluster_49021
Operon1231	JLPMBEPE_01925	COQ3_1	Cluster_49021
Operon1232	JLPMBEPE_01926	tktA	Cluster_49021
Operon1233	JLPMBEPE_01927	epd	Cluster_57128
Operon1233	JLPMBEPE_01928	pgk	Cluster_57128
Operon1233	JLPMBEPE_01929	Unknown_Gene	Cluster_57128
Operon1234	JLPMBEPE_01930	Unknown_Gene	Cluster_77794
Operon1235	JLPMBEPE_01931	cbbA	Cluster_116342
Operon1236	JLPMBEPE_01932	rcsC_8	Cluster_55000
Operon1236	JLPMBEPE_01933	ygjP	Cluster_55000
Operon1236	JLPMBEPE_01934	Unknown_Gene	Cluster_55000
Operon1237	JLPMBEPE_01935	elaA	Cluster_81772
Operon1238	JLPMBEPE_01936	Unknown_Gene	Cluster_81772
Operon1239	JLPMBEPE_01937	yccS	Cluster_128163
Operon1240	JLPMBEPE_01938	Unknown_Gene	Cluster_84665
Operon1241	JLPMBEPE_01939	dbpA	Cluster_142042
Operon1242	JLPMBEPE_01940	hsrA_2	Cluster_97933
Operon1243	JLPMBEPE_01941	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1243	JLPMBEPE_01942	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1243	JLPMBEPE_01943	dmdC_4	NO_CLUSTER_ASSOCIATION_FOUND
Operon1244	JLPMBEPE_01944	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1245	JLPMBEPE_01945	Unknown_Gene	Cluster_80636
Operon1246	JLPMBEPE_01946	putA	Cluster_23250
Operon1247	JLPMBEPE_01947	putP	Cluster_23250
Operon1248	JLPMBEPE_01948	rlmJ	Cluster_65478
Operon1249	JLPMBEPE_01949	tobZ	Cluster_48417
Operon1249	JLPMBEPE_01950	mshA_1	Cluster_48417
Operon1249	JLPMBEPE_01951	Unknown_Gene	Cluster_48417
Operon1249	JLPMBEPE_01952	Unknown_Gene	Cluster_48417
Operon1249	JLPMBEPE_01953	Unknown_Gene	Cluster_48417
Operon1250	JLPMBEPE_01954	Unknown_Gene	Cluster_142832
Operon1250	JLPMBEPE_01955	mshA_2	Cluster_142832
Operon1251	JLPMBEPE_01956	Unknown_Gene	Cluster_116226
Operon1252	JLPMBEPE_01957	Unknown_Gene	Cluster_116226
Operon1252	JLPMBEPE_01958	msbA	Cluster_116226
Operon1253	JLPMBEPE_01959	hldE	Cluster_95823
Operon1254	JLPMBEPE_01960	Unknown_Gene	Cluster_150202
Operon1255	JLPMBEPE_01961	Unknown_Gene	Cluster_77271
Operon1255	JLPMBEPE_01962	Unknown_Gene	Cluster_77271
Operon1256	JLPMBEPE_01963	Unknown_Gene	Cluster_125964
Operon1257	JLPMBEPE_01964	yhaJ_2	Cluster_125964
Operon1257	JLPMBEPE_01965	waaA	Cluster_125964
Operon1258	JLPMBEPE_01966	tolC_2	Cluster_16607
Operon1259	JLPMBEPE_01967	thiC	Cluster_16607
Operon1260	JLPMBEPE_01968	Unknown_Gene	Cluster_71491
Operon1261	JLPMBEPE_01969	Unknown_Gene	Cluster_65450
Operon1262	JLPMBEPE_01970	nudF	Cluster_65450
Operon1262	JLPMBEPE_01971	Unknown_Gene	Cluster_65450
Operon1262	JLPMBEPE_01972	cpdA_2	Cluster_65450
Operon1263	JLPMBEPE_01973	Unknown_Gene	Cluster_30812
Operon1263	JLPMBEPE_01974	parE	Cluster_30812
Operon1263	JLPMBEPE_01975	Unknown_Gene	Cluster_30812
Operon1263	JLPMBEPE_01976	Unknown_Gene	Cluster_30812
Operon1263	JLPMBEPE_01977	parC	Cluster_30812
Operon1264	JLPMBEPE_01978	Unknown_Gene	Cluster_71683
Operon1265	JLPMBEPE_01979	Unknown_Gene	Cluster_92407
Operon1266	JLPMBEPE_01980	Unknown_Gene	Cluster_92407
Operon1267	JLPMBEPE_01981	psd	Cluster_95532
Operon1267	JLPMBEPE_01982	rhdA	Cluster_95532
Operon1267	JLPMBEPE_01983	Unknown_Gene	Cluster_95532
Operon1268	JLPMBEPE_01984	motA	Cluster_95532
Operon1268	JLPMBEPE_01985	motB_2	Cluster_95532
Operon1269	JLPMBEPE_01986	rsgA	Cluster_103535
Operon1270	JLPMBEPE_01987	orn	Cluster_103535
Operon1271	JLPMBEPE_01988	Unknown_Gene	Cluster_116857
Operon1272	JLPMBEPE_01989	queG	Cluster_141957
Operon1273	JLPMBEPE_01990	nnr	Cluster_141957
Operon1273	JLPMBEPE_01991	tsaE	Cluster_141957
Operon1273	JLPMBEPE_01992	amiC_1	Cluster_141957
Operon1273	JLPMBEPE_01993	mutL	Cluster_141957
Operon1273	JLPMBEPE_01994	miaA	Cluster_141957
Operon1274	JLPMBEPE_01995	hfq	Cluster_120401
Operon1274	JLPMBEPE_01996	hflX	Cluster_120401
Operon1275	JLPMBEPE_01997	hflK	Cluster_119634
Operon1275	JLPMBEPE_01998	hflC	Cluster_119634
Operon1276	JLPMBEPE_01999	hisZ	Cluster_31702
Operon1277	JLPMBEPE_02000	purA	Cluster_149304
Operon1278	JLPMBEPE_02001	Unknown_Gene	Cluster_32832
Operon1279	JLPMBEPE_02002	Unknown_Gene	Cluster_71036
Operon1280	JLPMBEPE_02003	hcp1_2	Cluster_43445
Operon1280	JLPMBEPE_02004	Unknown_Gene	Cluster_43445
Operon1280	JLPMBEPE_02005	Unknown_Gene	Cluster_43445
Operon1280	JLPMBEPE_02006	Unknown_Gene	Cluster_43445
Operon1280	JLPMBEPE_02007	Unknown_Gene	Cluster_43445
Operon1281	JLPMBEPE_02008	Unknown_Gene	Cluster_33359
Operon1282	JLPMBEPE_02009	Unknown_Gene	Cluster_19788
Operon1283	JLPMBEPE_02010	Unknown_Gene	Cluster_65516
Operon1283	JLPMBEPE_02011	fbpA	Cluster_65516
Operon1284	JLPMBEPE_02012	Unknown_Gene	Cluster_124633
Operon1285	JLPMBEPE_02013	Unknown_Gene	Cluster_37717
Operon1286	JLPMBEPE_02014	rnr	Cluster_37717
Operon1286	JLPMBEPE_02015	rlmB	Cluster_37717
Operon1287	JLPMBEPE_02016	rpsF	Cluster_30872
Operon1287	JLPMBEPE_02017	rpsR	Cluster_30872
Operon1287	JLPMBEPE_02018	Unknown_Gene	Cluster_30872
Operon1287	JLPMBEPE_02019	rplI	Cluster_30872
Operon1288	JLPMBEPE_02020	dnaB	Cluster_107675
Operon1289	JLPMBEPE_02021	atm1	Cluster_3707
Operon1290	JLPMBEPE_02022	Unknown_Gene	Cluster_3707
Operon1290	JLPMBEPE_02023	Unknown_Gene	Cluster_3707
Operon1291	JLPMBEPE_02024	Unknown_Gene	Cluster_142702
Operon1292	JLPMBEPE_02025	Unknown_Gene	Cluster_61207
Operon1293	JLPMBEPE_02026	Unknown_Gene	Cluster_61207
Operon1294	JLPMBEPE_02027	nadE	Cluster_10279
Operon1294	JLPMBEPE_02028	pncB2_1	Cluster_10279
Operon1295	JLPMBEPE_02029	braC_2	Cluster_10279
Operon1296	JLPMBEPE_02030	livH_2	Cluster_81174
Operon1296	JLPMBEPE_02031	Unknown_Gene	Cluster_81174
Operon1296	JLPMBEPE_02032	glnQ_6	Cluster_81174
Operon1296	JLPMBEPE_02033	livF_2	Cluster_81174
Operon1297	JLPMBEPE_02034	sdh	Cluster_4444
Operon1298	JLPMBEPE_02035	ce	Cluster_70580
Operon1299	JLPMBEPE_02036	fabR	Cluster_101329
Operon1300	JLPMBEPE_02037	Unknown_Gene	Cluster_25598
Operon1301	JLPMBEPE_02038	Unknown_Gene	Cluster_25598
Operon1302	JLPMBEPE_02039	Unknown_Gene	Cluster_156234
Operon1302	JLPMBEPE_02040	osmE	Cluster_156234
Operon1303	JLPMBEPE_02041	lips	Cluster_141152
Operon1304	JLPMBEPE_02042	Unknown_Gene	Cluster_98017
Operon1305	JLPMBEPE_02043	nimR_2	Cluster_98017
Operon1306	JLPMBEPE_02044	psiF	Cluster_143508
Operon1307	JLPMBEPE_02045	Unknown_Gene	Cluster_138087
Operon1308	JLPMBEPE_02046	dnaK_1	Cluster_75780
Operon1309	JLPMBEPE_02047	cbpA	Cluster_75780
Operon1309	JLPMBEPE_02048	cbpM	Cluster_75780
Operon1310	JLPMBEPE_02049	Unknown_Gene	Cluster_167853
Operon1310	JLPMBEPE_02050	livF_3	Cluster_167853
Operon1311	JLPMBEPE_02051	lptB_2	Cluster_89481
Operon1311	JLPMBEPE_02052	Unknown_Gene	Cluster_89481
Operon1311	JLPMBEPE_02053	Unknown_Gene	Cluster_89481
Operon1312	JLPMBEPE_02054	amiC_2	Cluster_37889
Operon1313	JLPMBEPE_02055	cycA_4	Cluster_70433
Operon1314	JLPMBEPE_02056	Unknown_Gene	Cluster_147691
Operon1315	JLPMBEPE_02057	btuB_4	Cluster_138869
Operon1316	JLPMBEPE_02058	Unknown_Gene	Cluster_56519
Operon1316	JLPMBEPE_02059	Unknown_Gene	Cluster_56519
Operon1316	JLPMBEPE_02060	Unknown_Gene	Cluster_56519
Operon1317	JLPMBEPE_02061	qmcA	Cluster_81502
Operon1317	JLPMBEPE_02062	Unknown_Gene	Cluster_81502
Operon1318	JLPMBEPE_02063	cobK	Cluster_37943
Operon1318	JLPMBEPE_02064	cbiD	Cluster_37943
Operon1318	JLPMBEPE_02065	cobL	Cluster_37943
Operon1319	JLPMBEPE_02066	sir_1	Cluster_37943
Operon1319	JLPMBEPE_02067	cobH	Cluster_37943
Operon1319	JLPMBEPE_02068	cobI	Cluster_37943
Operon1319	JLPMBEPE_02069	Unknown_Gene	Cluster_37943
Operon1320	JLPMBEPE_02070	Unknown_Gene	Cluster_121715
Operon1321	JLPMBEPE_02071	Unknown_Gene	Cluster_146940
Operon1321	JLPMBEPE_02072	Unknown_Gene	Cluster_146940
Operon1322	JLPMBEPE_02073	Unknown_Gene	Cluster_71024
Operon1323	JLPMBEPE_02074	rcsC_9	Cluster_83441
Operon1324	JLPMBEPE_02075	purD	Cluster_67155
Operon1325	JLPMBEPE_02076	purH	Cluster_129978
Operon1326	JLPMBEPE_02077	fis	Cluster_53210
Operon1326	JLPMBEPE_02078	dusB	Cluster_53210
Operon1327	JLPMBEPE_02079	Unknown_Gene	Cluster_159665
Operon1327	JLPMBEPE_02080	prmA	Cluster_159665
Operon1328	JLPMBEPE_02081	Unknown_Gene	Cluster_83400
Operon1329	JLPMBEPE_02082	cidA_1	Cluster_83400
Operon1329	JLPMBEPE_02083	yohK_1	Cluster_83400
Operon1329	JLPMBEPE_02084	Unknown_Gene	Cluster_83400
Operon1330	JLPMBEPE_02085	Unknown_Gene	Cluster_27227
Operon1330	JLPMBEPE_02086	Unknown_Gene	Cluster_27227
Operon1331	JLPMBEPE_02087	proA_2	Cluster_27227
Operon1331	JLPMBEPE_02088	nadD	Cluster_27227
Operon1331	JLPMBEPE_02089	rsfS	Cluster_27227
Operon1331	JLPMBEPE_02090	rlmH	Cluster_27227
Operon1331	JLPMBEPE_02091	mrdA_1	Cluster_27227
Operon1331	JLPMBEPE_02092	mrdB	Cluster_27227
Operon1331	JLPMBEPE_02093	mltB	Cluster_27227
Operon1331	JLPMBEPE_02094	rlpA_1	Cluster_27227
Operon1332	JLPMBEPE_02095	dacC	Cluster_37754
Operon1333	JLPMBEPE_02096	Unknown_Gene	Cluster_135669
Operon1333	JLPMBEPE_02097	lipB	Cluster_135669
Operon1333	JLPMBEPE_02098	lipA	Cluster_135669
Operon1334	JLPMBEPE_02099	ykfA	Cluster_125962
Operon1335	JLPMBEPE_02100	Unknown_Gene	Cluster_145953
Operon1336	JLPMBEPE_02101	Unknown_Gene	Cluster_59467
Operon1337	JLPMBEPE_02102	holA	Cluster_161874
Operon1337	JLPMBEPE_02103	lptE	Cluster_161874
Operon1338	JLPMBEPE_02104	leuS	Cluster_49307
Operon1339	JLPMBEPE_02105	Unknown_Gene	Cluster_49307
Operon1340	JLPMBEPE_02106	Unknown_Gene	Cluster_87620
Operon1341	JLPMBEPE_02107	lnt	Cluster_37211
Operon1341	JLPMBEPE_02108	corC	Cluster_37211
Operon1341	JLPMBEPE_02109	ybeY	Cluster_37211
Operon1341	JLPMBEPE_02110	ybeZ	Cluster_37211
Operon1342	JLPMBEPE_02111	Unknown_Gene	Cluster_37211
Operon1343	JLPMBEPE_02112	Unknown_Gene	Cluster_34169
Operon1344	JLPMBEPE_02113	hemL	Cluster_35576
Operon1344	JLPMBEPE_02114	thiE_1	Cluster_35576
Operon1344	JLPMBEPE_02115	thiD	Cluster_35576
Operon1345	JLPMBEPE_02116	rcsC_10	Cluster_35576
Operon1346	JLPMBEPE_02117	Unknown_Gene	Cluster_19472
Operon1347	JLPMBEPE_02118	Unknown_Gene	Cluster_154375
Operon1348	JLPMBEPE_02119	Unknown_Gene	Cluster_36364
Operon1349	JLPMBEPE_02120	aidB	Cluster_36364
Operon1350	JLPMBEPE_02121	amn	Cluster_65831
Operon1350	JLPMBEPE_02122	rluE	Cluster_65831
Operon1351	JLPMBEPE_02123	Unknown_Gene	Cluster_150775
Operon1352	JLPMBEPE_02124	lrp_7	Cluster_19236
Operon1353	JLPMBEPE_02125	Unknown_Gene	Cluster_19236
Operon1354	JLPMBEPE_02126	fieF	Cluster_98669
Operon1354	JLPMBEPE_02127	Unknown_Gene	Cluster_98669
Operon1355	JLPMBEPE_02128	hrpB	Cluster_98669
Operon1356	JLPMBEPE_02129	Unknown_Gene	Cluster_73947
Operon1357	JLPMBEPE_02130	Unknown_Gene	Cluster_73947
Operon1358	JLPMBEPE_02131	Unknown_Gene	Cluster_78429
Operon1358	JLPMBEPE_02132	polC	Cluster_78429
Operon1359	JLPMBEPE_02133	yedA	Cluster_93719
Operon1360	JLPMBEPE_02134	rhlE_2	Cluster_148352
Operon1361	JLPMBEPE_02135	baiN	Cluster_84500
Operon1362	JLPMBEPE_02136	Unknown_Gene	Cluster_75870
Operon1363	JLPMBEPE_02137	ais	Cluster_68098
Operon1364	JLPMBEPE_02138	Unknown_Gene	Cluster_68098
Operon1365	JLPMBEPE_02139	tesB	Cluster_118964
Operon1365	JLPMBEPE_02140	gph_2	Cluster_118964
Operon1366	JLPMBEPE_02141	adh_4	Cluster_95236
Operon1367	JLPMBEPE_02142	lutR_3	Cluster_40179
Operon1368	JLPMBEPE_02143	ttuB_2	Cluster_40179
Operon1368	JLPMBEPE_02144	gudD	Cluster_40179
Operon1369	JLPMBEPE_02145	bauD	Cluster_11687
Operon1370	JLPMBEPE_02146	hcaR_1	Cluster_31375
Operon1371	JLPMBEPE_02147	stp	Cluster_31375
Operon1372	JLPMBEPE_02148	Unknown_Gene	Cluster_64136
Operon1373	JLPMBEPE_02149	fhuA_5	Cluster_90037
Operon1374	JLPMBEPE_02150	Unknown_Gene	Cluster_100655
Operon1375	JLPMBEPE_02151	stcD_1	Cluster_100655
Operon1376	JLPMBEPE_02152	dddP	Cluster_98752
Operon1376	JLPMBEPE_02153	tcyC_1	Cluster_98752
Operon1376	JLPMBEPE_02154	tcyB	Cluster_98752
Operon1376	JLPMBEPE_02155	artQ_1	Cluster_98752
Operon1377	JLPMBEPE_02156	Unknown_Gene	Cluster_147767
Operon1378	JLPMBEPE_02157	suhB	Cluster_82776
Operon1379	JLPMBEPE_02158	trmJ	Cluster_82776
Operon1379	JLPMBEPE_02159	cysE_1	Cluster_82776
Operon1380	JLPMBEPE_02160	iscR	Cluster_68244
Operon1380	JLPMBEPE_02161	iscS_1	Cluster_68244
Operon1380	JLPMBEPE_02162	iscU	Cluster_68244
Operon1380	JLPMBEPE_02163	iscA	Cluster_68244
Operon1380	JLPMBEPE_02164	hscB	Cluster_68244
Operon1380	JLPMBEPE_02165	hscA	Cluster_68244
Operon1380	JLPMBEPE_02166	fdx_2	Cluster_68244
Operon1380	JLPMBEPE_02167	iscX	Cluster_68244
Operon1381	JLPMBEPE_02168	ndk	Cluster_124198
Operon1381	JLPMBEPE_02169	rlmN	Cluster_124198
Operon1381	JLPMBEPE_02170	Unknown_Gene	Cluster_124198
Operon1381	JLPMBEPE_02171	rodZ	Cluster_124198
Operon1381	JLPMBEPE_02172	ispG	Cluster_124198
Operon1381	JLPMBEPE_02173	hisS	Cluster_124198
Operon1381	JLPMBEPE_02174	Unknown_Gene	Cluster_124198
Operon1381	JLPMBEPE_02175	bamB	Cluster_124198
Operon1382	JLPMBEPE_02176	der	Cluster_104851
Operon1383	JLPMBEPE_02177	ybdL	Cluster_55436
Operon1383	JLPMBEPE_02178	yafV	Cluster_55436
Operon1384	JLPMBEPE_02179	Unknown_Gene	Cluster_41146
Operon1385	JLPMBEPE_02180	bfrD	Cluster_51622
Operon1386	JLPMBEPE_02181	Unknown_Gene	Cluster_51622
Operon1386	JLPMBEPE_02182	esiB	Cluster_51622
Operon1387	JLPMBEPE_02183	ldc	Cluster_11186
Operon1388	JLPMBEPE_02184	fecI_12	Cluster_11186
Operon1388	JLPMBEPE_02185	Unknown_Gene	Cluster_11186
Operon1389	JLPMBEPE_02186	fecA	Cluster_109793
Operon1390	JLPMBEPE_02187	Unknown_Gene	Cluster_17017
Operon1391	JLPMBEPE_02188	osmV	Cluster_13078
Operon1391	JLPMBEPE_02189	osmW	Cluster_13078
Operon1391	JLPMBEPE_02190	osmX	Cluster_13078
Operon1391	JLPMBEPE_02191	osmY	Cluster_13078
Operon1392	JLPMBEPE_02192	prfC	Cluster_13078
Operon1393	JLPMBEPE_02193	spuD_4	Cluster_152350
Operon1394	JLPMBEPE_02194	Unknown_Gene	Cluster_18953
Operon1395	JLPMBEPE_02195	Unknown_Gene	Cluster_18953
Operon1396	JLPMBEPE_02196	Unknown_Gene	Cluster_55451
Operon1397	JLPMBEPE_02197	Unknown_Gene	Cluster_55451
Operon1398	JLPMBEPE_02198	ddpF	Cluster_123079
Operon1398	JLPMBEPE_02199	dppD	Cluster_123079
Operon1398	JLPMBEPE_02200	dppC	Cluster_123079
Operon1398	JLPMBEPE_02201	dppB_1	Cluster_123079
Operon1399	JLPMBEPE_02202	dppA_1	Cluster_130794
Operon1400	JLPMBEPE_02203	oprD_3	Cluster_50815
Operon1401	JLPMBEPE_02204	dppA_2	Cluster_18678
Operon1402	JLPMBEPE_02205	Unknown_Gene	Cluster_58774
Operon1403	JLPMBEPE_02206	regB	Cluster_58774
Operon1403	JLPMBEPE_02207	regA	Cluster_58774
Operon1404	JLPMBEPE_02208	Unknown_Gene	Cluster_94983
Operon1405	JLPMBEPE_02209	aroP_1	Cluster_149241
Operon1406	JLPMBEPE_02210	Unknown_Gene	Cluster_145943
Operon1407	JLPMBEPE_02211	rlpA_2	Cluster_81824
Operon1408	JLPMBEPE_02212	gatB	Cluster_57273
Operon1408	JLPMBEPE_02213	gatA	Cluster_57273
Operon1408	JLPMBEPE_02214	gatC	Cluster_57273
Operon1409	JLPMBEPE_02215	mreB	Cluster_57273
Operon1410	JLPMBEPE_02216	Unknown_Gene	Cluster_46122
Operon1410	JLPMBEPE_02217	mreD	Cluster_46122
Operon1410	JLPMBEPE_02218	yhdE	Cluster_46122
Operon1411	JLPMBEPE_02219	rng	Cluster_148451
Operon1412	JLPMBEPE_02220	Unknown_Gene	Cluster_125231
Operon1412	JLPMBEPE_02221	nit1	Cluster_125231
Operon1412	JLPMBEPE_02222	tldD	Cluster_125231
Operon1413	JLPMBEPE_02223	Unknown_Gene	Cluster_110405
Operon1414	JLPMBEPE_02224	pmbA	Cluster_110405
Operon1415	JLPMBEPE_02225	Unknown_Gene	Cluster_69398
Operon1415	JLPMBEPE_02226	fumC_1	Cluster_69398
Operon1415	JLPMBEPE_02227	Unknown_Gene	Cluster_69398
Operon1415	JLPMBEPE_02228	sodB_1	Cluster_69398
Operon1415	JLPMBEPE_02229	zupT_1	Cluster_69398
Operon1416	JLPMBEPE_02230	ptsH	Cluster_131407
Operon1416	JLPMBEPE_02231	rapZ	Cluster_131407
Operon1416	JLPMBEPE_02232	ptsN	Cluster_131407
Operon1416	JLPMBEPE_02233	hpf	Cluster_131407
Operon1417	JLPMBEPE_02234	rpoN	Cluster_59224
Operon1418	JLPMBEPE_02235	lptB_3	Cluster_43719
Operon1418	JLPMBEPE_02236	lptA	Cluster_43719
Operon1418	JLPMBEPE_02237	lptC	Cluster_43719
Operon1418	JLPMBEPE_02238	kdsC	Cluster_43719
Operon1418	JLPMBEPE_02239	kdsD	Cluster_43719
Operon1419	JLPMBEPE_02240	mlaF	Cluster_43719
Operon1419	JLPMBEPE_02241	mlaE	Cluster_43719
Operon1419	JLPMBEPE_02242	mlaD	Cluster_43719
Operon1419	JLPMBEPE_02243	mlaC	Cluster_43719
Operon1419	JLPMBEPE_02244	Unknown_Gene	Cluster_43719
Operon1420	JLPMBEPE_02245	Unknown_Gene	Cluster_103709
Operon1420	JLPMBEPE_02246	murA	Cluster_103709
Operon1421	JLPMBEPE_02247	hisG	Cluster_122375
Operon1422	JLPMBEPE_02248	hisD	Cluster_92433
Operon1422	JLPMBEPE_02249	hisC_2	Cluster_92433
Operon1423	JLPMBEPE_02250	Unknown_Gene	Cluster_90056
Operon1424	JLPMBEPE_02251	nanR_1	Cluster_90056
Operon1424	JLPMBEPE_02252	yycB_1	Cluster_90056
Operon1425	JLPMBEPE_02253	Unknown_Gene	Cluster_141239
Operon1425	JLPMBEPE_02254	Unknown_Gene	Cluster_141239
Operon1426	JLPMBEPE_02255	yejK	Cluster_19475
Operon1427	JLPMBEPE_02256	hupB_2	Cluster_19475
Operon1428	JLPMBEPE_02257	rlmF	Cluster_76361
Operon1429	JLPMBEPE_02258	valS	Cluster_53375
Operon1430	JLPMBEPE_02259	Unknown_Gene	Cluster_153803
Operon1430	JLPMBEPE_02260	holC	Cluster_153803
Operon1431	JLPMBEPE_02261	pepA	Cluster_31856
Operon1432	JLPMBEPE_02262	lptF	Cluster_31856
Operon1432	JLPMBEPE_02263	lptG	Cluster_31856
Operon1433	JLPMBEPE_02264	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1434	JLPMBEPE_02265	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1435	JLPMBEPE_02266	Unknown_Gene	Cluster_575
Operon1436	JLPMBEPE_02267	kpsM	Cluster_575
Operon1436	JLPMBEPE_02268	kpsT	Cluster_575
Operon1437	JLPMBEPE_02269	Unknown_Gene	Cluster_151467
Operon1437	JLPMBEPE_02270	Unknown_Gene	Cluster_151467
Operon1437	JLPMBEPE_02271	Unknown_Gene	Cluster_151467
Operon1437	JLPMBEPE_02272	Unknown_Gene	Cluster_151467
Operon1438	JLPMBEPE_02273	oatWY	Cluster_155092
Operon1439	JLPMBEPE_02274	lnpD	Cluster_155092
Operon1440	JLPMBEPE_02275	kdsA_1	Cluster_154374
Operon1440	JLPMBEPE_02276	kdsB_1	Cluster_154374
Operon1441	JLPMBEPE_02277	Unknown_Gene	Cluster_44493
Operon1442	JLPMBEPE_02278	kpsF	Cluster_6327
Operon1443	JLPMBEPE_02279	Unknown_Gene	Cluster_6327
Operon1444	JLPMBEPE_02280	Unknown_Gene	Cluster_35344
Operon1444	JLPMBEPE_02281	Unknown_Gene	Cluster_35344
Operon1444	JLPMBEPE_02282	Unknown_Gene	Cluster_35344
Operon1444	JLPMBEPE_02283	Unknown_Gene	Cluster_35344
Operon1444	JLPMBEPE_02284	Unknown_Gene	Cluster_35344
Operon1444	JLPMBEPE_02285	Unknown_Gene	Cluster_35344
Operon1444	JLPMBEPE_02286	Unknown_Gene	Cluster_35344
Operon1445	JLPMBEPE_02287	bioF_2	Cluster_21507
Operon1445	JLPMBEPE_02288	tdh	Cluster_21507
Operon1446	JLPMBEPE_02289	rfbA	Cluster_75732
Operon1446	JLPMBEPE_02290	rfbD	Cluster_75732
Operon1446	JLPMBEPE_02291	rfbB	Cluster_75732
Operon1447	JLPMBEPE_02292	pglF	Cluster_143302
Operon1447	JLPMBEPE_02293	tagO	Cluster_143302
