GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2848
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LCEOCHIL_00001	pmpR_1	Cluster_106935
Operon1080	LCEOCHIL_01711	Unknown_Gene	Cluster_136140
Operon1081	LCEOCHIL_01712	Unknown_Gene	Cluster_29091
Operon1081	LCEOCHIL_01713	Unknown_Gene	Cluster_29091
Operon1082	LCEOCHIL_01714	Unknown_Gene	Cluster_104340
Operon1082	LCEOCHIL_01715	Unknown_Gene	Cluster_104340
Operon1082	LCEOCHIL_01716	Unknown_Gene	Cluster_104340
Operon1082	LCEOCHIL_01717	Unknown_Gene	Cluster_104340
Operon1082	LCEOCHIL_01718	soj_3	Cluster_104340
Operon1082	LCEOCHIL_01719	Unknown_Gene	Cluster_104340
Operon1083	LCEOCHIL_01720	Unknown_Gene	Cluster_15897
Operon1084	LCEOCHIL_01721	Unknown_Gene	Cluster_3828
Operon1085	LCEOCHIL_01722	Unknown_Gene	Cluster_75274
Operon1086	LCEOCHIL_01723	Unknown_Gene	Cluster_152552
Operon1086	LCEOCHIL_01724	Unknown_Gene	Cluster_152552
Operon1087	LCEOCHIL_01725	Unknown_Gene	Cluster_155575
Operon1087	LCEOCHIL_01726	vgrG1_1	Cluster_155575
Operon1088	LCEOCHIL_01727	hcpA	Cluster_93244
Operon1089	LCEOCHIL_01728	Unknown_Gene	Cluster_152465
Operon1089	LCEOCHIL_01729	Unknown_Gene	Cluster_152465
Operon1090	LCEOCHIL_01730	Unknown_Gene	Cluster_31707
Operon1090	LCEOCHIL_01731	Unknown_Gene	Cluster_31707
Operon1090	LCEOCHIL_01732	Unknown_Gene	Cluster_31707
Operon1090	LCEOCHIL_01733	Unknown_Gene	Cluster_31707
Operon1090	LCEOCHIL_01734	Unknown_Gene	Cluster_31707
Operon1090	LCEOCHIL_01735	Unknown_Gene	Cluster_31707
Operon1090	LCEOCHIL_01736	Unknown_Gene	Cluster_31707
Operon1091	LCEOCHIL_01737	Unknown_Gene	Cluster_31707
Operon1091	LCEOCHIL_01738	Unknown_Gene	Cluster_31707
Operon1091	LCEOCHIL_01739	Unknown_Gene	Cluster_31707
Operon1092	LCEOCHIL_01740	aer_2	Cluster_72554
Operon1092	LCEOCHIL_01741	Unknown_Gene	Cluster_72554
Operon1093	LCEOCHIL_01742	Unknown_Gene	Cluster_74281
Operon1094	LCEOCHIL_01743	lutR_1	Cluster_39940
Operon1095	LCEOCHIL_01744	glnH_1	Cluster_39940
Operon1095	LCEOCHIL_01745	yecS_2	Cluster_39940
Operon1095	LCEOCHIL_01746	yecS_3	Cluster_39940
Operon1095	LCEOCHIL_01747	glnQ_4	Cluster_39940
Operon1096	LCEOCHIL_01748	aptB	Cluster_134303
Operon1096	LCEOCHIL_01749	aptA	Cluster_134303
Operon1096	LCEOCHIL_01750	nicT_2	Cluster_134303
Operon1097	LCEOCHIL_01751	fabG_5	Cluster_60430
Operon1098	LCEOCHIL_01752	perR	Cluster_60430
Operon1099	LCEOCHIL_01753	ydhC	Cluster_46368
Operon1100	LCEOCHIL_01754	Unknown_Gene	Cluster_14618
Operon1101	LCEOCHIL_01755	Unknown_Gene	Cluster_95863
Operon1102	LCEOCHIL_01756	Unknown_Gene	Cluster_95863
Operon1103	LCEOCHIL_01757	Unknown_Gene	Cluster_36919
Operon1104	LCEOCHIL_01758	accA1	Cluster_28249
Operon1104	LCEOCHIL_01759	menB_1	Cluster_28249
Operon1104	LCEOCHIL_01760	Unknown_Gene	Cluster_28249
Operon1104	LCEOCHIL_01761	mmgC_1	Cluster_28249
Operon1105	LCEOCHIL_01762	fadD3_1	Cluster_28249
Operon1106	LCEOCHIL_01763	yhaJ_2	Cluster_22675
Operon1107	LCEOCHIL_01764	argD_1	Cluster_54411
Operon1108	LCEOCHIL_01765	Unknown_Gene	Cluster_67641
Operon1108	LCEOCHIL_01766	Unknown_Gene	Cluster_67641
Operon1109	LCEOCHIL_01767	Unknown_Gene	Cluster_79836
Operon1110	LCEOCHIL_01768	Unknown_Gene	Cluster_19840
Operon1111	LCEOCHIL_01769	yejF	Cluster_36213
Operon1111	LCEOCHIL_01770	yejE_2	Cluster_36213
Operon1111	LCEOCHIL_01771	yejB_2	Cluster_36213
Operon1111	LCEOCHIL_01772	sgrR	Cluster_36213
Operon1111	LCEOCHIL_01773	Unknown_Gene	Cluster_36213
Operon1112	LCEOCHIL_01774	mltD	Cluster_116833
Operon1113	LCEOCHIL_01775	gloB_1	Cluster_127322
Operon1114	LCEOCHIL_01776	Unknown_Gene	Cluster_127322
Operon1114	LCEOCHIL_01777	rnhA	Cluster_127322
Operon1115	LCEOCHIL_01778	dnaQ	Cluster_153048
Operon1116	LCEOCHIL_01779	adiA	Cluster_39180
Operon1117	LCEOCHIL_01780	Unknown_Gene	Cluster_79487
Operon1118	LCEOCHIL_01781	chrR	Cluster_79487
Operon1119	LCEOCHIL_01782	btuB_1	Cluster_51978
Operon1120	LCEOCHIL_01783	lasR	Cluster_51978
Operon1120	LCEOCHIL_01784	Unknown_Gene	Cluster_51978
Operon1120	LCEOCHIL_01785	Unknown_Gene	Cluster_51978
Operon1120	LCEOCHIL_01786	Unknown_Gene	Cluster_51978
Operon1121	LCEOCHIL_01787	Unknown_Gene	Cluster_59601
Operon1122	LCEOCHIL_01788	Unknown_Gene	Cluster_59601
Operon1123	LCEOCHIL_01789	nuoN	Cluster_89364
Operon1123	LCEOCHIL_01790	nuoM	Cluster_89364
Operon1123	LCEOCHIL_01791	nuoL	Cluster_89364
Operon1123	LCEOCHIL_01792	nuoK	Cluster_89364
Operon1123	LCEOCHIL_01793	nuoJ	Cluster_89364
Operon1123	LCEOCHIL_01794	nuoI	Cluster_89364
Operon1123	LCEOCHIL_01795	nuoH	Cluster_89364
Operon1123	LCEOCHIL_01796	nuoG	Cluster_89364
Operon1124	LCEOCHIL_01797	nuoF	Cluster_131414
Operon1124	LCEOCHIL_01798	nuoE	Cluster_131414
Operon1124	LCEOCHIL_01799	nuoC	Cluster_131414
Operon1125	LCEOCHIL_01800	nuoB	Cluster_20482
Operon1125	LCEOCHIL_01801	ndhC	Cluster_20482
Operon1126	LCEOCHIL_01802	Unknown_Gene	Cluster_10302
Operon1127	LCEOCHIL_01803	Unknown_Gene	Cluster_10302
Operon1128	LCEOCHIL_01804	Unknown_Gene	Cluster_80016
Operon1129	LCEOCHIL_01805	aceA	Cluster_10255
Operon1130	LCEOCHIL_01806	Unknown_Gene	Cluster_75797
Operon1131	LCEOCHIL_01807	bicA	Cluster_75797
Operon1132	LCEOCHIL_01808	fusB	Cluster_135795
Operon1133	LCEOCHIL_01809	Unknown_Gene	Cluster_44290
Operon1134	LCEOCHIL_01810	Unknown_Gene	Cluster_44290
Operon1135	LCEOCHIL_01811	gabT	Cluster_47266
Operon1136	LCEOCHIL_01812	gcvA_6	Cluster_37905
Operon1137	LCEOCHIL_01813	gabP_1	Cluster_37905
Operon1138	LCEOCHIL_01814	Unknown_Gene	Cluster_145222
Operon1139	LCEOCHIL_01815	yfcG_4	Cluster_125273
Operon1140	LCEOCHIL_01816	pitA_2	Cluster_96594
Operon1141	LCEOCHIL_01817	Unknown_Gene	Cluster_96594
Operon1142	LCEOCHIL_01818	Unknown_Gene	Cluster_88185
Operon1143	LCEOCHIL_01819	Unknown_Gene	Cluster_104895
Operon1144	LCEOCHIL_01820	gacA	Cluster_143506
Operon1144	LCEOCHIL_01821	uvrC	Cluster_143506
Operon1144	LCEOCHIL_01822	pgsA	Cluster_143506
Operon1145	LCEOCHIL_01823	Unknown_Gene	Cluster_142572
Operon1146	LCEOCHIL_01824	Unknown_Gene	Cluster_50336
Operon1147	LCEOCHIL_01825	Unknown_Gene	Cluster_37519
Operon1148	LCEOCHIL_01826	hcaR_2	Cluster_11435
Operon1149	LCEOCHIL_01827	fdm	Cluster_13621
Operon1150	LCEOCHIL_01828	Unknown_Gene	Cluster_6535
Operon1151	LCEOCHIL_01829	Unknown_Gene	Cluster_6535
Operon1152	LCEOCHIL_01830	uvrB_1	Cluster_21265
Operon1153	LCEOCHIL_01831	dmlR_9	Cluster_81197
Operon1154	LCEOCHIL_01832	Unknown_Gene	Cluster_81197
Operon1154	LCEOCHIL_01833	Unknown_Gene	Cluster_81197
Operon1154	LCEOCHIL_01834	Unknown_Gene	Cluster_81197
Operon1155	LCEOCHIL_01835	frmR_1	Cluster_35618
Operon1156	LCEOCHIL_01836	frmA_1	Cluster_146853
Operon1156	LCEOCHIL_01837	Unknown_Gene	Cluster_146853
Operon1157	LCEOCHIL_01838	Unknown_Gene	Cluster_67189
Operon1158	LCEOCHIL_01839	frmB	Cluster_147818
Operon1158	LCEOCHIL_01840	Unknown_Gene	Cluster_147818
Operon1159	LCEOCHIL_01841	rarA_1	Cluster_153180
Operon1160	LCEOCHIL_01842	nhaA_1	Cluster_145406
Operon1160	LCEOCHIL_01843	nhaA_2	Cluster_145406
Operon1161	LCEOCHIL_01844	Unknown_Gene	Cluster_102114
Operon1162	LCEOCHIL_01845	yrdA_1	Cluster_115441
Operon1163	LCEOCHIL_01846	prlC_1	Cluster_115441
Operon1163	LCEOCHIL_01847	Unknown_Gene	Cluster_115441
Operon1164	LCEOCHIL_01848	prlC_2	Cluster_100010
Operon1165	LCEOCHIL_01849	Unknown_Gene	Cluster_132912
Operon1166	LCEOCHIL_01850	cynT	Cluster_14811
Operon1167	LCEOCHIL_01851	Unknown_Gene	Cluster_62788
Operon1168	LCEOCHIL_01852	Unknown_Gene	Cluster_19331
Operon1169	LCEOCHIL_01853	Unknown_Gene	Cluster_19331
Operon1169	LCEOCHIL_01854	ctaD	Cluster_19331
Operon1169	LCEOCHIL_01855	ctaG	Cluster_19331
Operon1169	LCEOCHIL_01856	ctaE	Cluster_19331
Operon1170	LCEOCHIL_01857	Unknown_Gene	Cluster_143401
Operon1171	LCEOCHIL_01858	Unknown_Gene	Cluster_143401
Operon1171	LCEOCHIL_01859	Unknown_Gene	Cluster_143401
Operon1171	LCEOCHIL_01860	ctaA	Cluster_143401
Operon1171	LCEOCHIL_01861	ctaB	Cluster_143401
Operon1171	LCEOCHIL_01862	Unknown_Gene	Cluster_143401
Operon1172	LCEOCHIL_01863	metQ_1	Cluster_139670
Operon1173	LCEOCHIL_01864	metP	Cluster_49683
Operon1173	LCEOCHIL_01865	metN_1	Cluster_49683
Operon1174	LCEOCHIL_01866	katE	Cluster_49683
Operon1175	LCEOCHIL_01867	Unknown_Gene	Cluster_96610
Operon1176	LCEOCHIL_01868	znuB_2	Cluster_141086
Operon1176	LCEOCHIL_01869	znuC	Cluster_141086
Operon1176	LCEOCHIL_01870	zur	Cluster_141086
Operon1177	LCEOCHIL_01871	znuA	Cluster_141086
Operon1178	LCEOCHIL_01872	thrB_2	Cluster_137622
Operon1179	LCEOCHIL_01873	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1180	LCEOCHIL_01874	polA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1181	LCEOCHIL_01875	engB	Cluster_59176
Operon1182	LCEOCHIL_01876	Unknown_Gene	Cluster_59176
Operon1182	LCEOCHIL_01877	cc4	Cluster_59176
Operon1183	LCEOCHIL_01878	dsbA	Cluster_70546
Operon1183	LCEOCHIL_01879	Unknown_Gene	Cluster_70546
Operon1183	LCEOCHIL_01880	Unknown_Gene	Cluster_70546
Operon1184	LCEOCHIL_01881	amiD	Cluster_130733
Operon1185	LCEOCHIL_01882	pdeB	Cluster_101382
Operon1186	LCEOCHIL_01883	kinB	Cluster_54899
Operon1186	LCEOCHIL_01884	algB	Cluster_54899
Operon1187	LCEOCHIL_01885	Unknown_Gene	Cluster_54899
Operon1188	LCEOCHIL_01886	Unknown_Gene	Cluster_70956
Operon1188	LCEOCHIL_01887	Unknown_Gene	Cluster_70956
Operon1188	LCEOCHIL_01888	ivy	Cluster_70956
Operon1189	LCEOCHIL_01889	gltP_2	Cluster_3249
Operon1190	LCEOCHIL_01890	Unknown_Gene	Cluster_37968
Operon1191	LCEOCHIL_01891	Unknown_Gene	Cluster_53378
Operon1191	LCEOCHIL_01892	Unknown_Gene	Cluster_53378
Operon1191	LCEOCHIL_01893	mkl_2	Cluster_53378
Operon1191	LCEOCHIL_01894	Unknown_Gene	Cluster_53378
Operon1192	LCEOCHIL_01895	Unknown_Gene	Cluster_96621
Operon1193	LCEOCHIL_01896	Unknown_Gene	Cluster_168617
Operon1193	LCEOCHIL_01897	Unknown_Gene	Cluster_168617
Operon1194	LCEOCHIL_01898	Unknown_Gene	Cluster_132175
Operon1195	LCEOCHIL_01899	citN_1	Cluster_34026
Operon1196	LCEOCHIL_01900	Unknown_Gene	Cluster_34026
Operon1197	LCEOCHIL_01901	Unknown_Gene	Cluster_125288
Operon1197	LCEOCHIL_01902	Unknown_Gene	Cluster_125288
Operon1197	LCEOCHIL_01903	Unknown_Gene	Cluster_125288
Operon1198	LCEOCHIL_01904	Unknown_Gene	Cluster_30552
Operon1199	LCEOCHIL_01905	Unknown_Gene	Cluster_19531
Operon1200	LCEOCHIL_01906	cat1	Cluster_64959
Operon1201	LCEOCHIL_01907	pntB	Cluster_15825
Operon1201	LCEOCHIL_01908	Unknown_Gene	Cluster_15825
Operon1201	LCEOCHIL_01909	pntAA	Cluster_15825
Operon1202	LCEOCHIL_01910	gcvA_7	Cluster_76800
Operon1203	LCEOCHIL_01911	mmgC_2	Cluster_76800
Operon1203	LCEOCHIL_01912	uctC	Cluster_76800
Operon1204	LCEOCHIL_01913	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1204	LCEOCHIL_01914	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1205	LCEOCHIL_01915	kdpE	Cluster_76815
Operon1205	LCEOCHIL_01916	kdpD	Cluster_76815
Operon1206	LCEOCHIL_01917	kdpC	Cluster_45802
Operon1206	LCEOCHIL_01918	kdpB	Cluster_45802
Operon1206	LCEOCHIL_01919	kdpA	Cluster_45802
Operon1206	LCEOCHIL_01920	Unknown_Gene	Cluster_45802
Operon1207	LCEOCHIL_01921	ydiK_2	Cluster_110411
Operon1207	LCEOCHIL_01922	Unknown_Gene	Cluster_110411
Operon1208	LCEOCHIL_01923	menH_1	Cluster_47551
Operon1208	LCEOCHIL_01924	Unknown_Gene	Cluster_47551
Operon1209	LCEOCHIL_01925	sixA	Cluster_66301
Operon1209	LCEOCHIL_01926	Unknown_Gene	Cluster_66301
Operon1209	LCEOCHIL_01927	gpsA	Cluster_66301
Operon1210	LCEOCHIL_01928	btuB_2	Cluster_66301
Operon1210	LCEOCHIL_01929	Unknown_Gene	Cluster_66301
Operon1210	LCEOCHIL_01930	rcsC_5	Cluster_66301
Operon1211	LCEOCHIL_01931	fabA	Cluster_54495
Operon1211	LCEOCHIL_01932	fabB	Cluster_54495
Operon1212	LCEOCHIL_01933	Unknown_Gene	Cluster_104856
Operon1213	LCEOCHIL_01934	Unknown_Gene	Cluster_104856
Operon1214	LCEOCHIL_01935	Unknown_Gene	Cluster_130773
Operon1215	LCEOCHIL_01936	htpG	Cluster_137398
Operon1216	LCEOCHIL_01937	Unknown_Gene	Cluster_81093
Operon1216	LCEOCHIL_01938	Unknown_Gene	Cluster_81093
Operon1217	LCEOCHIL_01939	Unknown_Gene	Cluster_81093
Operon1218	LCEOCHIL_01940	Unknown_Gene	Cluster_32608
Operon1219	LCEOCHIL_01941	brnQ	Cluster_12605
Operon1220	LCEOCHIL_01942	sucD	Cluster_71437
Operon1220	LCEOCHIL_01943	sucC	Cluster_71437
Operon1221	LCEOCHIL_01944	lpdG	Cluster_121705
Operon1222	LCEOCHIL_01945	sucB	Cluster_159284
Operon1222	LCEOCHIL_01946	sucA	Cluster_159284
Operon1223	LCEOCHIL_01947	sdhB	Cluster_22437
Operon1223	LCEOCHIL_01948	sdhA	Cluster_22437
Operon1223	LCEOCHIL_01949	sdhD	Cluster_22437
Operon1223	LCEOCHIL_01950	sdhC	Cluster_22437
Operon1224	LCEOCHIL_01951	gltA	Cluster_22437
Operon1225	LCEOCHIL_01952	Unknown_Gene	Cluster_168598
Operon1225	LCEOCHIL_01953	Unknown_Gene	Cluster_168598
Operon1226	LCEOCHIL_01954	Unknown_Gene	Cluster_142678
Operon1227	LCEOCHIL_01955	hisC_1	Cluster_33150
Operon1228	LCEOCHIL_01956	pal_2	Cluster_132918
Operon1228	LCEOCHIL_01957	Unknown_Gene	Cluster_132918
Operon1228	LCEOCHIL_01958	Unknown_Gene	Cluster_132918
Operon1229	LCEOCHIL_01959	etfA	Cluster_8186
Operon1229	LCEOCHIL_01960	etfB	Cluster_8186
Operon1230	LCEOCHIL_01961	Unknown_Gene	Cluster_8186
Operon1231	LCEOCHIL_01962	proP_2	Cluster_135886
Operon1232	LCEOCHIL_01963	Unknown_Gene	Cluster_73788
Operon1233	LCEOCHIL_01964	fecI_2	Cluster_47836
Operon1234	LCEOCHIL_01965	macA_2	Cluster_47836
Operon1234	LCEOCHIL_01966	macB_1	Cluster_47836
Operon1234	LCEOCHIL_01967	ttgF_1	Cluster_47836
Operon1235	LCEOCHIL_01968	Unknown_Gene	Cluster_24840
Operon1236	LCEOCHIL_01969	Unknown_Gene	Cluster_24840
Operon1236	LCEOCHIL_01970	cefD	Cluster_24840
Operon1237	LCEOCHIL_01971	lip2	Cluster_86975
Operon1238	LCEOCHIL_01972	Unknown_Gene	Cluster_86975
Operon1239	LCEOCHIL_01973	Unknown_Gene	Cluster_74758
Operon1240	LCEOCHIL_01974	copR_2	Cluster_74758
Operon1240	LCEOCHIL_01975	sasA_6	Cluster_74758
Operon1241	LCEOCHIL_01976	Unknown_Gene	Cluster_13479
Operon1241	LCEOCHIL_01977	Unknown_Gene	Cluster_13479
Operon1241	LCEOCHIL_01978	cusA_1	Cluster_13479
Operon1241	LCEOCHIL_01979	Unknown_Gene	Cluster_13479
Operon1242	LCEOCHIL_01980	Unknown_Gene	Cluster_90558
Operon1242	LCEOCHIL_01981	Unknown_Gene	Cluster_90558
Operon1242	LCEOCHIL_01982	Unknown_Gene	Cluster_90558
Operon1243	LCEOCHIL_01983	Unknown_Gene	Cluster_39374
Operon1244	LCEOCHIL_01984	Unknown_Gene	Cluster_25691
Operon1245	LCEOCHIL_01985	silP	NO_CLUSTER_ASSOCIATION_FOUND
Operon1246	LCEOCHIL_01986	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1247	LCEOCHIL_01987	Unknown_Gene	Cluster_49095
Operon1248	LCEOCHIL_01988	SIRT5	NO_CLUSTER_ASSOCIATION_FOUND
Operon1249	LCEOCHIL_01989	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1250	LCEOCHIL_01990	Unknown_Gene	Cluster_17568
Operon1251	LCEOCHIL_01991	Unknown_Gene	Cluster_34792
Operon1252	LCEOCHIL_01992	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1252	LCEOCHIL_01993	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1253	LCEOCHIL_01994	Unknown_Gene	Cluster_101360
Operon1254	LCEOCHIL_01995	eptA_1	Cluster_1179
Operon1255	LCEOCHIL_01996	czcD_2	Cluster_1179
Operon1256	LCEOCHIL_01997	Unknown_Gene	Cluster_79304
Operon1257	LCEOCHIL_01998	Unknown_Gene	Cluster_2999
Operon1258	LCEOCHIL_01999	czcR_2	Cluster_2999
Operon1258	LCEOCHIL_02000	cusS_1	Cluster_2999
Operon1259	LCEOCHIL_02001	Unknown_Gene	Cluster_39140
Operon1260	LCEOCHIL_02002	Unknown_Gene	Cluster_39140
Operon1261	LCEOCHIL_02003	arnT	Cluster_2462
Operon1261	LCEOCHIL_02004	Unknown_Gene	Cluster_2462
Operon1262	LCEOCHIL_02005	Unknown_Gene	Cluster_2462
Operon1263	LCEOCHIL_02006	oprP	Cluster_55773
Operon1264	LCEOCHIL_02007	Unknown_Gene	Cluster_32390
Operon1265	LCEOCHIL_02008	Unknown_Gene	Cluster_97003
Operon1266	LCEOCHIL_02009	cadA_1	Cluster_58772
Operon1267	LCEOCHIL_02010	Unknown_Gene	Cluster_76759
Operon1268	LCEOCHIL_02011	czcA_1	Cluster_139613
Operon1268	LCEOCHIL_02012	czcB_1	Cluster_139613
Operon1269	LCEOCHIL_02013	czcC_1	Cluster_18496
Operon1270	LCEOCHIL_02014	oprD_4	Cluster_18496
Operon1271	LCEOCHIL_02015	czcR_3	Cluster_12245
Operon1272	LCEOCHIL_02016	Unknown_Gene	Cluster_104460
Operon1273	LCEOCHIL_02017	Unknown_Gene	Cluster_64060
Operon1274	LCEOCHIL_02018	Unknown_Gene	Cluster_153026
Operon1275	LCEOCHIL_02019	Unknown_Gene	Cluster_937
Operon1276	LCEOCHIL_02020	Unknown_Gene	Cluster_937
Operon1277	LCEOCHIL_02021	Unknown_Gene	Cluster_123856
Operon1277	LCEOCHIL_02022	Unknown_Gene	Cluster_123856
Operon1278	LCEOCHIL_02023	Unknown_Gene	Cluster_49988
Operon1279	LCEOCHIL_02024	norR_2	Cluster_51628
Operon1280	LCEOCHIL_02025	Unknown_Gene	Cluster_51628
Operon1280	LCEOCHIL_02026	Unknown_Gene	Cluster_51628
Operon1280	LCEOCHIL_02027	Unknown_Gene	Cluster_51628
Operon1281	LCEOCHIL_02028	gcvA_8	Cluster_51952
Operon1282	LCEOCHIL_02029	alkJ_2	Cluster_51952
Operon1283	LCEOCHIL_02030	nanT_1	Cluster_118221
Operon1284	LCEOCHIL_02031	Unknown_Gene	Cluster_145171
Operon1285	LCEOCHIL_02032	gmhB	Cluster_126047
Operon1285	LCEOCHIL_02033	glyS	Cluster_126047
Operon1285	LCEOCHIL_02034	glyQ	Cluster_126047
Operon1286	LCEOCHIL_02035	tag	Cluster_126047
Operon1286	LCEOCHIL_02036	lpxP	Cluster_126047
Operon1287	LCEOCHIL_02037	Unknown_Gene	Cluster_144713
Operon1287	LCEOCHIL_02038	trkA	Cluster_144713
Operon1287	LCEOCHIL_02039	rsmB	Cluster_144713
Operon1287	LCEOCHIL_02040	fmt	Cluster_144713
Operon1288	LCEOCHIL_02041	def_1	Cluster_111889
Operon1289	LCEOCHIL_02042	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1290	LCEOCHIL_02043	Unknown_Gene	Cluster_159555
Operon1290	LCEOCHIL_02044	Unknown_Gene	Cluster_159555
Operon1290	LCEOCHIL_02045	tsaC	Cluster_159555
Operon1291	LCEOCHIL_02046	Unknown_Gene	Cluster_15194
Operon1292	LCEOCHIL_02047	qorA_2	Cluster_92508
Operon1293	LCEOCHIL_02048	hemF	Cluster_92508
Operon1293	LCEOCHIL_02049	aroE_2	Cluster_92508
Operon1294	LCEOCHIL_02050	dauA_1	Cluster_110540
Operon1294	LCEOCHIL_02051	Unknown_Gene	Cluster_110540
Operon1294	LCEOCHIL_02052	Unknown_Gene	Cluster_110540
Operon1294	LCEOCHIL_02053	betC	Cluster_110540
Operon1295	LCEOCHIL_02054	gcvA_9	Cluster_110540
Operon1296	LCEOCHIL_02055	Unknown_Gene	Cluster_151280
Operon1297	LCEOCHIL_02056	Unknown_Gene	Cluster_151280
Operon1298	LCEOCHIL_02057	trpA	Cluster_109067
Operon1298	LCEOCHIL_02058	trpB	Cluster_109067
Operon1299	LCEOCHIL_02059	trpI_2	Cluster_109067
Operon1300	LCEOCHIL_02060	yqjD_1	Cluster_83371
Operon1301	LCEOCHIL_02061	Unknown_Gene	Cluster_83371
Operon1302	LCEOCHIL_02062	Unknown_Gene	Cluster_116183
Operon1303	LCEOCHIL_02063	limB	Cluster_81727
Operon1304	LCEOCHIL_02064	osmC	Cluster_81727
Operon1305	LCEOCHIL_02065	Unknown_Gene	Cluster_135786
Operon1306	LCEOCHIL_02066	Unknown_Gene	Cluster_150079
Operon1307	LCEOCHIL_02067	Unknown_Gene	Cluster_126202
Operon1308	LCEOCHIL_02068	Unknown_Gene	Cluster_126202
Operon1309	LCEOCHIL_02069	Unknown_Gene	Cluster_116476
Operon1310	LCEOCHIL_02070	Unknown_Gene	Cluster_116476
Operon1311	LCEOCHIL_02071	ilvE	Cluster_7068
Operon1312	LCEOCHIL_02072	Unknown_Gene	Cluster_7068
Operon1312	LCEOCHIL_02073	cobN	Cluster_7068
Operon1312	LCEOCHIL_02074	Unknown_Gene	Cluster_7068
Operon1313	LCEOCHIL_02075	Unknown_Gene	Cluster_116188
Operon1314	LCEOCHIL_02076	Unknown_Gene	Cluster_25395
Operon1315	LCEOCHIL_02077	atoC_1	Cluster_25395
Operon1316	LCEOCHIL_02078	yghU	Cluster_59211
Operon1317	LCEOCHIL_02079	Unknown_Gene	Cluster_59211
Operon1318	LCEOCHIL_02080	yhhS_1	Cluster_44051
Operon1319	LCEOCHIL_02081	ybiT	Cluster_13166
Operon1320	LCEOCHIL_02082	Unknown_Gene	Cluster_13166
Operon1321	LCEOCHIL_02083	yedK_3	Cluster_95860
Operon1322	LCEOCHIL_02084	rssB_2	Cluster_92401
Operon1323	LCEOCHIL_02085	ccp	Cluster_92401
Operon1323	LCEOCHIL_02086	Unknown_Gene	Cluster_92401
Operon1323	LCEOCHIL_02087	cckA_2	Cluster_92401
Operon1324	LCEOCHIL_02088	Unknown_Gene	Cluster_140400
Operon1325	LCEOCHIL_02089	Unknown_Gene	Cluster_44025
Operon1326	LCEOCHIL_02090	Unknown_Gene	Cluster_30215
Operon1327	LCEOCHIL_02091	Unknown_Gene	Cluster_115515
Operon1328	LCEOCHIL_02092	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1329	LCEOCHIL_02093	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1330	LCEOCHIL_02094	mltF_1	Cluster_64961
Operon1331	LCEOCHIL_02095	xcpT	Cluster_64961
Operon1331	LCEOCHIL_02096	epsF_2	Cluster_64961
Operon1332	LCEOCHIL_02097	bepF_1	Cluster_72831
Operon1332	LCEOCHIL_02098	oqxB9	Cluster_72831
Operon1332	LCEOCHIL_02099	ttgI_2	Cluster_72831
Operon1333	LCEOCHIL_02100	bepA_1	Cluster_36873
Operon1334	LCEOCHIL_02101	rcsC_6	Cluster_130000
Operon1335	LCEOCHIL_02102	rcsC_7	Cluster_69064
Operon1336	LCEOCHIL_02103	Unknown_Gene	Cluster_69064
Operon1337	LCEOCHIL_02104	Unknown_Gene	Cluster_94041
Operon1338	LCEOCHIL_02105	hpd	Cluster_96821
Operon1338	LCEOCHIL_02106	Unknown_Gene	Cluster_96821
Operon1339	LCEOCHIL_02107	pdeG	Cluster_96821
Operon1339	LCEOCHIL_02108	rarD_1	Cluster_96821
Operon1340	LCEOCHIL_02109	Unknown_Gene	Cluster_19240
Operon1341	LCEOCHIL_02110	eamB_1	Cluster_19240
Operon1342	LCEOCHIL_02111	rhaR_2	Cluster_158215
Operon1342	LCEOCHIL_02112	Unknown_Gene	Cluster_158215
Operon1343	LCEOCHIL_02113	Unknown_Gene	Cluster_25845
Operon1344	LCEOCHIL_02114	Unknown_Gene	Cluster_25845
Operon1345	LCEOCHIL_02115	gapN	Cluster_84511
Operon1346	LCEOCHIL_02116	Unknown_Gene	Cluster_109110
Operon1347	LCEOCHIL_02117	Unknown_Gene	Cluster_149324
Operon1348	LCEOCHIL_02118	ilvA_1	Cluster_67618
Operon1349	LCEOCHIL_02119	Unknown_Gene	Cluster_62308
Operon1350	LCEOCHIL_02120	Unknown_Gene	Cluster_62308
Operon1350	LCEOCHIL_02121	Unknown_Gene	Cluster_62308
Operon1350	LCEOCHIL_02122	nfrA	Cluster_62308
Operon1350	LCEOCHIL_02123	Unknown_Gene	Cluster_62308
