GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2171
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	ALBICJPK_00001	bauC	Cluster_135751
Operon1046	ALBICJPK_01592	Unknown_Gene	Cluster_127949
Operon1046	ALBICJPK_01593	kaiC	Cluster_127949
Operon1046	ALBICJPK_01594	tcrX	Cluster_127949
Operon1047	ALBICJPK_01595	csrA1	Cluster_42311
Operon1048	ALBICJPK_01596	Unknown_Gene	Cluster_148532
Operon1049	ALBICJPK_01597	cysA_2	Cluster_129299
Operon1049	ALBICJPK_01598	cysT_1	Cluster_129299
Operon1049	ALBICJPK_01599	modA	Cluster_129299
Operon1050	ALBICJPK_01600	pnoA	Cluster_152483
Operon1051	ALBICJPK_01601	Unknown_Gene	Cluster_78358
Operon1051	ALBICJPK_01602	Unknown_Gene	Cluster_78358
Operon1052	ALBICJPK_01603	Unknown_Gene	Cluster_78358
Operon1053	ALBICJPK_01604	Unknown_Gene	Cluster_132900
Operon1053	ALBICJPK_01605	tsdA	Cluster_132900
Operon1054	ALBICJPK_01606	gtaB	Cluster_47130
Operon1055	ALBICJPK_01607	gor	Cluster_118484
Operon1056	ALBICJPK_01608	Unknown_Gene	Cluster_80425
Operon1057	ALBICJPK_01609	btuD_1	Cluster_27166
Operon1057	ALBICJPK_01610	ydcV_1	Cluster_27166
Operon1057	ALBICJPK_01611	Unknown_Gene	Cluster_27166
Operon1057	ALBICJPK_01612	potD_1	Cluster_27166
Operon1058	ALBICJPK_01613	ribBA_2	Cluster_132118
Operon1059	ALBICJPK_01614	Unknown_Gene	Cluster_132118
Operon1060	ALBICJPK_01615	aes	Cluster_85730
Operon1061	ALBICJPK_01616	dmlR_7	Cluster_85730
Operon1061	ALBICJPK_01617	Unknown_Gene	Cluster_85730
Operon1062	ALBICJPK_01618	mbtH	Cluster_119498
Operon1062	ALBICJPK_01619	lgrE	Cluster_119498
Operon1063	ALBICJPK_01620	Unknown_Gene	Cluster_148053
Operon1063	ALBICJPK_01621	Unknown_Gene	Cluster_148053
Operon1064	ALBICJPK_01622	Unknown_Gene	Cluster_69551
Operon1064	ALBICJPK_01623	znuB_1	Cluster_69551
Operon1064	ALBICJPK_01624	znuC_1	Cluster_69551
Operon1064	ALBICJPK_01625	Unknown_Gene	Cluster_69551
Operon1064	ALBICJPK_01626	Unknown_Gene	Cluster_69551
Operon1064	ALBICJPK_01627	Unknown_Gene	Cluster_69551
Operon1064	ALBICJPK_01628	Unknown_Gene	Cluster_69551
Operon1064	ALBICJPK_01629	Unknown_Gene	Cluster_69551
Operon1065	ALBICJPK_01630	pvdA	Cluster_70946
Operon1066	ALBICJPK_01631	Unknown_Gene	Cluster_70946
Operon1067	ALBICJPK_01632	pbpG	NO_CLUSTER_ASSOCIATION_FOUND
Operon1068	ALBICJPK_01633	Unknown_Gene	Cluster_155325
Operon1068	ALBICJPK_01634	Unknown_Gene	Cluster_155325
Operon1069	ALBICJPK_01635	Unknown_Gene	Cluster_48164
Operon1070	ALBICJPK_01636	Unknown_Gene	Cluster_102954
Operon1071	ALBICJPK_01637	Unknown_Gene	Cluster_102954
Operon1072	ALBICJPK_01638	Unknown_Gene	Cluster_47760
Operon1073	ALBICJPK_01639	sdhL	Cluster_47760
Operon1074	ALBICJPK_01640	Unknown_Gene	Cluster_118927
Operon1075	ALBICJPK_01641	gloA	Cluster_50541
Operon1076	ALBICJPK_01642	Unknown_Gene	Cluster_22806
Operon1077	ALBICJPK_01643	nicP_5	Cluster_22806
Operon1078	ALBICJPK_01644	Unknown_Gene	Cluster_140953
Operon1079	ALBICJPK_01645	cckA	Cluster_39150
Operon1080	ALBICJPK_01646	rcsC_5	Cluster_39150
Operon1080	ALBICJPK_01647	cheR	Cluster_39150
Operon1080	ALBICJPK_01648	cheB_2	Cluster_39150
Operon1080	ALBICJPK_01649	rcsC_6	Cluster_39150
Operon1080	ALBICJPK_01650	cpdR	Cluster_39150
Operon1081	ALBICJPK_01651	fabR_1	Cluster_66727
Operon1081	ALBICJPK_01652	mmgB	Cluster_66727
Operon1081	ALBICJPK_01653	bktB	Cluster_66727
Operon1082	ALBICJPK_01654	Unknown_Gene	Cluster_66727
Operon1083	ALBICJPK_01655	Unknown_Gene	Cluster_59194
Operon1084	ALBICJPK_01656	yycB_1	Cluster_59194
Operon1085	ALBICJPK_01657	gabR_1	Cluster_123086
Operon1086	ALBICJPK_01658	Unknown_Gene	Cluster_89379
Operon1087	ALBICJPK_01659	Unknown_Gene	Cluster_61602
Operon1087	ALBICJPK_01660	lutA	Cluster_61602
Operon1087	ALBICJPK_01661	Unknown_Gene	Cluster_61602
Operon1087	ALBICJPK_01662	Unknown_Gene	Cluster_61602
Operon1088	ALBICJPK_01663	glcC	Cluster_61602
Operon1089	ALBICJPK_01664	Unknown_Gene	Cluster_41607
Operon1090	ALBICJPK_01665	Unknown_Gene	Cluster_41607
Operon1091	ALBICJPK_01666	mrdA_1	Cluster_15348
Operon1092	ALBICJPK_01667	pcaK_1	Cluster_15348
Operon1093	ALBICJPK_01668	nicP_6	Cluster_115320
Operon1094	ALBICJPK_01669	Unknown_Gene	Cluster_11917
Operon1095	ALBICJPK_01670	pht2	Cluster_36603
Operon1095	ALBICJPK_01671	tsaM1	Cluster_36603
Operon1096	ALBICJPK_01672	Unknown_Gene	Cluster_36603
Operon1096	ALBICJPK_01673	Unknown_Gene	Cluster_36603
Operon1096	ALBICJPK_01674	Unknown_Gene	Cluster_36603
Operon1097	ALBICJPK_01675	Unknown_Gene	Cluster_105593
Operon1098	ALBICJPK_01676	betI_2	Cluster_105593
Operon1099	ALBICJPK_01677	arcA_1	Cluster_135165
Operon1099	ALBICJPK_01678	Unknown_Gene	Cluster_135165
Operon1099	ALBICJPK_01679	rcsC_7	Cluster_135165
Operon1100	ALBICJPK_01680	rocE	Cluster_53319
Operon1101	ALBICJPK_01681	Unknown_Gene	Cluster_46358
Operon1101	ALBICJPK_01682	acdA_2	Cluster_46358
Operon1101	ALBICJPK_01683	FCS1_2	Cluster_46358
Operon1101	ALBICJPK_01684	aruI_1	Cluster_46358
Operon1101	ALBICJPK_01685	bar	Cluster_46358
Operon1101	ALBICJPK_01686	aruH	Cluster_46358
Operon1101	ALBICJPK_01687	ald	Cluster_46358
Operon1101	ALBICJPK_01688	kefF_1	Cluster_46358
Operon1102	ALBICJPK_01689	spuD_2	Cluster_9713
Operon1102	ALBICJPK_01690	spuC_3	Cluster_9713
Operon1102	ALBICJPK_01691	Unknown_Gene	Cluster_9713
Operon1103	ALBICJPK_01692	Unknown_Gene	Cluster_81689
Operon1104	ALBICJPK_01693	Unknown_Gene	Cluster_106280
Operon1105	ALBICJPK_01694	Unknown_Gene	Cluster_64852
Operon1105	ALBICJPK_01695	cpnA	Cluster_64852
Operon1106	ALBICJPK_01696	benM_2	Cluster_92388
Operon1107	ALBICJPK_01697	catB	Cluster_92388
Operon1107	ALBICJPK_01698	catC	Cluster_92388
Operon1107	ALBICJPK_01699	catA_1	Cluster_92388
Operon1108	ALBICJPK_01700	Unknown_Gene	Cluster_41608
Operon1109	ALBICJPK_01701	Unknown_Gene	Cluster_76821
Operon1110	ALBICJPK_01702	dkgB_2	Cluster_44595
Operon1111	ALBICJPK_01703	ribN	Cluster_44595
Operon1112	ALBICJPK_01704	leuO	Cluster_19013
Operon1113	ALBICJPK_01705	katG	Cluster_19013
Operon1114	ALBICJPK_01706	Unknown_Gene	Cluster_77306
Operon1115	ALBICJPK_01707	proP_3	Cluster_76765
Operon1116	ALBICJPK_01708	cdhR_2	Cluster_61187
Operon1117	ALBICJPK_01709	pssA	Cluster_61187
Operon1118	ALBICJPK_01710	Unknown_Gene	Cluster_133972
Operon1119	ALBICJPK_01711	ppnN	Cluster_56463
Operon1120	ALBICJPK_01712	Unknown_Gene	Cluster_108343
Operon1121	ALBICJPK_01713	cmpR_3	Cluster_108343
Operon1122	ALBICJPK_01714	Unknown_Gene	Cluster_80426
Operon1123	ALBICJPK_01715	genK	Cluster_32398
Operon1124	ALBICJPK_01716	nbzA	Cluster_76261
Operon1125	ALBICJPK_01717	nicP_7	Cluster_110370
Operon1126	ALBICJPK_01718	cntO_2	Cluster_20370
Operon1127	ALBICJPK_01719	Unknown_Gene	Cluster_19232
Operon1128	ALBICJPK_01720	lrp_1	Cluster_108363
Operon1129	ALBICJPK_01721	Unknown_Gene	Cluster_108363
Operon1130	ALBICJPK_01722	rcsC_8	Cluster_82276
Operon1131	ALBICJPK_01723	nudC_2	Cluster_125223
Operon1131	ALBICJPK_01724	pdhR_1	Cluster_125223
Operon1132	ALBICJPK_01725	Unknown_Gene	Cluster_70856
Operon1133	ALBICJPK_01726	hsaB_1	Cluster_138873
Operon1133	ALBICJPK_01727	tgnC	Cluster_138873
Operon1133	ALBICJPK_01728	tgnD	Cluster_138873
Operon1134	ALBICJPK_01729	Unknown_Gene	Cluster_39409
Operon1135	ALBICJPK_01730	tgnB	Cluster_78974
Operon1136	ALBICJPK_01731	hsaB_2	Cluster_28761
Operon1137	ALBICJPK_01732	Unknown_Gene	Cluster_28761
Operon1138	ALBICJPK_01733	mtrA	Cluster_114946
Operon1139	ALBICJPK_01734	Unknown_Gene	Cluster_114946
Operon1140	ALBICJPK_01735	Unknown_Gene	Cluster_117536
Operon1140	ALBICJPK_01736	cmpC	Cluster_117536
Operon1140	ALBICJPK_01737	Unknown_Gene	Cluster_117536
Operon1140	ALBICJPK_01738	Unknown_Gene	Cluster_117536
Operon1141	ALBICJPK_01739	rhsD	Cluster_30824
Operon1142	ALBICJPK_01740	Unknown_Gene	Cluster_55938
Operon1142	ALBICJPK_01741	rhsA	Cluster_55938
Operon1142	ALBICJPK_01742	Unknown_Gene	Cluster_55938
Operon1142	ALBICJPK_01743	Unknown_Gene	Cluster_55938
Operon1142	ALBICJPK_01744	vgrG1	Cluster_55938
Operon1142	ALBICJPK_01745	Unknown_Gene	Cluster_55938
Operon1142	ALBICJPK_01746	Unknown_Gene	Cluster_55938
Operon1143	ALBICJPK_01747	Unknown_Gene	Cluster_55938
Operon1144	ALBICJPK_01748	Unknown_Gene	Cluster_66600
Operon1145	ALBICJPK_01749	Unknown_Gene	Cluster_69931
Operon1145	ALBICJPK_01750	Unknown_Gene	Cluster_69931
Operon1146	ALBICJPK_01751	Unknown_Gene	Cluster_135604
Operon1146	ALBICJPK_01752	Unknown_Gene	Cluster_135604
Operon1147	ALBICJPK_01753	Unknown_Gene	Cluster_124565
Operon1148	ALBICJPK_01754	Unknown_Gene	Cluster_118796
Operon1149	ALBICJPK_01755	Unknown_Gene	Cluster_49658
Operon1150	ALBICJPK_01756	tri1	Cluster_31531
Operon1151	ALBICJPK_01757	Unknown_Gene	Cluster_31531
Operon1152	ALBICJPK_01758	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1153	ALBICJPK_01759	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01760	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01761	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01762	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01763	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01764	clpV1	Cluster_142676
Operon1153	ALBICJPK_01765	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01766	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01767	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01768	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01769	Unknown_Gene	Cluster_142676
Operon1153	ALBICJPK_01770	ompA_1	Cluster_142676
Operon1154	ALBICJPK_01771	hcp1_2	Cluster_87543
Operon1155	ALBICJPK_01772	Unknown_Gene	Cluster_120340
Operon1156	ALBICJPK_01773	uvrA_2	Cluster_74265
Operon1157	ALBICJPK_01774	Unknown_Gene	Cluster_16639
Operon1158	ALBICJPK_01775	ycaD_2	Cluster_16639
Operon1159	ALBICJPK_01776	Unknown_Gene	Cluster_61507
Operon1159	ALBICJPK_01777	Unknown_Gene	Cluster_61507
Operon1160	ALBICJPK_01778	Unknown_Gene	Cluster_116371
Operon1161	ALBICJPK_01779	aroF_2	Cluster_26575
Operon1162	ALBICJPK_01780	ppiC_1	Cluster_130065
Operon1163	ALBICJPK_01781	Unknown_Gene	Cluster_88150
Operon1163	ALBICJPK_01782	yejB_2	Cluster_88150
Operon1163	ALBICJPK_01783	yejE_2	Cluster_88150
Operon1164	ALBICJPK_01784	norR_1	Cluster_146832
Operon1165	ALBICJPK_01785	Unknown_Gene	Cluster_50592
Operon1165	ALBICJPK_01786	bdhA	Cluster_50592
Operon1166	ALBICJPK_01787	eco	Cluster_149381
Operon1167	ALBICJPK_01788	acsA_3	Cluster_122370
Operon1168	ALBICJPK_01789	ppiC_2	Cluster_114734
Operon1169	ALBICJPK_01790	Unknown_Gene	Cluster_97918
Operon1170	ALBICJPK_01791	rhtB_1	Cluster_95150
Operon1171	ALBICJPK_01792	rhaR_4	Cluster_95150
Operon1172	ALBICJPK_01793	rhtC_2	Cluster_128688
Operon1173	ALBICJPK_01794	pphB	Cluster_54950
Operon1174	ALBICJPK_01795	nadE_1	Cluster_54950
Operon1174	ALBICJPK_01796	Unknown_Gene	Cluster_54950
Operon1175	ALBICJPK_01797	ogt	Cluster_138067
Operon1176	ALBICJPK_01798	Unknown_Gene	Cluster_29397
Operon1177	ALBICJPK_01799	Unknown_Gene	Cluster_29397
Operon1178	ALBICJPK_01800	Unknown_Gene	Cluster_59973
Operon1179	ALBICJPK_01801	Unknown_Gene	Cluster_59973
Operon1180	ALBICJPK_01802	Unknown_Gene	Cluster_128740
Operon1181	ALBICJPK_01803	Unknown_Gene	Cluster_76156
Operon1182	ALBICJPK_01804	Unknown_Gene	Cluster_18730
Operon1183	ALBICJPK_01805	Unknown_Gene	Cluster_53601
Operon1184	ALBICJPK_01806	Unknown_Gene	Cluster_53601
Operon1185	ALBICJPK_01807	sigK	Cluster_114733
Operon1185	ALBICJPK_01808	Unknown_Gene	Cluster_114733
Operon1186	ALBICJPK_01809	Unknown_Gene	Cluster_45786
Operon1187	ALBICJPK_01810	aroQ_2	Cluster_121701
Operon1187	ALBICJPK_01811	aroE_3	Cluster_121701
Operon1187	ALBICJPK_01812	yfdE	Cluster_121701
Operon1187	ALBICJPK_01813	paaZ_1	Cluster_121701
Operon1187	ALBICJPK_01814	Unknown_Gene	Cluster_121701
Operon1187	ALBICJPK_01815	panE_1	Cluster_121701
Operon1188	ALBICJPK_01816	pcpR_3	Cluster_121701
Operon1189	ALBICJPK_01817	ydhP_3	Cluster_23485
Operon1190	ALBICJPK_01818	dmlR_8	Cluster_47444
Operon1191	ALBICJPK_01819	Unknown_Gene	Cluster_47444
Operon1192	ALBICJPK_01820	Unknown_Gene	Cluster_122247
Operon1193	ALBICJPK_01821	kefF_2	Cluster_122247
Operon1194	ALBICJPK_01822	Unknown_Gene	Cluster_97150
Operon1195	ALBICJPK_01823	Unknown_Gene	Cluster_97150
Operon1195	ALBICJPK_01824	Unknown_Gene	Cluster_97150
Operon1195	ALBICJPK_01825	Unknown_Gene	Cluster_97150
Operon1196	ALBICJPK_01826	Unknown_Gene	Cluster_36147
Operon1197	ALBICJPK_01827	Unknown_Gene	Cluster_151733
Operon1198	ALBICJPK_01828	Unknown_Gene	Cluster_101997
Operon1198	ALBICJPK_01829	Unknown_Gene	Cluster_101997
Operon1199	ALBICJPK_01830	norG_1	Cluster_101997
Operon1200	ALBICJPK_01831	Unknown_Gene	Cluster_121730
Operon1201	ALBICJPK_01832	sasA_4	Cluster_60316
Operon1201	ALBICJPK_01833	sasA_5	Cluster_60316
Operon1201	ALBICJPK_01834	ccp	Cluster_60316
Operon1202	ALBICJPK_01835	rssB_3	Cluster_60316
Operon1203	ALBICJPK_01836	yedK_2	Cluster_102584
Operon1204	ALBICJPK_01837	Unknown_Gene	Cluster_111237
Operon1205	ALBICJPK_01838	hdfR_4	Cluster_111237
Operon1206	ALBICJPK_01839	bioP	NO_CLUSTER_ASSOCIATION_FOUND
Operon1207	ALBICJPK_01840	ybdG	Cluster_114752
Operon1208	ALBICJPK_01841	srmB	Cluster_114752
Operon1209	ALBICJPK_01842	Unknown_Gene	Cluster_14091
Operon1210	ALBICJPK_01843	hcp1_3	Cluster_14091
Operon1210	ALBICJPK_01844	Unknown_Gene	Cluster_14091
Operon1210	ALBICJPK_01845	Unknown_Gene	Cluster_14091
Operon1211	ALBICJPK_01846	Unknown_Gene	Cluster_70434
Operon1212	ALBICJPK_01847	Unknown_Gene	Cluster_113302
Operon1213	ALBICJPK_01848	Unknown_Gene	Cluster_112603
Operon1214	ALBICJPK_01849	gltR_1	Cluster_112603
Operon1215	ALBICJPK_01850	opuE	Cluster_82274
Operon1216	ALBICJPK_01851	gbuA	Cluster_50281
Operon1217	ALBICJPK_01852	Unknown_Gene	Cluster_50281
Operon1218	ALBICJPK_01853	aer_3	Cluster_90556
Operon1219	ALBICJPK_01854	Unknown_Gene	Cluster_142680
Operon1220	ALBICJPK_01855	bepC_1	Cluster_30086
Operon1221	ALBICJPK_01856	ybaN_1	Cluster_44268
Operon1221	ALBICJPK_01857	Unknown_Gene	Cluster_44268
Operon1222	ALBICJPK_01858	recQ	Cluster_44268
Operon1223	ALBICJPK_01859	slyA_1	Cluster_82785
Operon1224	ALBICJPK_01860	Unknown_Gene	Cluster_139676
Operon1225	ALBICJPK_01861	Unknown_Gene	Cluster_139676
Operon1226	ALBICJPK_01862	Unknown_Gene	Cluster_67480
Operon1227	ALBICJPK_01863	rhaR_5	Cluster_93253
Operon1228	ALBICJPK_01864	lpxH_1	Cluster_93253
Operon1229	ALBICJPK_01865	Unknown_Gene	Cluster_47560
Operon1230	ALBICJPK_01866	virS	Cluster_47560
Operon1231	ALBICJPK_01867	trkI_2	Cluster_115447
Operon1232	ALBICJPK_01868	ydjA	Cluster_115447
Operon1233	ALBICJPK_01869	sasA_6	Cluster_142679
Operon1234	ALBICJPK_01870	Unknown_Gene	Cluster_76952
Operon1235	ALBICJPK_01871	cpxR	Cluster_8013
Operon1236	ALBICJPK_01872	yciI	NO_CLUSTER_ASSOCIATION_FOUND
Operon1236	ALBICJPK_01873	yciB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1237	ALBICJPK_01874	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1237	ALBICJPK_01875	yciO	NO_CLUSTER_ASSOCIATION_FOUND
Operon1237	ALBICJPK_01876	scpA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1237	ALBICJPK_01877	scpB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1238	ALBICJPK_01878	Unknown_Gene	Cluster_38996
Operon1239	ALBICJPK_01879	Unknown_Gene	Cluster_24420
Operon1240	ALBICJPK_01880	aroP_1	Cluster_91730
Operon1241	ALBICJPK_01881	gcvA_5	Cluster_82201
Operon1242	ALBICJPK_01882	Unknown_Gene	Cluster_82201
Operon1243	ALBICJPK_01883	yhhS_1	Cluster_123791
Operon1244	ALBICJPK_01884	Unknown_Gene	Cluster_79449
Operon1245	ALBICJPK_01885	Unknown_Gene	Cluster_63342
Operon1246	ALBICJPK_01886	Unknown_Gene	Cluster_160471
Operon1246	ALBICJPK_01887	phhA	Cluster_160471
Operon1247	ALBICJPK_01888	tyrR_1	Cluster_41364
Operon1248	ALBICJPK_01889	Unknown_Gene	Cluster_18341
Operon1249	ALBICJPK_01890	acs	Cluster_18341
Operon1250	ALBICJPK_01891	argT	Cluster_8030
Operon1251	ALBICJPK_01892	hisQ_1	Cluster_123516
Operon1251	ALBICJPK_01893	occM_1	Cluster_123516
Operon1251	ALBICJPK_01894	hisP	Cluster_123516
Operon1252	ALBICJPK_01895	cdhR_3	Cluster_118208
Operon1253	ALBICJPK_01896	aruC	Cluster_7094
Operon1254	ALBICJPK_01897	astA	Cluster_84892
Operon1255	ALBICJPK_01898	aruG	Cluster_132120
Operon1255	ALBICJPK_01899	astD	Cluster_132120
Operon1255	ALBICJPK_01900	astB	Cluster_132120
Operon1255	ALBICJPK_01901	Unknown_Gene	Cluster_132120
Operon1255	ALBICJPK_01902	astE	Cluster_132120
Operon1256	ALBICJPK_01903	alaS	Cluster_29535
Operon1257	ALBICJPK_01904	Unknown_Gene	Cluster_115446
Operon1258	ALBICJPK_01905	csrA2	Cluster_74267
Operon1259	ALBICJPK_01906	Unknown_Gene	Cluster_136036
Operon1260	ALBICJPK_01907	Unknown_Gene	Cluster_112311
Operon1261	ALBICJPK_01908	Unknown_Gene	Cluster_138640
Operon1262	ALBICJPK_01909	Unknown_Gene	Cluster_135885
Operon1262	ALBICJPK_01910	Unknown_Gene	Cluster_135885
Operon1263	ALBICJPK_01911	Unknown_Gene	Cluster_16838
Operon1264	ALBICJPK_01912	Unknown_Gene	Cluster_23647
Operon1265	ALBICJPK_01913	phnN	Cluster_23647
Operon1266	ALBICJPK_01914	Unknown_Gene	Cluster_109060
Operon1267	ALBICJPK_01915	gabP_3	Cluster_30048
Operon1268	ALBICJPK_01916	Unknown_Gene	Cluster_54025
Operon1269	ALBICJPK_01917	Unknown_Gene	Cluster_54025
Operon1270	ALBICJPK_01918	lpdV	Cluster_59613
Operon1270	ALBICJPK_01919	bkdB	Cluster_59613
Operon1270	ALBICJPK_01920	bkdA2	Cluster_59613
Operon1270	ALBICJPK_01921	bkdA1	Cluster_59613
Operon1271	ALBICJPK_01922	lrp_2	Cluster_59613
Operon1272	ALBICJPK_01923	ipuC	Cluster_82505
Operon1273	ALBICJPK_01924	ycaD_3	Cluster_93529
Operon1274	ALBICJPK_01925	ycgR	Cluster_129350
Operon1275	ALBICJPK_01926	Unknown_Gene	Cluster_154189
Operon1275	ALBICJPK_01927	Unknown_Gene	Cluster_154189
Operon1276	ALBICJPK_01928	Unknown_Gene	Cluster_132405
Operon1277	ALBICJPK_01929	cheV_2	Cluster_132405
Operon1278	ALBICJPK_01930	cheR2	Cluster_149030
Operon1279	ALBICJPK_01931	dusC	Cluster_152575
Operon1280	ALBICJPK_01932	Unknown_Gene	Cluster_114013
Operon1281	ALBICJPK_01933	rutD_2	Cluster_72686
Operon1281	ALBICJPK_01934	Unknown_Gene	Cluster_72686
Operon1282	ALBICJPK_01935	Unknown_Gene	Cluster_159544
Operon1282	ALBICJPK_01936	Unknown_Gene	Cluster_159544
Operon1283	ALBICJPK_01937	Unknown_Gene	Cluster_159544
Operon1283	ALBICJPK_01938	Unknown_Gene	Cluster_159544
Operon1284	ALBICJPK_01939	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1285	ALBICJPK_01940	Unknown_Gene	Cluster_135790
Operon1286	ALBICJPK_01941	Unknown_Gene	Cluster_35783
Operon1287	ALBICJPK_01942	gltX	Cluster_87052
Operon1288	ALBICJPK_01943	emrA_2	Cluster_87052
Operon1288	ALBICJPK_01944	emrB_2	Cluster_87052
Operon1289	ALBICJPK_01945	uvrB	Cluster_34934
Operon1290	ALBICJPK_01946	tyrB_1	Cluster_34934
Operon1291	ALBICJPK_01947	Unknown_Gene	Cluster_144390
Operon1292	ALBICJPK_01948	Unknown_Gene	Cluster_140159
Operon1292	ALBICJPK_01949	Unknown_Gene	Cluster_140159
Operon1293	ALBICJPK_01950	moaA_1	Cluster_46604
Operon1294	ALBICJPK_01951	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1295	ALBICJPK_01952	ccoN1_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon1295	ALBICJPK_01953	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1295	ALBICJPK_01954	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1295	ALBICJPK_01955	ccoP2_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon1296	ALBICJPK_01956	Unknown_Gene	Cluster_31876
Operon1296	ALBICJPK_01957	Unknown_Gene	Cluster_31876
Operon1297	ALBICJPK_01958	copA_3	Cluster_90025
Operon1297	ALBICJPK_01959	Unknown_Gene	Cluster_90025
Operon1297	ALBICJPK_01960	Unknown_Gene	Cluster_90025
Operon1298	ALBICJPK_01961	hemN	Cluster_113301
Operon1299	ALBICJPK_01962	anr	Cluster_65353
Operon1300	ALBICJPK_01963	apt	Cluster_149750
Operon1301	ALBICJPK_01964	recR	Cluster_22920
Operon1302	ALBICJPK_01965	ybaB	Cluster_141997
Operon1303	ALBICJPK_01966	ruvB_2	Cluster_100007
Operon1304	ALBICJPK_01967	Unknown_Gene	Cluster_100007
Operon1305	ALBICJPK_01968	Unknown_Gene	Cluster_22575
Operon1306	ALBICJPK_01969	Unknown_Gene	Cluster_128024
Operon1307	ALBICJPK_01970	cueR_1	Cluster_128024
Operon1308	ALBICJPK_01971	xerC_1	Cluster_40568
Operon1309	ALBICJPK_01972	Unknown_Gene	Cluster_21328
Operon1310	ALBICJPK_01973	Unknown_Gene	Cluster_19285
Operon1311	ALBICJPK_01974	Unknown_Gene	Cluster_19285
Operon1312	ALBICJPK_01975	Unknown_Gene	Cluster_82650
Operon1313	ALBICJPK_01976	Unknown_Gene	Cluster_36604
Operon1314	ALBICJPK_01977	Unknown_Gene	Cluster_3322
Operon1315	ALBICJPK_01978	ligA_2	Cluster_46875
Operon1316	ALBICJPK_01979	zipA	Cluster_50292
Operon1317	ALBICJPK_01980	smc	Cluster_38655
Operon1317	ALBICJPK_01981	rspR_1	Cluster_38655
Operon1318	ALBICJPK_01982	Unknown_Gene	Cluster_38655
Operon1318	ALBICJPK_01983	pucD	Cluster_38655
Operon1319	ALBICJPK_01984	Unknown_Gene	Cluster_103436
Operon1319	ALBICJPK_01985	guaD	Cluster_103436
Operon1320	ALBICJPK_01986	aqpZ	Cluster_82784
Operon1321	ALBICJPK_01987	rspR_2	Cluster_35034
Operon1322	ALBICJPK_01988	adeP_1	Cluster_35034
Operon1323	ALBICJPK_01989	pucM	Cluster_18692
Operon1324	ALBICJPK_01990	Unknown_Gene	Cluster_18692
Operon1324	ALBICJPK_01991	pucL	Cluster_18692
Operon1324	ALBICJPK_01992	allA	Cluster_18692
Operon1324	ALBICJPK_01993	Unknown_Gene	Cluster_18692
Operon1325	ALBICJPK_01994	uacT_1	Cluster_65354
Operon1326	ALBICJPK_01995	Unknown_Gene	Cluster_137413
Operon1327	ALBICJPK_01996	Unknown_Gene	Cluster_21674
Operon1328	ALBICJPK_01997	yedI	Cluster_94447
Operon1329	ALBICJPK_01998	rutR_3	Cluster_94447
Operon1330	ALBICJPK_01999	Unknown_Gene	Cluster_41363
Operon1331	ALBICJPK_02000	gcl	Cluster_41363
Operon1332	ALBICJPK_02001	hyi	Cluster_150757
Operon1333	ALBICJPK_02002	glxR	Cluster_75645
Operon1334	ALBICJPK_02003	ttuD	Cluster_46086
Operon1334	ALBICJPK_02004	ttuE	Cluster_46086
Operon1335	ALBICJPK_02005	Unknown_Gene	Cluster_56855
Operon1335	ALBICJPK_02006	Unknown_Gene	Cluster_56855
Operon1336	ALBICJPK_02007	sbp_1	Cluster_61508
Operon1337	ALBICJPK_02008	rlmI_2	Cluster_167887
Operon1337	ALBICJPK_02009	Unknown_Gene	Cluster_167887
Operon1338	ALBICJPK_02010	lrpC	Cluster_94288
Operon1339	ALBICJPK_02011	pucI_2	Cluster_11780
Operon1339	ALBICJPK_02012	hyuE	Cluster_11780
Operon1340	ALBICJPK_02013	dadA1_2	Cluster_158190
Operon1340	ALBICJPK_02014	Unknown_Gene	Cluster_158190
Operon1341	ALBICJPK_02015	fbp_2	Cluster_97290
Operon1342	ALBICJPK_02016	Unknown_Gene	Cluster_140321
Operon1343	ALBICJPK_02017	yddE	Cluster_152337
