GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2071
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	OMAKBKMK_00001	fatA	Cluster_100869
Operon1159	OMAKBKMK_01772	Unknown_Gene	Cluster_142921
Operon1159	OMAKBKMK_01773	Unknown_Gene	Cluster_142921
Operon1159	OMAKBKMK_01774	ywiE	Cluster_142921
Operon1160	OMAKBKMK_01775	yhbO	Cluster_152528
Operon1161	OMAKBKMK_01776	Unknown_Gene	Cluster_63729
Operon1162	OMAKBKMK_01777	fumA	Cluster_43594
Operon1163	OMAKBKMK_01778	tphA1I	Cluster_43594
Operon1164	OMAKBKMK_01779	pykA	Cluster_69183
Operon1165	OMAKBKMK_01780	Unknown_Gene	Cluster_69183
Operon1166	OMAKBKMK_01781	Unknown_Gene	Cluster_100681
Operon1166	OMAKBKMK_01782	sbcB	Cluster_100681
Operon1167	OMAKBKMK_01783	Unknown_Gene	Cluster_32644
Operon1168	OMAKBKMK_01784	purU_2	Cluster_32644
Operon1169	OMAKBKMK_01785	Unknown_Gene	Cluster_64599
Operon1169	OMAKBKMK_01786	Unknown_Gene	Cluster_64599
Operon1169	OMAKBKMK_01787	pimC	Cluster_64599
Operon1170	OMAKBKMK_01788	mcpG	Cluster_75385
Operon1171	OMAKBKMK_01789	Unknown_Gene	Cluster_75385
Operon1172	OMAKBKMK_01790	pitA	Cluster_29243
Operon1173	OMAKBKMK_01791	Unknown_Gene	Cluster_13718
Operon1174	OMAKBKMK_01792	pcaR_1	Cluster_13718
Operon1175	OMAKBKMK_01793	pcaK_1	Cluster_27973
Operon1176	OMAKBKMK_01794	pcaF	Cluster_51356
Operon1177	OMAKBKMK_01795	kgtP_1	Cluster_64600
Operon1177	OMAKBKMK_01796	pcaB	Cluster_64600
Operon1177	OMAKBKMK_01797	catD_2	Cluster_64600
Operon1177	OMAKBKMK_01798	Unknown_Gene	Cluster_64600
Operon1178	OMAKBKMK_01799	Unknown_Gene	Cluster_80678
Operon1179	OMAKBKMK_01800	nicP_3	Cluster_41443
Operon1180	OMAKBKMK_01801	ttgC_2	Cluster_41579
Operon1180	OMAKBKMK_01802	arpB	Cluster_41579
Operon1180	OMAKBKMK_01803	ttgA	Cluster_41579
Operon1181	OMAKBKMK_01804	ttgR_1	Cluster_41579
Operon1182	OMAKBKMK_01805	bmr3	Cluster_20505
Operon1183	OMAKBKMK_01806	Unknown_Gene	Cluster_20505
Operon1184	OMAKBKMK_01807	Unknown_Gene	Cluster_121875
Operon1185	OMAKBKMK_01808	dmlR_7	Cluster_114205
Operon1186	OMAKBKMK_01809	Unknown_Gene	Cluster_114205
Operon1186	OMAKBKMK_01810	Unknown_Gene	Cluster_114205
Operon1187	OMAKBKMK_01811	gcvA_6	Cluster_107456
Operon1188	OMAKBKMK_01812	aruI	Cluster_107456
Operon1189	OMAKBKMK_01813	rhaS_3	Cluster_58447
Operon1190	OMAKBKMK_01814	Unknown_Gene	Cluster_58447
Operon1191	OMAKBKMK_01815	Unknown_Gene	Cluster_149252
Operon1192	OMAKBKMK_01816	Unknown_Gene	Cluster_105785
Operon1193	OMAKBKMK_01817	Unknown_Gene	Cluster_20000
Operon1194	OMAKBKMK_01818	kgtP_2	Cluster_115312
Operon1195	OMAKBKMK_01819	dctD_2	Cluster_129838
Operon1195	OMAKBKMK_01820	dctB_2	Cluster_129838
Operon1196	OMAKBKMK_01821	Unknown_Gene	Cluster_63908
Operon1197	OMAKBKMK_01822	Unknown_Gene	Cluster_63908
Operon1198	OMAKBKMK_01823	Unknown_Gene	Cluster_117715
Operon1199	OMAKBKMK_01824	Unknown_Gene	Cluster_107882
Operon1200	OMAKBKMK_01825	glpQ	Cluster_107882
Operon1201	OMAKBKMK_01826	Unknown_Gene	Cluster_103667
Operon1202	OMAKBKMK_01827	rhlA	Cluster_24988
Operon1203	OMAKBKMK_01828	rsuA	Cluster_166123
Operon1203	OMAKBKMK_01829	Unknown_Gene	Cluster_166123
Operon1204	OMAKBKMK_01830	Unknown_Gene	Cluster_44337
Operon1205	OMAKBKMK_01831	caiD	Cluster_98835
Operon1206	OMAKBKMK_01832	ung	Cluster_98835
Operon1207	OMAKBKMK_01833	Unknown_Gene	Cluster_128841
Operon1207	OMAKBKMK_01834	Unknown_Gene	Cluster_128841
Operon1207	OMAKBKMK_01835	Unknown_Gene	Cluster_128841
Operon1208	OMAKBKMK_01836	Unknown_Gene	Cluster_167129
Operon1208	OMAKBKMK_01837	nicP_4	Cluster_167129
Operon1209	OMAKBKMK_01838	tctD	Cluster_59061
Operon1209	OMAKBKMK_01839	qseC_1	Cluster_59061
Operon1210	OMAKBKMK_01840	Unknown_Gene	Cluster_168054
Operon1210	OMAKBKMK_01841	ygfZ	Cluster_168054
Operon1211	OMAKBKMK_01842	sdhE	Cluster_93894
Operon1212	OMAKBKMK_01843	nadB	Cluster_16098
Operon1213	OMAKBKMK_01844	algU	Cluster_16098
Operon1213	OMAKBKMK_01845	mucA	Cluster_16098
Operon1213	OMAKBKMK_01846	mucB	Cluster_16098
Operon1214	OMAKBKMK_01847	degP	Cluster_70196
Operon1215	OMAKBKMK_01848	lepA	Cluster_67042
Operon1215	OMAKBKMK_01849	lepB	Cluster_67042
Operon1216	OMAKBKMK_01850	rnc	Cluster_72944
Operon1216	OMAKBKMK_01851	era	Cluster_72944
Operon1217	OMAKBKMK_01852	recO	Cluster_151828
Operon1217	OMAKBKMK_01853	pdxJ	Cluster_151828
Operon1218	OMAKBKMK_01854	cmoB	Cluster_124751
Operon1218	OMAKBKMK_01855	cmoA	Cluster_124751
Operon1219	OMAKBKMK_01856	Unknown_Gene	Cluster_111369
Operon1220	OMAKBKMK_01857	lon1	Cluster_93231
Operon1221	OMAKBKMK_01858	gcd	Cluster_54006
Operon1221	OMAKBKMK_01859	oprB_1	Cluster_54006
Operon1222	OMAKBKMK_01860	Unknown_Gene	Cluster_73370
Operon1223	OMAKBKMK_01861	Unknown_Gene	Cluster_73370
Operon1223	OMAKBKMK_01862	Unknown_Gene	Cluster_73370
Operon1224	OMAKBKMK_01863	yqjH	Cluster_124750
Operon1224	OMAKBKMK_01864	Unknown_Gene	Cluster_124750
Operon1225	OMAKBKMK_01865	Unknown_Gene	Cluster_19598
Operon1226	OMAKBKMK_01866	proY_2	Cluster_19598
Operon1227	OMAKBKMK_01867	Unknown_Gene	Cluster_165002
Operon1227	OMAKBKMK_01868	Unknown_Gene	Cluster_165002
Operon1227	OMAKBKMK_01869	cshB	Cluster_165002
Operon1228	OMAKBKMK_01870	Unknown_Gene	Cluster_165002
Operon1229	OMAKBKMK_01871	metR	Cluster_61292
Operon1230	OMAKBKMK_01872	rdmC	Cluster_61292
Operon1231	OMAKBKMK_01873	dctD_3	Cluster_138814
Operon1231	OMAKBKMK_01874	dctB_3	Cluster_138814
Operon1232	OMAKBKMK_01875	glnQ_3	Cluster_86326
Operon1232	OMAKBKMK_01876	gltK	Cluster_86326
Operon1232	OMAKBKMK_01877	gltJ	Cluster_86326
Operon1233	OMAKBKMK_01878	gltI	Cluster_31645
Operon1234	OMAKBKMK_01879	Unknown_Gene	Cluster_31645
Operon1235	OMAKBKMK_01880	glpD	Cluster_71541
Operon1236	OMAKBKMK_01881	glpR	Cluster_107888
Operon1237	OMAKBKMK_01882	glpK	Cluster_160542
Operon1237	OMAKBKMK_01883	glpF	Cluster_160542
Operon1238	OMAKBKMK_01884	ybaK	Cluster_32064
Operon1239	OMAKBKMK_01885	btuD_4	Cluster_22488
Operon1239	OMAKBKMK_01886	argF	Cluster_22488
Operon1240	OMAKBKMK_01887	napA_2	Cluster_22488
Operon1241	OMAKBKMK_01888	grxD	Cluster_123256
Operon1242	OMAKBKMK_01889	bfr_1	Cluster_58802
Operon1243	OMAKBKMK_01890	bfd	Cluster_54547
Operon1244	OMAKBKMK_01891	ahpC_1	Cluster_54547
Operon1245	OMAKBKMK_01892	rnt	Cluster_96086
Operon1245	OMAKBKMK_01893	pyrC	Cluster_96086
Operon1246	OMAKBKMK_01894	pal_2	Cluster_96086
Operon1247	OMAKBKMK_01895	argG	Cluster_91032
Operon1248	OMAKBKMK_01896	Unknown_Gene	Cluster_22515
Operon1249	OMAKBKMK_01897	bvgA_2	Cluster_22515
Operon1250	OMAKBKMK_01898	Unknown_Gene	Cluster_114194
Operon1251	OMAKBKMK_01899	nth	Cluster_122341
Operon1251	OMAKBKMK_01900	rsxE	Cluster_122341
Operon1251	OMAKBKMK_01901	rsxG	Cluster_122341
Operon1251	OMAKBKMK_01902	rsxD	Cluster_122341
Operon1251	OMAKBKMK_01903	rnfA	Cluster_122341
Operon1252	OMAKBKMK_01904	metG	Cluster_80158
Operon1253	OMAKBKMK_01905	apbC	Cluster_80158
Operon1254	OMAKBKMK_01906	capB_1	Cluster_27245
Operon1255	OMAKBKMK_01907	dcd	Cluster_27245
Operon1256	OMAKBKMK_01908	Unknown_Gene	Cluster_118404
Operon1257	OMAKBKMK_01909	Unknown_Gene	Cluster_139822
Operon1257	OMAKBKMK_01910	Unknown_Gene	Cluster_139822
Operon1258	OMAKBKMK_01911	Unknown_Gene	Cluster_119099
Operon1259	OMAKBKMK_01912	lig	Cluster_112555
Operon1259	OMAKBKMK_01913	Unknown_Gene	Cluster_112555
Operon1260	OMAKBKMK_01914	Unknown_Gene	Cluster_111368
Operon1261	OMAKBKMK_01915	quiP_2	Cluster_71540
Operon1262	OMAKBKMK_01916	Unknown_Gene	Cluster_78527
Operon1262	OMAKBKMK_01917	Unknown_Gene	Cluster_78527
Operon1262	OMAKBKMK_01918	Unknown_Gene	Cluster_78527
Operon1262	OMAKBKMK_01919	Unknown_Gene	Cluster_78527
Operon1263	OMAKBKMK_01920	pal_3	Cluster_78527
Operon1264	OMAKBKMK_01921	ompA	Cluster_125574
Operon1264	OMAKBKMK_01922	Unknown_Gene	Cluster_125574
Operon1265	OMAKBKMK_01923	Unknown_Gene	Cluster_118128
Operon1266	OMAKBKMK_01924	dinG_2	Cluster_118128
Operon1267	OMAKBKMK_01925	Unknown_Gene	Cluster_153236
Operon1268	OMAKBKMK_01926	yfeW_2	Cluster_112105
Operon1269	OMAKBKMK_01927	pal_4	Cluster_117582
Operon1269	OMAKBKMK_01928	pdxH	Cluster_117582
Operon1270	OMAKBKMK_01929	slyB	Cluster_59697
Operon1271	OMAKBKMK_01930	Unknown_Gene	Cluster_107744
Operon1272	OMAKBKMK_01931	Unknown_Gene	Cluster_51250
Operon1273	OMAKBKMK_01932	livF_1	Cluster_64945
Operon1273	OMAKBKMK_01933	lptB_1	Cluster_64945
Operon1273	OMAKBKMK_01934	Unknown_Gene	Cluster_64945
Operon1273	OMAKBKMK_01935	livH_1	Cluster_64945
Operon1274	OMAKBKMK_01936	braC_1	Cluster_23082
Operon1275	OMAKBKMK_01937	Unknown_Gene	Cluster_23082
Operon1276	OMAKBKMK_01938	garR	Cluster_77943
Operon1277	OMAKBKMK_01939	Unknown_Gene	Cluster_75662
Operon1278	OMAKBKMK_01940	rapA_2	Cluster_93476
Operon1279	OMAKBKMK_01941	Unknown_Gene	Cluster_93476
Operon1280	OMAKBKMK_01942	Unknown_Gene	Cluster_111367
Operon1281	OMAKBKMK_01943	Unknown_Gene	Cluster_132331
Operon1282	OMAKBKMK_01944	Unknown_Gene	Cluster_91740
Operon1283	OMAKBKMK_01945	aaeB_3	Cluster_90737
Operon1283	OMAKBKMK_01946	aaeX	Cluster_90737
Operon1283	OMAKBKMK_01947	aaeA_3	Cluster_90737
Operon1284	OMAKBKMK_01948	sasA_7	Cluster_65890
Operon1285	OMAKBKMK_01949	Unknown_Gene	Cluster_65890
Operon1286	OMAKBKMK_01950	dgcC	Cluster_155519
Operon1286	OMAKBKMK_01951	Unknown_Gene	Cluster_155519
Operon1286	OMAKBKMK_01952	yfdC	Cluster_155519
Operon1287	OMAKBKMK_01953	Unknown_Gene	Cluster_14001
Operon1288	OMAKBKMK_01954	Unknown_Gene	Cluster_28578
Operon1289	OMAKBKMK_01955	Unknown_Gene	Cluster_92843
Operon1290	OMAKBKMK_01956	birA	Cluster_79321
Operon1290	OMAKBKMK_01957	coaX	Cluster_79321
Operon1290	OMAKBKMK_01958	Unknown_Gene	Cluster_79321
Operon1291	OMAKBKMK_01959	Unknown_Gene	Cluster_81271
Operon1291	OMAKBKMK_01960	Unknown_Gene	Cluster_81271
Operon1291	OMAKBKMK_01961	Unknown_Gene	Cluster_81271
Operon1292	OMAKBKMK_01962	tufA_1	Cluster_130792
Operon1293	OMAKBKMK_01963	Unknown_Gene	Cluster_150172
Operon1293	OMAKBKMK_01964	secE	Cluster_150172
Operon1294	OMAKBKMK_01965	nusG	Cluster_143496
Operon1295	OMAKBKMK_01966	rplK	Cluster_103434
Operon1295	OMAKBKMK_01967	rplA	Cluster_103434
Operon1296	OMAKBKMK_01968	rplJ	Cluster_59675
Operon1297	OMAKBKMK_01969	rplL	Cluster_131227
Operon1298	OMAKBKMK_01970	rpoB	Cluster_52288
Operon1299	OMAKBKMK_01971	rpoC	Cluster_142668
Operon1300	OMAKBKMK_01972	rpsL	Cluster_55151
Operon1301	OMAKBKMK_01973	rpsG	Cluster_112385
Operon1301	OMAKBKMK_01974	fusA	Cluster_112385
Operon1301	OMAKBKMK_01975	tufA_2	Cluster_112385
Operon1302	OMAKBKMK_01976	rpsJ	Cluster_87585
Operon1303	OMAKBKMK_01977	rplC	Cluster_130094
Operon1303	OMAKBKMK_01978	rplD	Cluster_130094
Operon1303	OMAKBKMK_01979	rplW	Cluster_130094
Operon1303	OMAKBKMK_01980	rplB	Cluster_130094
Operon1303	OMAKBKMK_01981	rpsS	Cluster_130094
Operon1303	OMAKBKMK_01982	rplV	Cluster_130094
Operon1303	OMAKBKMK_01983	rpsC	Cluster_130094
Operon1303	OMAKBKMK_01984	rplP	Cluster_130094
Operon1303	OMAKBKMK_01985	rpmC	Cluster_130094
Operon1303	OMAKBKMK_01986	rpsQ	Cluster_130094
Operon1303	OMAKBKMK_01987	rplN	Cluster_130094
Operon1303	OMAKBKMK_01988	rplX	Cluster_130094
Operon1303	OMAKBKMK_01989	rplE	Cluster_130094
Operon1303	OMAKBKMK_01990	rpsN	Cluster_130094
Operon1304	OMAKBKMK_01991	rpsH	Cluster_55989
Operon1304	OMAKBKMK_01992	rplF	Cluster_55989
Operon1304	OMAKBKMK_01993	rplR	Cluster_55989
Operon1304	OMAKBKMK_01994	rpsE	Cluster_55989
Operon1304	OMAKBKMK_01995	rpmD	Cluster_55989
Operon1304	OMAKBKMK_01996	rplO	Cluster_55989
Operon1304	OMAKBKMK_01997	secY	Cluster_55989
Operon1304	OMAKBKMK_01998	rpmJ	Cluster_55989
Operon1305	OMAKBKMK_01999	rpsM	Cluster_95128
Operon1305	OMAKBKMK_02000	rpsK	Cluster_95128
Operon1305	OMAKBKMK_02001	rpsD	Cluster_95128
Operon1305	OMAKBKMK_02002	rpoA	Cluster_95128
Operon1305	OMAKBKMK_02003	rplQ	Cluster_95128
Operon1306	OMAKBKMK_02004	cat	Cluster_71980
Operon1307	OMAKBKMK_02005	bfr_2	Cluster_75911
Operon1308	OMAKBKMK_02006	uvrA_1	Cluster_96544
Operon1309	OMAKBKMK_02007	yajR	Cluster_96544
Operon1309	OMAKBKMK_02008	ssb	Cluster_96544
Operon1310	OMAKBKMK_02009	tolC_2	Cluster_16607
Operon1311	OMAKBKMK_02010	thiC	Cluster_16607
Operon1312	OMAKBKMK_02011	Unknown_Gene	Cluster_121871
Operon1313	OMAKBKMK_02012	Unknown_Gene	Cluster_65581
Operon1314	OMAKBKMK_02013	nudF	Cluster_65581
Operon1314	OMAKBKMK_02014	Unknown_Gene	Cluster_65581
Operon1315	OMAKBKMK_02015	cpdA	Cluster_127756
Operon1316	OMAKBKMK_02016	Unknown_Gene	Cluster_93920
Operon1316	OMAKBKMK_02017	parE	Cluster_93920
Operon1316	OMAKBKMK_02018	Unknown_Gene	Cluster_93920
Operon1316	OMAKBKMK_02019	Unknown_Gene	Cluster_93920
Operon1316	OMAKBKMK_02020	parC	Cluster_93920
Operon1317	OMAKBKMK_02021	Unknown_Gene	Cluster_70497
Operon1318	OMAKBKMK_02022	Unknown_Gene	Cluster_91815
Operon1319	OMAKBKMK_02023	Unknown_Gene	Cluster_91815
Operon1320	OMAKBKMK_02024	psd	Cluster_95532
Operon1320	OMAKBKMK_02025	rhdA	Cluster_95532
Operon1320	OMAKBKMK_02026	Unknown_Gene	Cluster_95532
Operon1321	OMAKBKMK_02027	motA	Cluster_95532
Operon1321	OMAKBKMK_02028	motB_1	Cluster_95532
Operon1322	OMAKBKMK_02029	Unknown_Gene	Cluster_107138
Operon1323	OMAKBKMK_02030	rsgA	Cluster_77949
Operon1324	OMAKBKMK_02031	orn	Cluster_77949
Operon1325	OMAKBKMK_02032	Unknown_Gene	Cluster_121903
Operon1326	OMAKBKMK_02033	queG	Cluster_141957
Operon1327	OMAKBKMK_02034	nnr	Cluster_141957
Operon1327	OMAKBKMK_02035	tsaE	Cluster_141957
Operon1327	OMAKBKMK_02036	amiC_1	Cluster_141957
Operon1327	OMAKBKMK_02037	mutL	Cluster_141957
Operon1327	OMAKBKMK_02038	miaA	Cluster_141957
Operon1328	OMAKBKMK_02039	hfq	Cluster_120401
Operon1328	OMAKBKMK_02040	hflX	Cluster_120401
Operon1329	OMAKBKMK_02041	hflK	Cluster_119634
Operon1329	OMAKBKMK_02042	hflC	Cluster_119634
Operon1330	OMAKBKMK_02043	hisZ	Cluster_31702
Operon1331	OMAKBKMK_02044	purA	Cluster_149304
Operon1332	OMAKBKMK_02045	Unknown_Gene	Cluster_55851
Operon1333	OMAKBKMK_02046	Unknown_Gene	Cluster_21464
Operon1333	OMAKBKMK_02047	Unknown_Gene	Cluster_21464
Operon1333	OMAKBKMK_02048	Unknown_Gene	Cluster_21464
Operon1334	OMAKBKMK_02049	Unknown_Gene	Cluster_66399
Operon1334	OMAKBKMK_02050	fbpA	Cluster_66399
Operon1335	OMAKBKMK_02051	Unknown_Gene	Cluster_124633
Operon1336	OMAKBKMK_02052	Unknown_Gene	Cluster_37986
Operon1337	OMAKBKMK_02053	rnr	Cluster_37986
Operon1337	OMAKBKMK_02054	rlmB	Cluster_37986
Operon1338	OMAKBKMK_02055	rpsF	Cluster_30746
Operon1338	OMAKBKMK_02056	rpsR	Cluster_30746
Operon1338	OMAKBKMK_02057	Unknown_Gene	Cluster_30746
Operon1338	OMAKBKMK_02058	rplI	Cluster_30746
Operon1339	OMAKBKMK_02059	dnaB	Cluster_107889
Operon1340	OMAKBKMK_02060	atm1	Cluster_154397
Operon1340	OMAKBKMK_02061	Unknown_Gene	Cluster_154397
Operon1341	OMAKBKMK_02062	Unknown_Gene	Cluster_9827
Operon1342	OMAKBKMK_02063	Unknown_Gene	Cluster_9827
Operon1343	OMAKBKMK_02064	Unknown_Gene	Cluster_61207
Operon1344	OMAKBKMK_02065	Unknown_Gene	Cluster_61207
Operon1345	OMAKBKMK_02066	nadE_1	Cluster_13647
Operon1345	OMAKBKMK_02067	pncB2_1	Cluster_13647
Operon1346	OMAKBKMK_02068	braC_2	Cluster_13647
Operon1347	OMAKBKMK_02069	livH_2	Cluster_81234
Operon1347	OMAKBKMK_02070	Unknown_Gene	Cluster_81234
Operon1347	OMAKBKMK_02071	glnQ_4	Cluster_81234
Operon1347	OMAKBKMK_02072	livF_2	Cluster_81234
Operon1348	OMAKBKMK_02073	isfD	Cluster_6949
Operon1349	OMAKBKMK_02074	Unknown_Gene	Cluster_154481
Operon1349	OMAKBKMK_02075	fabR	Cluster_154481
Operon1350	OMAKBKMK_02076	Unknown_Gene	Cluster_70645
Operon1351	OMAKBKMK_02077	Unknown_Gene	Cluster_33055
Operon1352	OMAKBKMK_02078	Unknown_Gene	Cluster_33055
Operon1353	OMAKBKMK_02079	Unknown_Gene	Cluster_155522
Operon1353	OMAKBKMK_02080	osmE	Cluster_155522
Operon1354	OMAKBKMK_02081	lips	Cluster_98869
Operon1355	OMAKBKMK_02082	Unknown_Gene	Cluster_86818
Operon1356	OMAKBKMK_02083	nimR_1	Cluster_86818
Operon1357	OMAKBKMK_02084	psiF	Cluster_142914
Operon1358	OMAKBKMK_02085	Unknown_Gene	Cluster_136582
Operon1359	OMAKBKMK_02086	dnaK_2	Cluster_75912
Operon1360	OMAKBKMK_02087	cbpA	Cluster_75912
Operon1360	OMAKBKMK_02088	cbpM	Cluster_75912
Operon1361	OMAKBKMK_02089	Unknown_Gene	Cluster_168058
Operon1361	OMAKBKMK_02090	livF_3	Cluster_168058
Operon1362	OMAKBKMK_02091	lptB_2	Cluster_97484
Operon1362	OMAKBKMK_02092	Unknown_Gene	Cluster_97484
Operon1362	OMAKBKMK_02093	Unknown_Gene	Cluster_97484
Operon1363	OMAKBKMK_02094	amiC_2	Cluster_64555
Operon1364	OMAKBKMK_02095	cycA	Cluster_59093
Operon1365	OMAKBKMK_02096	Unknown_Gene	Cluster_147073
Operon1366	OMAKBKMK_02097	btuB_2	Cluster_105759
Operon1367	OMAKBKMK_02098	Unknown_Gene	Cluster_85866
Operon1367	OMAKBKMK_02099	Unknown_Gene	Cluster_85866
Operon1367	OMAKBKMK_02100	Unknown_Gene	Cluster_85866
Operon1368	OMAKBKMK_02101	qmcA	Cluster_93565
Operon1368	OMAKBKMK_02102	Unknown_Gene	Cluster_93565
Operon1369	OMAKBKMK_02103	vapC	Cluster_123285
Operon1369	OMAKBKMK_02104	vapB	Cluster_123285
Operon1370	OMAKBKMK_02105	cobK	Cluster_63314
Operon1370	OMAKBKMK_02106	cbiD	Cluster_63314
Operon1370	OMAKBKMK_02107	cobL	Cluster_63314
Operon1371	OMAKBKMK_02108	sir_1	Cluster_63314
Operon1371	OMAKBKMK_02109	cobH	Cluster_63314
Operon1371	OMAKBKMK_02110	cobI	Cluster_63314
Operon1371	OMAKBKMK_02111	Unknown_Gene	Cluster_63314
Operon1372	OMAKBKMK_02112	Unknown_Gene	Cluster_89198
Operon1373	OMAKBKMK_02113	rcsC_7	Cluster_91933
Operon1374	OMAKBKMK_02114	purD	Cluster_74396
Operon1375	OMAKBKMK_02115	purH	Cluster_129978
Operon1376	OMAKBKMK_02116	fis	Cluster_54470
Operon1376	OMAKBKMK_02117	dusB	Cluster_54470
Operon1377	OMAKBKMK_02118	Unknown_Gene	Cluster_158875
Operon1377	OMAKBKMK_02119	prmA	Cluster_158875
Operon1378	OMAKBKMK_02120	accC	Cluster_115327
Operon1378	OMAKBKMK_02121	accB	Cluster_115327
Operon1379	OMAKBKMK_02122	aroQ1	Cluster_68560
Operon1380	OMAKBKMK_02123	dsbD_1	Cluster_133766
Operon1381	OMAKBKMK_02124	ctpL	Cluster_107890
Operon1382	OMAKBKMK_02125	rssB_2	Cluster_44326
Operon1383	OMAKBKMK_02126	Unknown_Gene	Cluster_44326
Operon1383	OMAKBKMK_02127	yfcD	Cluster_44326
Operon1384	OMAKBKMK_02128	yciH	Cluster_53602
Operon1385	OMAKBKMK_02129	speA	Cluster_84091
Operon1386	OMAKBKMK_02130	dinF	Cluster_93919
Operon1387	OMAKBKMK_02131	yfhM	Cluster_93919
Operon1388	OMAKBKMK_02132	Unknown_Gene	Cluster_132891
Operon1389	OMAKBKMK_02133	pbpC	Cluster_132891
Operon1390	OMAKBKMK_02134	Unknown_Gene	Cluster_122576
Operon1391	OMAKBKMK_02135	todT	Cluster_103629
Operon1392	OMAKBKMK_02136	Unknown_Gene	Cluster_121668
Operon1393	OMAKBKMK_02137	Unknown_Gene	Cluster_128132
Operon1393	OMAKBKMK_02138	Unknown_Gene	Cluster_128132
Operon1393	OMAKBKMK_02139	cmoM	Cluster_128132
Operon1393	OMAKBKMK_02140	Unknown_Gene	Cluster_128132
Operon1394	OMAKBKMK_02141	Unknown_Gene	Cluster_104313
Operon1394	OMAKBKMK_02142	Unknown_Gene	Cluster_104313
Operon1395	OMAKBKMK_02143	fadI	Cluster_104313
Operon1395	OMAKBKMK_02144	nimR_2	Cluster_104313
Operon1396	OMAKBKMK_02145	mcpA_1	Cluster_68252
Operon1397	OMAKBKMK_02146	hmrR	Cluster_151032
Operon1397	OMAKBKMK_02147	copA_1	Cluster_151032
Operon1398	OMAKBKMK_02148	Unknown_Gene	Cluster_86042
Operon1399	OMAKBKMK_02149	Unknown_Gene	Cluster_86042
Operon1400	OMAKBKMK_02150	bcr	Cluster_111370
Operon1401	OMAKBKMK_02151	Unknown_Gene	Cluster_11775
Operon1402	OMAKBKMK_02152	Unknown_Gene	Cluster_11775
Operon1403	OMAKBKMK_02153	Unknown_Gene	Cluster_112767
Operon1404	OMAKBKMK_02154	Unknown_Gene	Cluster_22669
Operon1405	OMAKBKMK_02155	yigZ	Cluster_124003
Operon1405	OMAKBKMK_02156	rutR_1	Cluster_124003
Operon1406	OMAKBKMK_02157	Unknown_Gene	Cluster_104317
Operon1407	OMAKBKMK_02158	Unknown_Gene	Cluster_104317
Operon1408	OMAKBKMK_02159	bauC	Cluster_136001
Operon1409	OMAKBKMK_02160	Unknown_Gene	Cluster_7986
Operon1410	OMAKBKMK_02161	Unknown_Gene	Cluster_131215
Operon1410	OMAKBKMK_02162	Unknown_Gene	Cluster_131215
Operon1411	OMAKBKMK_02163	Unknown_Gene	Cluster_43355
Operon1412	OMAKBKMK_02164	Unknown_Gene	Cluster_92843
Operon1413	OMAKBKMK_02165	pqiA_1	Cluster_91107
Operon1413	OMAKBKMK_02166	pqiA_2	Cluster_91107
Operon1413	OMAKBKMK_02167	yebT	Cluster_91107
Operon1414	OMAKBKMK_02168	rpsT	Cluster_43161
Operon1415	OMAKBKMK_02169	murJ	Cluster_43161
Operon1416	OMAKBKMK_02170	ribF	Cluster_104116
Operon1416	OMAKBKMK_02171	ileS	Cluster_104116
Operon1416	OMAKBKMK_02172	lspA	Cluster_104116
Operon1416	OMAKBKMK_02173	fkpB	Cluster_104116
Operon1416	OMAKBKMK_02174	ispH	Cluster_104116
Operon1417	OMAKBKMK_02175	Unknown_Gene	Cluster_110596
Operon1418	OMAKBKMK_02176	Unknown_Gene	Cluster_110596
Operon1418	OMAKBKMK_02177	Unknown_Gene	Cluster_110596
Operon1418	OMAKBKMK_02178	Unknown_Gene	Cluster_110596
Operon1418	OMAKBKMK_02179	Unknown_Gene	Cluster_110596
Operon1419	OMAKBKMK_02180	thiO	Cluster_150501
Operon1420	OMAKBKMK_02181	Unknown_Gene	Cluster_121877
Operon1421	OMAKBKMK_02182	bamD	Cluster_153027
Operon1422	OMAKBKMK_02183	rluD	Cluster_153027
Operon1422	OMAKBKMK_02184	yfiH	Cluster_153027
Operon1423	OMAKBKMK_02185	clpB	Cluster_44506
Operon1424	OMAKBKMK_02186	Unknown_Gene	Cluster_16940
Operon1424	OMAKBKMK_02187	Unknown_Gene	Cluster_16940
Operon1424	OMAKBKMK_02188	Unknown_Gene	Cluster_16940
Operon1425	OMAKBKMK_02189	ndh	Cluster_127361
Operon1426	OMAKBKMK_02190	Unknown_Gene	Cluster_94612
Operon1427	OMAKBKMK_02191	Unknown_Gene	Cluster_118068
Operon1428	OMAKBKMK_02192	Unknown_Gene	Cluster_118068
Operon1429	OMAKBKMK_02193	yacG	Cluster_53238
Operon1429	OMAKBKMK_02194	coaE	Cluster_53238
Operon1429	OMAKBKMK_02195	outO	Cluster_53238
Operon1429	OMAKBKMK_02196	gspF_1	Cluster_53238
Operon1430	OMAKBKMK_02197	pilA	Cluster_53238
Operon1431	OMAKBKMK_02198	Unknown_Gene	Cluster_138257
Operon1432	OMAKBKMK_02199	intA_3	Cluster_77423
Operon1433	OMAKBKMK_02200	Unknown_Gene	Cluster_576
Operon1433	OMAKBKMK_02201	Unknown_Gene	Cluster_576
